DISTRICT,YEAR,PER_TURN_ALL,PER_TURN_INEXP,NUM_TEACH,NUM_TEACH_INEXP,PER_TEACH_INEXP,NUM_TEACH_EXP,PER_TEACH_EXP,PER_FREE_LUNCH,PER_REDUCED_LUNCH,PER_FRPL,K12,ATTENDANCE_RATE,PER_ELL,PER_BLACK,PER_HISP,PER_ASIAN,PER_WHITE,PER_SWD,PER_STATE_LOCAL_EXP,PER_FED_STATE_LOCAL_EXP,NUM_TOT_TURN,NUM_INEXP_TURN,NUM_EXP_TURN,PER_TURN_EXP
LANSING CSD,2022,0.1,0.0,113.0,25.0,22.0,88.0,77.87610619469027,26.0,2.0,28.0,1142.0,94.0,2.0,1.0,5.0,4.0,79.0,13.0,22041.0,23714.0,11.3,0.0,11.3,0.12840909090909092
NEWFIELD CSD,2022,0.18,0.21,76.0,19.0,25.0,57.0,75.0,52.0,6.0,58.0,678.0,91.0,0.0,5.0,3.0,0.0,82.0,23.0,23004.0,25442.0,13.68,3.9899999999999998,9.69,0.16999999999999998
TRUMANSBURG CSD,2022,0.19,0.27,103.0,19.0,18.0,84.0,81.55339805825243,32.0,3.0,35.0,947.0,91.0,0.0,2.0,4.0,1.0,84.0,19.0,23639.0,25946.0,19.57,5.130000000000001,14.44,0.1719047619047619
WEST PARK UFSD,2022,,,,,,,,,,,,,,,,,,,,,,,,
KINGSTON CITY SD,2022,0.08,0.13,555.0,88.0,16.0,467.0,84.14414414414414,57.0,2.0,59.0,5975.0,91.0,9.0,11.0,26.0,3.0,51.0,20.0,24799.0,26689.0,44.4,11.440000000000001,32.959999999999994,0.0705781584582441
HIGHLAND CSD,2022,0.11,0.19,146.0,34.0,23.0,112.0,76.71232876712328,34.0,3.0,37.0,1573.0,92.0,1.0,7.0,16.0,4.0,69.0,16.0,22910.0,23748.0,16.06,6.46,9.599999999999998,0.0857142857142857
RONDOUT VALLEY CSD,2022,0.1,0.08,181.0,39.0,22.0,142.0,78.45303867403315,38.0,1.0,39.0,1700.0,88.0,1.0,3.0,8.0,2.0,83.0,22.0,32018.0,33042.0,18.1,3.12,14.98,0.10549295774647888
MARLBORO CSD,2022,0.04,0.17,169.0,42.0,25.0,127.0,75.14792899408283,35.0,3.0,38.0,1857.0,92.0,3.0,10.0,24.0,2.0,60.0,18.0,22509.0,25455.0,6.76,7.140000000000001,-0.3800000000000008,-0.0029921259842519746
NEW PALTZ CSD,2022,0.06,0.19,191.0,7.0,4.0,184.0,96.33507853403141,24.0,3.0,27.0,1763.0,92.0,3.0,4.0,14.0,3.0,73.0,18.0,29903.0,31169.0,11.459999999999999,1.33,10.129999999999999,0.05505434782608695
ONTEORA CSD,2022,0.07,0.43,134.0,6.0,4.0,128.0,95.52238805970148,42.0,3.0,45.0,1110.0,90.0,4.0,1.0,12.0,2.0,75.0,20.0,39133.0,41248.0,9.38,2.58,6.800000000000001,0.053125000000000006
SAUGERTIES CSD,2022,0.08,0.5,202.0,6.0,3.0,196.0,97.02970297029702,29.0,4.0,33.0,2297.0,94.0,3.0,2.0,15.0,2.0,74.0,18.0,23713.0,25064.0,16.16,3.0,13.16,0.06714285714285714
WALLKILL CSD,2022,0.09,0.29,242.0,30.0,12.0,212.0,87.60330578512396,32.0,4.0,36.0,2766.0,91.0,3.0,6.0,27.0,1.0,63.0,15.0,22041.0,23457.0,21.779999999999998,8.7,13.079999999999998,0.06169811320754716
ELLENVILLE CSD,2022,0.14,0.22,114.0,15.0,13.0,99.0,86.8421052631579,57.0,0.0,57.0,1462.0,85.0,3.0,9.0,39.0,2.0,44.0,19.0,26876.0,28986.0,15.96,3.3,12.66,0.12787878787878787
BOLTON CSD,2022,0.08,,25.0,0.0,0.0,25.0,100.0,23.0,5.0,28.0,158.0,53.0,0.0,3.0,3.0,1.0,94.0,8.0,45898.0,47152.0,2.0,,,
NORTH WARREN CSD,2022,0.14,0.0,54.0,2.0,4.0,52.0,96.29629629629629,35.0,0.0,35.0,463.0,91.0,2.0,1.0,4.0,0.0,91.0,10.0,23200.0,25326.0,7.5600000000000005,0.0,7.5600000000000005,0.1453846153846154
GLENS FALLS CITY SD,2022,0.14,0.26,179.0,20.0,11.0,159.0,88.8268156424581,45.0,0.0,45.0,1960.0,89.0,0.0,2.0,6.0,1.0,85.0,17.0,18089.0,19038.0,25.060000000000002,5.2,19.860000000000003,0.12490566037735851
JOHNSBURG CSD,2022,0.11,,38.0,2.0,5.0,36.0,94.73684210526315,44.0,0.0,44.0,280.0,91.0,0.0,1.0,1.0,0.0,98.0,15.0,28738.0,29695.0,4.18,,,
LAKE GEORGE CSD,2022,0.16,0.38,79.0,5.0,6.0,74.0,93.67088607594937,16.0,1.0,17.0,645.0,94.0,0.0,2.0,1.0,2.0,93.0,15.0,31355.0,32237.0,12.64,1.9,10.74,0.14513513513513515
HADLEY-LUZERNE CSD,2022,0.09,0.09,86.0,16.0,19.0,70.0,81.3953488372093,45.0,2.0,47.0,629.0,91.0,0.0,0.0,2.0,1.0,95.0,17.0,27296.0,29243.0,7.739999999999999,1.44,6.299999999999999,0.08999999999999998
QUEENSBURY UFSD,2022,0.12,0.37,228.0,12.0,5.0,216.0,94.73684210526315,32.0,1.0,33.0,3063.0,92.0,1.0,1.0,3.0,2.0,92.0,16.0,15444.0,17309.0,27.36,4.4399999999999995,22.92,0.10611111111111111
GLENS FALLS COMN SD,2022,0.29,,16.0,1.0,6.0,15.0,93.75,87.0,0.0,87.0,159.0,92.0,0.0,1.0,4.0,1.0,79.0,25.0,8432.0,11766.0,4.64,,,
WARRENSBURG CSD,2022,0.15,0.31,73.0,11.0,15.0,62.0,84.93150684931507,51.0,4.0,55.0,645.0,90.0,1.0,0.0,2.0,0.0,94.0,21.0,24709.0,26696.0,10.95,3.41,7.539999999999999,0.12161290322580644
ARGYLE CSD,2022,0.1,0.25,52.0,6.0,12.0,46.0,88.46153846153845,38.0,1.0,39.0,459.0,91.0,0.0,1.0,2.0,0.0,95.0,14.0,20879.0,23046.0,5.2,1.5,3.7,0.08043478260869566
FORT ANN CSD,2022,0.05,0.0,44.0,7.0,16.0,37.0,84.0909090909091,41.0,2.0,43.0,405.0,94.0,0.0,0.0,4.0,0.0,91.0,13.0,24757.0,26354.0,2.2,0.0,2.2,0.05945945945945946
FORT EDWARD UFSD,2022,0.06,0.2,46.0,10.0,22.0,36.0,78.26086956521739,46.0,6.0,52.0,380.0,86.0,0.0,1.0,4.0,0.0,89.0,19.0,22027.0,23874.0,2.76,2.0,0.7599999999999998,0.021111111111111105
GRANVILLE CSD,2022,0.17,0.26,104.0,22.0,21.0,82.0,78.84615384615384,43.0,0.0,43.0,976.0,92.0,0.0,1.0,1.0,0.0,95.0,21.0,18788.0,20901.0,17.68,5.720000000000001,11.959999999999999,0.14585365853658536
GREENWICH CSD,2022,0.14,0.14,82.0,11.0,13.0,71.0,86.58536585365853,31.0,1.0,32.0,864.0,91.0,0.0,1.0,2.0,1.0,95.0,16.0,18631.0,20316.0,11.48,1.54,9.940000000000001,0.14
HARTFORD CSD,2022,0.06,0.25,50.0,3.0,6.0,47.0,94.0,43.0,2.0,45.0,379.0,95.0,0.0,0.0,2.0,0.0,96.0,20.0,22070.0,25108.0,3.0,0.75,2.25,0.047872340425531915
HUDSON FALLS CSD,2022,0.09,0.21,187.0,14.0,7.0,173.0,92.51336898395722,42.0,0.0,42.0,2167.0,87.0,0.0,1.0,3.0,0.0,90.0,21.0,15345.0,16767.0,16.83,2.94,13.889999999999999,0.08028901734104045
PUTNAM CSD,2022,0.22,0.0,9.0,0.0,0.0,9.0,100.0,60.0,0.0,60.0,43.0,88.0,0.0,0.0,0.0,0.0,100.0,5.0,28982.0,31268.0,1.98,0.0,1.98,0.22
SALEM CSD,2022,0.08,0.5,61.0,6.0,10.0,55.0,90.1639344262295,43.0,1.0,44.0,535.0,93.0,1.0,0.0,4.0,0.0,96.0,16.0,19687.0,21811.0,4.88,3.0,1.88,0.03418181818181818
CAMBRIDGE CSD,2022,0.13,0.33,77.0,6.0,8.0,71.0,92.20779220779221,37.0,1.0,38.0,817.0,91.0,1.0,3.0,2.0,1.0,92.0,19.0,19972.0,21381.0,10.01,1.98,8.03,0.11309859154929576
WHITEHALL CSD,2022,0.22,0.22,80.0,24.0,30.0,56.0,70.0,49.0,2.0,51.0,713.0,88.0,0.0,1.0,1.0,0.0,97.0,17.0,21303.0,22984.0,17.6,5.28,12.32,0.22
NEWARK CSD,2022,0.2,0.21,216.0,50.0,23.0,166.0,76.85185185185185,48.0,4.0,52.0,1849.0,92.0,1.0,8.0,17.0,0.0,68.0,14.0,21176.0,22964.0,43.2,10.5,32.7,0.19698795180722894
CLYDE-SAVANNAH CSD,2022,0.19,0.19,71.0,20.0,28.0,51.0,71.83098591549296,49.0,2.0,51.0,737.0,89.0,1.0,4.0,7.0,1.0,83.0,17.0,19502.0,22471.0,13.49,3.8,9.690000000000001,0.19000000000000003
LYONS CSD,2022,0.09,0.06,86.0,18.0,21.0,68.0,79.06976744186046,62.0,4.0,66.0,824.0,89.0,0.0,8.0,5.0,0.0,76.0,17.0,21964.0,28065.0,7.739999999999999,1.08,6.659999999999999,0.09794117647058823
MARION CSD,2022,0.21,0.57,69.0,17.0,25.0,52.0,75.36231884057972,38.0,9.0,47.0,603.0,94.0,1.0,0.0,10.0,0.0,86.0,14.0,24726.0,26551.0,14.49,9.69,4.800000000000001,0.09230769230769233
WAYNE CSD,2022,0.18,0.36,187.0,24.0,13.0,163.0,87.16577540106952,32.0,4.0,36.0,2018.0,92.0,1.0,2.0,3.0,1.0,92.0,16.0,19128.0,19965.0,33.66,8.64,25.019999999999996,0.1534969325153374
PALMYRA-MACEDON CSD,2022,0.15,0.27,157.0,17.0,11.0,140.0,89.171974522293,37.0,3.0,40.0,1730.0,90.0,1.0,1.0,4.0,1.0,91.0,13.0,20067.0,21080.0,23.55,4.59,18.96,0.13542857142857143
GANANDA CSD,2022,0.15,0.33,99.0,20.0,20.0,79.0,79.7979797979798,28.0,4.0,32.0,836.0,94.0,1.0,1.0,8.0,2.0,84.0,12.0,20869.0,22150.0,14.85,6.6000000000000005,8.25,0.10443037974683544
SODUS CSD,2022,0.14,0.29,118.0,10.0,8.0,108.0,91.52542372881356,58.0,6.0,64.0,936.0,90.0,6.0,8.0,24.0,0.0,58.0,17.0,31135.0,32836.0,16.520000000000003,2.9,13.620000000000003,0.12611111111111115
WILLIAMSON CSD,2022,0.11,0.23,99.0,15.0,15.0,84.0,84.84848484848484,46.0,6.0,52.0,953.0,94.0,1.0,4.0,11.0,0.0,81.0,13.0,19441.0,20822.0,10.89,3.45,7.44,0.08857142857142858
NORTH ROSE-WOLCOTT CSD,2022,0.25,0.48,111.0,19.0,17.0,92.0,82.88288288288288,56.0,3.0,59.0,1046.0,89.0,3.0,1.0,9.0,0.0,84.0,15.0,23456.0,26773.0,27.75,9.12,18.630000000000003,0.20250000000000004
RED CREEK CSD,2022,0.1,0.22,87.0,12.0,14.0,75.0,86.20689655172413,46.0,4.0,50.0,770.0,93.0,0.0,1.0,1.0,1.0,96.0,18.0,20543.0,23306.0,8.700000000000001,2.64,6.0600000000000005,0.08080000000000001
KATONAH-LEWISBORO UFSD,2022,0.09,0.21,260.0,41.0,16.0,219.0,84.23076923076923,8.0,0.0,8.0,2886.0,93.0,2.0,1.0,12.0,4.0,77.0,16.0,34147.0,34465.0,23.4,8.61,14.79,0.06753424657534246
BEDFORD CSD,2022,0.09,0.34,337.0,22.0,7.0,315.0,93.47181008902076,26.0,8.0,34.0,3714.0,94.0,18.0,3.0,39.0,3.0,51.0,16.0,33055.0,34390.0,30.33,7.48,22.849999999999998,0.07253968253968253
CROTON-HARMON UFSD,2022,0.1,0.29,142.0,15.0,11.0,127.0,89.43661971830986,12.0,1.0,13.0,1533.0,95.0,2.0,2.0,18.0,6.0,69.0,15.0,24304.0,24883.0,14.200000000000001,4.35,9.850000000000001,0.07755905511811025
HENDRICK HUDSON CSD,2022,0.07,0.19,236.0,37.0,16.0,199.0,84.32203389830508,23.0,4.0,27.0,2208.0,96.0,4.0,7.0,32.0,3.0,53.0,18.0,31971.0,31971.0,16.520000000000003,7.03,9.490000000000002,0.04768844221105529
EASTCHESTER UFSD,2022,0.05,0.2,273.0,13.0,5.0,260.0,95.23809523809523,2.0,0.0,2.0,3137.0,93.0,5.0,2.0,14.0,15.0,66.0,15.0,25418.0,25838.0,13.65,2.6,11.05,0.0425
TUCKAHOE UFSD,2022,0.1,0.33,108.0,7.0,6.0,101.0,93.51851851851852,16.0,1.0,17.0,1095.0,95.0,4.0,8.0,16.0,6.0,66.0,16.0,27326.0,27819.0,10.8,2.31,8.49,0.08405940594059406
BRONXVILLE UFSD,2022,0.1,0.25,114.0,5.0,4.0,109.0,95.6140350877193,3.0,0.0,3.0,1559.0,96.0,0.0,0.0,8.0,7.0,78.0,8.0,29681.0,29681.0,11.4,1.25,10.15,0.09311926605504588
UFSD-TARRYTOWNS,2022,0.08,0.2,238.0,27.0,11.0,211.0,88.65546218487394,44.0,5.0,49.0,2571.0,94.0,19.0,3.0,61.0,3.0,30.0,14.0,27339.0,28266.0,19.04,5.4,13.639999999999999,0.06464454976303317
IRVINGTON UFSD,2022,0.14,0.09,110.0,9.0,8.0,101.0,91.81818181818183,7.0,0.0,7.0,1722.0,94.0,1.0,4.0,10.0,11.0,70.0,11.0,31802.0,32049.0,15.400000000000002,0.8099999999999999,14.590000000000002,0.14445544554455447
DOBBS FERRY UFSD,2022,0.08,0.3,156.0,20.0,13.0,136.0,87.17948717948718,14.0,1.0,15.0,1510.0,95.0,2.0,3.0,19.0,6.0,64.0,14.0,36698.0,38013.0,12.48,6.0,6.48,0.04764705882352942
HASTINGS-ON-HUDSON UFSD,2022,0.11,0.57,155.0,6.0,4.0,149.0,96.12903225806451,2.0,1.0,3.0,1601.0,95.0,2.0,2.0,15.0,5.0,70.0,13.0,29852.0,30627.0,17.05,3.42,13.63,0.0914765100671141
ARDSLEY UFSD,2022,0.1,0.33,208.0,12.0,6.0,196.0,94.23076923076923,9.0,0.0,9.0,2332.0,95.0,2.0,3.0,14.0,21.0,55.0,13.0,26044.0,26526.0,20.8,3.96,16.84,0.08591836734693878
EDGEMONT UFSD,2022,0.09,0.4,180.0,14.0,8.0,166.0,92.22222222222223,0.0,0.0,0.0,1970.0,97.0,2.0,2.0,9.0,36.0,45.0,13.0,28560.0,28898.0,16.2,5.6000000000000005,10.599999999999998,0.06385542168674697
GREENBURGH CSD,2022,0.63,0.82,76.0,10.0,13.0,66.0,86.8421052631579,39.0,8.0,47.0,1507.0,90.0,8.0,33.0,46.0,7.0,12.0,17.0,34554.0,35842.0,47.88,8.2,39.68000000000001,0.6012121212121213
ELMSFORD UFSD,2022,0.12,0.11,94.0,5.0,5.0,89.0,94.68085106382979,35.0,3.0,38.0,945.0,92.0,15.0,21.0,60.0,8.0,8.0,12.0,28431.0,29521.0,11.28,0.55,10.729999999999999,0.12056179775280898
GREENBURGH-GRAHAM UFSD,2022,0.19,0.4,24.0,1.0,4.0,23.0,95.83333333333334,29.0,0.0,29.0,109.0,72.0,2.0,40.0,42.0,1.0,10.0,58.0,177343.0,180247.0,4.5600000000000005,0.4,4.16,0.1808695652173913
GREENBURGH ELEVEN UFSD,2022,0.19,0.0,23.0,3.0,13.0,20.0,86.95652173913044,86.0,0.0,86.0,78.0,79.0,1.0,46.0,46.0,0.0,6.0,73.0,,,4.37,0.0,4.37,0.2185
GREENBURGH-NORTH CASTLE UFSD,2022,0.15,0.15,78.0,31.0,40.0,47.0,60.256410256410255,18.0,1.0,19.0,373.0,73.0,2.0,35.0,41.0,2.0,20.0,94.0,74747.0,75803.0,11.7,4.6499999999999995,7.05,0.15
HARRISON CSD,2022,0.12,0.32,357.0,70.0,20.0,287.0,80.3921568627451,17.0,1.0,18.0,3613.0,94.0,9.0,2.0,20.0,13.0,62.0,16.0,30430.0,30953.0,42.839999999999996,22.400000000000002,20.439999999999994,0.07121951219512193
MAMARONECK UFSD,2022,0.1,0.27,439.0,49.0,11.0,390.0,88.8382687927107,15.0,1.0,16.0,5367.0,94.0,4.0,2.0,22.0,4.0,67.0,13.0,23840.0,24260.0,43.900000000000006,13.23,30.670000000000005,0.07864102564102565
MT PLEASANT CSD,2022,0.08,0.53,187.0,9.0,5.0,178.0,95.18716577540107,11.0,1.0,12.0,1885.0,95.0,2.0,0.0,15.0,4.0,78.0,18.0,28914.0,29593.0,14.96,4.7700000000000005,10.190000000000001,0.05724719101123596
POCANTICO HILLS CSD,2022,0.17,0.4,38.0,5.0,13.0,33.0,86.8421052631579,21.0,3.0,24.0,275.0,95.0,5.0,11.0,28.0,17.0,37.0,10.0,59607.0,61189.0,6.460000000000001,2.0,4.460000000000001,0.1351515151515152
HAWTHORNE-CEDAR KNOLLS UFSD,2022,0.31,1.0,22.0,0.0,0.0,22.0,100.0,40.0,0.0,40.0,115.0,65.0,3.0,46.0,43.0,1.0,7.0,83.0,111500.0,122237.0,6.82,0.0,6.82,0.31
MT PLEASANT-COTTAGE UFSD,2022,0.17,0.23,36.0,9.0,25.0,27.0,75.0,95.0,0.0,95.0,203.0,63.0,1.0,61.0,27.0,1.0,8.0,81.0,87005.0,92190.0,6.12,2.0700000000000003,4.05,0.15
VALHALLA UFSD,2022,0.13,0.5,137.0,12.0,9.0,125.0,91.24087591240875,14.0,1.0,15.0,1357.0,95.0,6.0,6.0,29.0,6.0,53.0,11.0,32402.0,32837.0,17.810000000000002,6.0,11.810000000000002,0.09448000000000002
MT PLEASANT-BLYTHEDALE UFSD,2022,0.12,0.5,19.0,3.0,16.0,16.0,84.21052631578947,0.0,0.0,0.0,119.0,82.0,0.0,23.0,40.0,5.0,31.0,100.0,65032.0,68031.0,2.28,1.5,0.7799999999999998,0.04874999999999999
PLEASANTVILLE UFSD,2022,0.09,0.22,153.0,7.0,5.0,146.0,95.42483660130719,13.0,0.0,13.0,1605.0,95.0,3.0,2.0,15.0,6.0,73.0,21.0,27403.0,27985.0,13.77,1.54,12.23,0.08376712328767123
MT VERNON SCHOOL DISTRICT,2022,0.2,0.27,527.0,54.0,10.0,473.0,89.75332068311197,74.0,0.0,74.0,6667.0,6.0,8.0,64.0,28.0,2.0,5.0,19.0,30370.0,31456.0,105.4,14.580000000000002,90.82000000000001,0.19200845665961946
CHAPPAQUA CSD,2022,0.16,0.54,331.0,23.0,7.0,308.0,93.05135951661632,5.0,0.0,5.0,3538.0,96.0,1.0,1.0,7.0,15.0,71.0,11.0,31759.0,32034.0,52.96,12.420000000000002,40.54,0.13162337662337661
NEW ROCHELLE CITY SD,2022,0.13,0.27,699.0,61.0,9.0,638.0,91.27324749642347,49.0,4.0,53.0,9726.0,91.0,13.0,20.0,51.0,4.0,24.0,16.0,26200.0,26720.0,90.87,16.470000000000002,74.4,0.11661442006269593
BYRAM HILLS CSD,2022,0.11,0.5,229.0,8.0,3.0,221.0,96.50655021834062,5.0,0.0,5.0,2313.0,96.0,1.0,1.0,7.0,8.0,81.0,14.0,35866.0,36301.0,25.19,4.0,21.19,0.09588235294117647
NORTH SALEM CSD,2022,0.06,0.0,121.0,10.0,8.0,111.0,91.73553719008265,15.0,2.0,17.0,1019.0,95.0,3.0,2.0,19.0,2.0,73.0,17.0,37999.0,38673.0,7.26,0.0,7.26,0.0654054054054054
OSSINING UFSD,2022,0.27,0.35,336.0,59.0,18.0,277.0,82.44047619047619,50.0,3.0,53.0,4694.0,94.0,16.0,9.0,65.0,4.0,19.0,13.0,23946.0,24574.0,90.72,20.65,70.07,0.2529602888086642
BRIARCLIFF MANOR UFSD,2022,0.11,0.25,125.0,8.0,6.0,117.0,93.60000000000001,2.0,0.0,2.0,1337.0,96.0,1.0,2.0,10.0,16.0,65.0,8.0,33202.0,33462.0,13.75,2.0,11.75,0.10042735042735043
PEEKSKILL CITY SD,2022,0.09,0.21,319.0,53.0,17.0,266.0,83.38557993730407,67.0,0.0,67.0,3407.0,94.0,28.0,15.0,74.0,1.0,6.0,15.0,23665.0,25377.0,28.709999999999997,11.129999999999999,17.58,0.06609022556390977
PELHAM UFSD,2022,0.06,0.25,233.0,13.0,6.0,220.0,94.4206008583691,10.0,1.0,11.0,2793.0,95.0,1.0,5.0,17.0,6.0,63.0,11.0,24911.0,25369.0,13.979999999999999,3.25,10.729999999999999,0.048772727272727266
RYE CITY SD,2022,0.08,0.38,289.0,19.0,7.0,270.0,93.42560553633218,1.0,0.0,1.0,2913.0,95.0,2.0,1.0,8.0,8.0,78.0,11.0,30915.0,31556.0,23.12,7.22,15.900000000000002,0.05888888888888889
RYE NECK UFSD,2022,0.09,0.21,136.0,8.0,6.0,128.0,94.11764705882352,13.0,2.0,15.0,1511.0,96.0,5.0,3.0,21.0,8.0,62.0,10.0,26562.0,27282.0,12.24,1.68,10.56,0.0825
PORT CHESTER-RYE UFSD,2022,0.16,0.2,304.0,64.0,21.0,240.0,78.94736842105263,66.0,6.0,72.0,4531.0,94.0,38.0,3.0,84.0,1.0,11.0,15.0,21503.0,23499.0,48.64,12.8,35.84,0.14933333333333335
BLIND BROOK-RYE UFSD,2022,0.13,0.42,119.0,16.0,13.0,103.0,86.5546218487395,0.0,0.0,0.0,1276.0,96.0,1.0,1.0,9.0,8.0,75.0,13.0,31436.0,31934.0,15.47,6.72,8.75,0.08495145631067962
SCARSDALE UFSD,2022,0.09,0.18,420.0,76.0,18.0,344.0,81.9047619047619,0.0,0.0,0.0,4605.0,96.0,2.0,1.0,8.0,24.0,60.0,13.0,32147.0,32482.0,37.8,13.68,24.119999999999997,0.07011627906976743
SOMERS CSD,2022,0.07,0.15,259.0,35.0,14.0,224.0,86.48648648648648,10.0,1.0,11.0,2709.0,95.0,1.0,1.0,13.0,3.0,80.0,19.0,28780.0,29115.0,18.130000000000003,5.25,12.880000000000003,0.05750000000000001
WHITE PLAINS CITY SD,2022,0.09,0.14,569.0,70.0,12.0,499.0,87.69771528998243,41.0,2.0,43.0,6713.0,95.0,17.0,12.0,59.0,4.0,22.0,17.0,30241.0,31362.0,51.21,9.8,41.41,0.08298597194388777
YONKERS CITY SD,2022,0.07,0.03,1470.0,80.0,5.0,1390.0,94.5578231292517,75.0,4.0,79.0,22973.0,86.0,13.0,16.0,62.0,5.0,14.0,18.0,19331.0,21549.0,102.9,2.4,100.5,0.0723021582733813
LAKELAND CSD,2022,0.06,0.2,476.0,44.0,9.0,432.0,90.75630252100841,21.0,3.0,24.0,5342.0,95.0,2.0,7.0,26.0,5.0,59.0,17.0,26259.0,27226.0,28.56,8.8,19.759999999999998,0.045740740740740735
YORKTOWN CSD,2022,0.11,0.18,309.0,33.0,11.0,276.0,89.32038834951457,12.0,1.0,13.0,3392.0,95.0,3.0,3.0,16.0,7.0,72.0,17.0,24622.0,25935.0,33.99,5.9399999999999995,28.050000000000004,0.1016304347826087
ATTICA CSD,2022,0.17,0.19,115.0,14.0,12.0,101.0,87.82608695652175,33.0,6.0,39.0,1091.0,92.0,0.0,1.0,3.0,0.0,95.0,15.0,23778.0,24124.0,19.55,2.66,16.89,0.16722772277227724
LETCHWORTH CSD,2022,0.1,0.23,101.0,11.0,11.0,90.0,89.10891089108911,39.0,2.0,41.0,851.0,94.0,0.0,1.0,2.0,0.0,96.0,13.0,17313.0,18780.0,10.100000000000001,2.5300000000000002,7.570000000000001,0.08411111111111112
WYOMING CSD,2022,0.0,0.0,16.0,4.0,25.0,12.0,75.0,43.0,1.0,44.0,136.0,94.0,0.0,1.0,1.0,0.0,96.0,12.0,22572.0,24074.0,0.0,0.0,0.0,0.0
PERRY CSD,2022,0.06,0.14,92.0,19.0,21.0,73.0,79.34782608695652,41.0,5.0,46.0,749.0,92.0,2.0,1.0,5.0,2.0,90.0,14.0,18803.0,20334.0,5.52,2.66,2.8599999999999994,0.039178082191780816
WARSAW CSD,2022,0.15,0.25,100.0,23.0,23.0,77.0,77.0,43.0,3.0,46.0,800.0,91.0,1.0,1.0,4.0,1.0,90.0,13.0,18938.0,20895.0,15.0,5.75,9.25,0.12012987012987013
PENN YAN CSD,2022,0.09,0.17,151.0,17.0,11.0,134.0,88.74172185430463,53.0,1.0,54.0,1238.0,93.0,1.0,0.0,4.0,1.0,91.0,13.0,21060.0,23733.0,13.59,2.89,10.7,0.07985074626865671
DUNDEE CSD,2022,0.16,0.21,73.0,19.0,26.0,54.0,73.97260273972603,55.0,0.0,55.0,615.0,93.0,0.0,1.0,4.0,0.0,92.0,20.0,20109.0,23059.0,11.68,3.9899999999999998,7.6899999999999995,0.1424074074074074
