YEAR,DISTRICT,PER_FREE_LUNCH,PER_REDUCED_LUNCH,PER_BLACK,PER_HISP,PER_ASIAN,PER_FRPL,PER_MINORITY
2015,HEWLETT-WOODMERE UNION FREE SCHOOL DISTRICT,14.0,5.0,7.0,14.0,11.0,19.0,32.0
2015,LAWRENCE UNION FREE SCHOOL DISTRICT,62.0,10.0,22.0,50.0,6.0,72.0,78.0
2015,ELMONT UNION FREE SCHOOL DISTRICT,47.0,12.0,48.0,27.0,15.0,59.0,90.0
2015,FRANKLIN SQUARE UNION FREE SCHOOL DISTRICT,10.0,3.0,2.0,18.0,9.0,13.0,29.0
2015,GARDEN CITY UNION FREE SCHOOL DISTRICT,1.0,0.0,1.0,3.0,4.0,1.0,8.0
2015,EAST ROCKAWAY UNION FREE SCHOOL DISTRICT,20.0,5.0,2.0,23.0,4.0,25.0,29.0
2015,LYNBROOK UNION FREE SCHOOL DISTRICT,10.0,1.0,3.0,14.0,5.0,11.0,22.0
2015,ROCKVILLE CENTRE UNION FREE SCHOOL DISTRICT,9.0,2.0,6.0,11.0,3.0,11.0,20.0
2015,FLORAL PARK-BELLEROSE UNION FREE SCHOOL DISTRICT,10.0,2.0,3.0,14.0,16.0,12.0,33.0
2015,WANTAGH UNION FREE SCHOOL DISTRICT,4.0,1.0,0.0,6.0,2.0,5.0,8.0
2015,VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT,24.0,6.0,22.0,37.0,13.0,30.0,72.0
2015,MERRICK UNION FREE SCHOOL DISTRICT,2.0,0.0,1.0,6.0,5.0,2.0,12.0
2015,ISLAND TREES UNION FREE SCHOOL DISTRICT,12.0,4.0,1.0,16.0,9.0,16.0,26.0
2015,WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT,34.0,8.0,19.0,36.0,7.0,42.0,62.0
2015,NORTH MERRICK UNION FREE SCHOOL DISTRICT,6.0,1.0,2.0,11.0,6.0,7.0,19.0
2015,VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT,35.0,7.0,39.0,29.0,24.0,42.0,92.0
2015,ISLAND PARK UNION FREE SCHOOL DISTRICT,39.0,6.0,3.0,33.0,3.0,45.0,39.0
2015,VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT,21.0,5.0,31.0,26.0,18.0,26.0,75.0
2015,SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT,18.0,6.0,26.0,17.0,19.0,24.0,62.0
2015,BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT,7.0,2.0,2.0,6.0,6.0,9.0,14.0
2015,LONG BEACH CITY SCHOOL DISTRICT,27.0,3.0,11.0,24.0,4.0,30.0,39.0
2015,WESTBURY UNION FREE SCHOOL DISTRICT,81.0,8.0,27.0,71.0,1.0,89.0,99.0
2015,EAST WILLISTON UNION FREE SCHOOL DISTRICT,3.0,1.0,1.0,5.0,19.0,4.0,25.0
2015,ROSLYN UNION FREE SCHOOL DISTRICT,7.0,3.0,3.0,6.0,15.0,10.0,24.0
2015,PORT WASHINGTON UNION FREE SCHOOL DISTRICT,14.0,3.0,2.0,19.0,11.0,17.0,32.0
2015,NEW HYDE PARK-GARDEN CITY PARK UNION FREE SCHOOL DISTRICT,12.0,4.0,1.0,16.0,44.0,16.0,61.0
2015,MANHASSET UNION FREE SCHOOL DISTRICT,4.0,1.0,3.0,6.0,17.0,5.0,26.0
2015,GREAT NECK UNION FREE SCHOOL DISTRICT,7.0,5.0,1.0,8.0,34.0,12.0,43.0
2015,HERRICKS UNION FREE SCHOOL DISTRICT,5.0,2.0,1.0,6.0,57.0,7.0,64.0
2015,MINEOLA UNION FREE SCHOOL DISTRICT,20.0,5.0,3.0,24.0,12.0,25.0,39.0
2015,CARLE PLACE UNION FREE SCHOOL DISTRICT,14.0,3.0,1.0,15.0,7.0,17.0,23.0
2015,NORTH SHORE CENTRAL SCHOOL DISTRICT,4.0,2.0,1.0,8.0,5.0,6.0,14.0
2015,SYOSSET CENTRAL SCHOOL DISTRICT,3.0,0.0,1.0,4.0,30.0,3.0,35.0
2015,LOCUST VALLEY CENTRAL SCHOOL DISTRICT,12.0,3.0,1.0,16.0,4.0,15.0,21.0
2015,PLAINVIEW-OLD BETHPAGE CENTRAL SCHOOL DISTRICT,4.0,1.0,0.0,5.0,16.0,5.0,21.0
2015,OYSTER BAY-EAST NORWICH CENTRAL SCHOOL DISTRICT,16.0,3.0,4.0,19.0,3.0,19.0,26.0
2015,JERICHO UNION FREE SCHOOL DISTRICT,2.0,0.0,2.0,3.0,46.0,2.0,51.0
2015,HICKSVILLE UNION FREE SCHOOL DISTRICT,25.0,8.0,3.0,28.0,30.0,33.0,61.0
2015,PLAINEDGE UNION FREE SCHOOL DISTRICT,8.0,3.0,0.0,5.0,3.0,11.0,8.0
2015,BETHPAGE UNION FREE SCHOOL DISTRICT,10.0,4.0,0.0,13.0,10.0,14.0,23.0
2015,FARMINGDALE UNION FREE SCHOOL DISTRICT,21.0,4.0,6.0,19.0,6.0,25.0,31.0
2015,MASSAPEQUA UNION FREE SCHOOL DISTRICT,5.0,2.0,0.0,3.0,2.0,7.0,5.0
2015,NYC SPECIAL SCHOOLS - DISTRICT 75,64.0,1.0,38.0,40.0,7.0,65.0,85.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT # 1,59.0,5.0,17.0,41.0,22.0,64.0,80.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,50.0,5.0,16.0,34.0,23.0,55.0,73.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,46.0,4.0,23.0,34.0,8.0,50.0,65.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT # 4,77.0,4.0,26.0,62.0,7.0,81.0,95.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT # 5,79.0,4.0,51.0,40.0,4.0,83.0,95.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT # 6,81.0,4.0,8.0,87.0,1.0,85.0,96.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,76.0,4.0,24.0,64.0,5.0,80.0,93.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT # 9,88.0,3.0,30.0,67.0,1.0,91.0,98.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT # 7,89.0,3.0,27.0,70.0,1.0,92.0,98.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT #10,78.0,4.0,17.0,68.0,8.0,82.0,93.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT #11,70.0,5.0,42.0,42.0,7.0,75.0,91.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT #14,68.0,4.0,24.0,59.0,4.0,72.0,87.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT #12,87.0,3.0,26.0,69.0,2.0,90.0,97.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT #13,61.0,8.0,50.0,16.0,20.0,69.0,86.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT #15,55.0,3.0,16.0,40.0,16.0,58.0,72.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT #16,80.0,3.0,78.0,18.0,2.0,83.0,98.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT #17,77.0,5.0,80.0,14.0,2.0,82.0,96.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT #18,71.0,7.0,89.0,7.0,1.0,78.0,97.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT #19,82.0,4.0,49.0,42.0,7.0,86.0,98.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT #20,70.0,5.0,3.0,26.0,43.0,75.0,72.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT #21,65.0,5.0,17.0,25.0,25.0,70.0,67.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT #22,59.0,6.0,36.0,15.0,19.0,65.0,70.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT #23,83.0,4.0,77.0,20.0,1.0,87.0,98.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT #32,84.0,3.0,19.0,77.0,2.0,87.0,98.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT #24,67.0,6.0,3.0,63.0,20.0,73.0,86.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT #25,60.0,10.0,9.0,29.0,47.0,70.0,85.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT #26,46.0,12.0,13.0,17.0,51.0,58.0,81.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT #27,70.0,8.0,25.0,38.0,23.0,78.0,86.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT #28,61.0,8.0,24.0,27.0,29.0,69.0,80.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT #29,67.0,9.0,66.0,14.0,15.0,76.0,95.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT #30,66.0,6.0,7.0,54.0,22.0,72.0,83.0
2015,NEW YORK CITY GEOGRAPHIC DISTRICT #31,49.0,8.0,13.0,27.0,8.0,57.0,48.0
2015,LEWISTON-PORTER CENTRAL SCHOOL DISTRICT,16.0,4.0,1.0,3.0,2.0,20.0,6.0
2015,LOCKPORT CITY SCHOOL DISTRICT,44.0,9.0,13.0,7.0,1.0,53.0,21.0
2015,NEWFANE CENTRAL SCHOOL DISTRICT,29.0,11.0,1.0,2.0,0.0,40.0,3.0
2015,NIAGARA-WHEATFIELD CENTRAL SCHOOL DISTRICT,25.0,5.0,3.0,2.0,2.0,30.0,7.0
2015,NIAGARA FALLS CITY SCHOOL DISTRICT,68.0,6.0,34.0,6.0,2.0,74.0,42.0
2015,NORTH TONAWANDA CITY SCHOOL DISTRICT,35.0,8.0,2.0,3.0,1.0,43.0,6.0
2015,STARPOINT CENTRAL SCHOOL DISTRICT,15.0,3.0,1.0,1.0,1.0,18.0,3.0
2015,ROYALTON-HARTLAND CENTRAL SCHOOL DISTRICT,23.0,10.0,1.0,2.0,0.0,33.0,3.0
2015,BARKER CENTRAL SCHOOL DISTRICT,37.0,11.0,1.0,8.0,0.0,48.0,9.0
2015,WILSON CENTRAL SCHOOL DISTRICT,30.0,12.0,1.0,3.0,0.0,42.0,4.0
2015,ADIRONDACK CENTRAL SCHOOL DISTRICT,42.0,10.0,1.0,0.0,0.0,52.0,1.0
2015,CAMDEN CENTRAL SCHOOL DISTRICT,45.0,10.0,1.0,2.0,0.0,55.0,3.0
2015,CLINTON CENTRAL SCHOOL DISTRICT,17.0,4.0,2.0,0.0,2.0,21.0,4.0
2015,NEW HARTFORD CENTRAL SCHOOL DISTRICT,11.0,3.0,2.0,4.0,6.0,14.0,12.0
2015,NEW YORK MILLS UNION FREE SCHOOL DISTRICT,30.0,10.0,1.0,5.0,2.0,40.0,8.0
2015,SAUQUOIT VALLEY CENTRAL SCHOOL DISTRICT,29.0,7.0,0.0,2.0,1.0,36.0,3.0
2015,REMSEN CENTRAL SCHOOL DISTRICT,40.0,9.0,0.0,1.0,0.0,49.0,1.0
2015,ROME CITY SCHOOL DISTRICT,49.0,7.0,10.0,5.0,1.0,56.0,16.0
2015,WATERVILLE CENTRAL SCHOOL DISTRICT,36.0,10.0,0.0,1.0,1.0,46.0,2.0
2015,SHERRILL CITY SCHOOL DISTRICT,29.0,8.0,1.0,1.0,1.0,37.0,3.0
2015,HOLLAND PATENT CENTRAL SCHOOL DISTRICT,29.0,9.0,0.0,1.0,0.0,38.0,1.0
2015,UTICA CITY SCHOOL DISTRICT,75.0,4.0,26.0,18.0,16.0,79.0,60.0
2015,WESTMORELAND CENTRAL SCHOOL DISTRICT,25.0,8.0,1.0,2.0,1.0,33.0,4.0
2015,ORISKANY CENTRAL SCHOOL DISTRICT,27.0,5.0,0.0,3.0,1.0,32.0,4.0
2015,WHITESBORO CENTRAL SCHOOL DISTRICT,26.0,6.0,1.0,2.0,1.0,32.0,4.0
2015,WEST GENESEE CENTRAL SCHOOL DISTRICT,17.0,6.0,3.0,2.0,1.0,23.0,6.0
2015,NORTH SYRACUSE CENTRAL SCHOOL DISTRICT,26.0,7.0,4.0,3.0,2.0,33.0,9.0
2015,EAST SYRACUSE-MINOA CENTRAL SCHOOL DISTRICT,30.0,9.0,4.0,2.0,2.0,39.0,8.0
2015,JAMESVILLE-DEWITT CENTRAL SCHOOL DISTRICT,9.0,2.0,7.0,3.0,7.0,11.0,17.0
2015,JORDAN-ELBRIDGE CENTRAL SCHOOL DISTRICT,28.0,5.0,1.0,2.0,1.0,33.0,4.0
2015,FABIUS-POMPEY CENTRAL SCHOOL DISTRICT,23.0,9.0,1.0,2.0,1.0,32.0,4.0
2015,WESTHILL CENTRAL SCHOOL DISTRICT,12.0,3.0,4.0,3.0,2.0,15.0,9.0
2015,SOLVAY UNION FREE SCHOOL DISTRICT,41.0,10.0,3.0,6.0,1.0,51.0,10.0
2015,LAFAYETTE CENTRAL SCHOOL DISTRICT,40.0,6.0,1.0,2.0,1.0,46.0,4.0
2015,BALDWINSVILLE CENTRAL SCHOOL DISTRICT,18.0,3.0,2.0,4.0,1.0,21.0,7.0
2015,FAYETTEVILLE-MANLIUS CENTRAL SCHOOL DISTRICT,8.0,2.0,3.0,3.0,9.0,10.0,15.0
2015,MARCELLUS CENTRAL SCHOOL DISTRICT,11.0,2.0,0.0,1.0,1.0,13.0,2.0
2015,ONONDAGA CENTRAL SCHOOL DISTRICT,31.0,8.0,10.0,3.0,1.0,39.0,14.0
2015,LIVERPOOL CENTRAL SCHOOL DISTRICT,30.0,7.0,8.0,5.0,4.0,37.0,17.0
2015,LYNCOURT UNION FREE SCHOOL DISTRICT,48.0,14.0,14.0,6.0,7.0,62.0,27.0
2015,SKANEATELES CENTRAL SCHOOL DISTRICT,6.0,1.0,0.0,1.0,1.0,7.0,2.0
2015,SYRACUSE CITY SCHOOL DISTRICT,72.0,2.0,50.0,13.0,8.0,74.0,71.0
2015,TULLY CENTRAL SCHOOL DISTRICT,23.0,5.0,2.0,2.0,1.0,28.0,5.0
2015,CANANDAIGUA CITY SCHOOL DISTRICT,27.0,4.0,2.0,4.0,1.0,31.0,7.0
2015,EAST BLOOMFIELD CENTRAL SCHOOL DISTRICT,24.0,6.0,1.0,3.0,1.0,30.0,5.0
2015,GENEVA CITY SCHOOL DISTRICT,56.0,6.0,13.0,25.0,2.0,62.0,40.0
2015,GORHAM-MIDDLESEX CENTRAL SCHOOL DISTRICT (MARCUS WHITMAN),43.0,8.0,1.0,1.0,0.0,51.0,2.0
2015,MANCHESTER-SHORTSVILLE CENTRAL SCHOOL DISTRICT (RED JACKET),35.0,9.0,0.0,4.0,1.0,44.0,5.0
2015,NAPLES CENTRAL SCHOOL DISTRICT,31.0,10.0,2.0,1.0,2.0,41.0,5.0
2015,PHELPS-CLIFTON SPRINGS CENTRAL SCHOOL DISTRICT,27.0,8.0,1.0,5.0,1.0,35.0,7.0
2015,HONEOYE CENTRAL SCHOOL DISTRICT,25.0,5.0,1.0,1.0,0.0,30.0,2.0
2015,VICTOR CENTRAL SCHOOL DISTRICT,13.0,3.0,2.0,4.0,3.0,16.0,9.0
2015,WASHINGTONVILLE CENTRAL SCHOOL DISTRICT,19.0,8.0,7.0,19.0,3.0,27.0,29.0
2015,CHESTER UNION FREE SCHOOL DISTRICT,25.0,9.0,9.0,29.0,6.0,34.0,44.0
2015,CORNWALL CENTRAL SCHOOL DISTRICT,11.0,5.0,6.0,15.0,5.0,16.0,26.0
2015,PINE BUSH CENTRAL SCHOOL DISTRICT,30.0,10.0,10.0,17.0,3.0,40.0,30.0
2015,GOSHEN CENTRAL SCHOOL DISTRICT,19.0,5.0,4.0,17.0,4.0,24.0,25.0
2015,HIGHLAND FALLS CENTRAL SCHOOL DISTRICT,25.0,5.0,13.0,22.0,3.0,30.0,38.0
2015,MIDDLETOWN CITY SCHOOL DISTRICT,63.0,13.0,25.0,52.0,3.0,76.0,80.0
2015,MINISINK VALLEY CENTRAL SCHOOL DISTRICT,17.0,3.0,5.0,14.0,2.0,20.0,21.0
2015,MONROE-WOODBURY CENTRAL SCHOOL DISTRICT,11.0,3.0,7.0,21.0,7.0,14.0,35.0
2015,KIRYAS JOEL VILLAGE UNION FREE SCHOOL DISTRICT,90.0,1.0,0.0,0.0,0.0,91.0,0.0
2015,VALLEY CENTRAL SCHOOL DISTRICT (MONTGOMERY),27.0,8.0,9.0,20.0,2.0,35.0,31.0
2015,NEWBURGH CITY SCHOOL DISTRICT,64.0,8.0,26.0,48.0,2.0,72.0,76.0
2015,PORT JERVIS CITY SCHOOL DISTRICT,55.0,7.0,8.0,13.0,1.0,62.0,22.0
2015,TUXEDO UNION FREE SCHOOL DISTRICT,13.0,3.0,4.0,9.0,3.0,16.0,16.0
2015,WARWICK VALLEY CENTRAL SCHOOL DISTRICT,12.0,2.0,5.0,11.0,2.0,14.0,18.0
2015,GREENWOOD LAKE UNION FREE SCHOOL DISTRICT,23.0,7.0,2.0,21.0,2.0,30.0,25.0
2015,FLORIDA UNION FREE SCHOOL DISTRICT,20.0,5.0,6.0,21.0,2.0,25.0,29.0
2015,ALBION CENTRAL SCHOOL DISTRICT,49.0,7.0,11.0,10.0,1.0,56.0,22.0
2015,KENDALL CENTRAL SCHOOL DISTRICT,40.0,7.0,1.0,8.0,0.0,47.0,9.0
2015,HOLLEY CENTRAL SCHOOL DISTRICT,44.0,10.0,2.0,7.0,0.0,54.0,9.0
2015,MEDINA CENTRAL SCHOOL DISTRICT,46.0,7.0,5.0,7.0,1.0,53.0,13.0
2015,LYNDONVILLE CENTRAL SCHOOL DISTRICT,26.0,11.0,1.0,4.0,1.0,37.0,6.0
2015,ALTMAR-PARISH-WILLIAMSTOWN CENTRAL SCHOOL DISTRICT,49.0,12.0,1.0,1.0,0.0,61.0,2.0
2015,FULTON CITY SCHOOL DISTRICT,53.0,7.0,1.0,5.0,1.0,60.0,7.0
2015,HANNIBAL CENTRAL SCHOOL DISTRICT,55.0,9.0,1.0,2.0,0.0,64.0,3.0
2015,CENTRAL SQUARE CENTRAL SCHOOL DISTRICT,34.0,8.0,1.0,2.0,1.0,42.0,4.0
2015,MEXICO CENTRAL SCHOOL DISTRICT,42.0,10.0,1.0,2.0,0.0,52.0,3.0
2015,OSWEGO CITY SCHOOL DISTRICT,45.0,6.0,2.0,5.0,1.0,51.0,8.0
2015,PULASKI CENTRAL SCHOOL DISTRICT,44.0,9.0,1.0,1.0,1.0,53.0,3.0
2015,SANDY CREEK CENTRAL SCHOOL DISTRICT,46.0,11.0,1.0,1.0,1.0,57.0,3.0
2015,PHOENIX CENTRAL SCHOOL DISTRICT,45.0,6.0,1.0,1.0,0.0,51.0,2.0
2015,GILBERTSVILLE-MOUNT UPTON CENTRAL SCHOOL DISTRICT,41.0,16.0,2.0,2.0,0.0,57.0,4.0
2015,EDMESTON CENTRAL SCHOOL DISTRICT,30.0,11.0,2.0,2.0,1.0,41.0,5.0
2015,LAURENS CENTRAL SCHOOL DISTRICT,43.0,10.0,0.0,7.0,0.0,53.0,7.0
2015,SCHENEVUS CENTRAL SCHOOL DISTRICT,24.0,12.0,3.0,3.0,1.0,36.0,7.0
2015,MILFORD CENTRAL SCHOOL DISTRICT,40.0,8.0,2.0,2.0,2.0,48.0,6.0
2015,MORRIS CENTRAL SCHOOL DISTRICT,47.0,17.0,1.0,4.0,2.0,64.0,7.0
2015,ONEONTA CITY SCHOOL DISTRICT,36.0,5.0,7.0,6.0,4.0,41.0,17.0
2015,OTEGO-UNADILLA CENTRAL SCHOOL DISTRICT,41.0,10.0,1.0,5.0,1.0,51.0,7.0
2015,COOPERSTOWN CENTRAL SCHOOL DISTRICT,20.0,8.0,1.0,2.0,4.0,28.0,7.0
2015,RICHFIELD SPRINGS CENTRAL SCHOOL DISTRICT,47.0,9.0,1.0,2.0,2.0,56.0,5.0
2015,CHERRY VALLEY-SPRINGFIELD CENTRAL SCHOOL DISTRICT,37.0,14.0,1.0,0.0,0.0,51.0,1.0
2015,WORCESTER CENTRAL SCHOOL DISTRICT,30.0,6.0,2.0,1.0,0.0,36.0,3.0
2015,MAHOPAC CENTRAL SCHOOL DISTRICT,7.0,2.0,1.0,14.0,2.0,9.0,17.0
2015,CARMEL CENTRAL SCHOOL DISTRICT,17.0,4.0,3.0,21.0,3.0,21.0,27.0
2015,HALDANE CENTRAL SCHOOL DISTRICT,8.0,3.0,1.0,7.0,4.0,11.0,12.0
2015,GARRISON UNION FREE SCHOOL DISTRICT,6.0,0.0,2.0,9.0,4.0,6.0,15.0
2015,PUTNAM VALLEY CENTRAL SCHOOL DISTRICT,12.0,3.0,2.0,13.0,2.0,15.0,17.0
2015,BREWSTER CENTRAL SCHOOL DISTRICT,20.0,4.0,2.0,27.0,3.0,24.0,32.0
2015,BERLIN CENTRAL SCHOOL DISTRICT,40.0,7.0,0.0,2.0,1.0,47.0,3.0
2015,BRUNSWICK CENTRAL SCHOOL DISTRICT (BRITTONKILL),20.0,7.0,2.0,2.0,1.0,27.0,5.0
2015,EAST GREENBUSH CENTRAL SCHOOL DISTRICT,14.0,5.0,3.0,5.0,4.0,19.0,12.0
2015,HOOSICK FALLS CENTRAL SCHOOL DISTRICT,37.0,7.0,0.0,1.0,1.0,44.0,2.0
2015,LANSINGBURGH CENTRAL SCHOOL DISTRICT,52.0,4.0,18.0,13.0,1.0,56.0,32.0
2015,NORTH GREENBUSH COMMON SCHOOL DISTRICT (WILLIAMS),0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,WYNANTSKILL UNION FREE SCHOOL DISTRICT,17.0,7.0,2.0,2.0,1.0,24.0,5.0
2015,RENSSELAER CITY SCHOOL DISTRICT,58.0,8.0,9.0,7.0,13.0,66.0,29.0
2015,AVERILL PARK CENTRAL SCHOOL DISTRICT,15.0,4.0,1.0,2.0,1.0,19.0,4.0
2015,HOOSIC VALLEY CENTRAL SCHOOL DISTRICT,21.0,8.0,1.0,1.0,0.0,29.0,2.0
2015,SCHODACK CENTRAL SCHOOL DISTRICT,14.0,3.0,2.0,4.0,1.0,17.0,7.0
2015,TROY CITY SCHOOL DISTRICT,67.0,6.0,31.0,15.0,2.0,73.0,48.0
2015,CLARKSTOWN CENTRAL SCHOOL DISTRICT,8.0,1.0,4.0,14.0,14.0,9.0,32.0
2015,NANUET UNION FREE SCHOOL DISTRICT,14.0,3.0,5.0,17.0,15.0,17.0,37.0
2015,HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND),46.0,7.0,12.0,52.0,4.0,53.0,68.0
2015,SOUTH ORANGETOWN CENTRAL SCHOOL DISTRICT,9.0,2.0,2.0,12.0,8.0,11.0,22.0
2015,NYACK UNION FREE SCHOOL DISTRICT,25.0,3.0,19.0,21.0,8.0,28.0,48.0
2015,PEARL RIVER UNION FREE SCHOOL DISTRICT,8.0,1.0,1.0,10.0,5.0,9.0,16.0
2015,RAMAPO CENTRAL SCHOOL DISTRICT (SUFFERN),19.0,3.0,5.0,17.0,8.0,22.0,30.0
2015,EAST RAMAPO CENTRAL SCHOOL DISTRICT (SPRING VALLEY),76.0,6.0,39.0,50.0,5.0,82.0,94.0
2015,BRASHER FALLS CENTRAL SCHOOL DISTRICT,48.0,9.0,1.0,2.0,1.0,57.0,4.0
2015,CANTON CENTRAL SCHOOL DISTRICT,35.0,7.0,1.0,1.0,1.0,42.0,3.0
2015,CLIFTON-FINE CENTRAL SCHOOL DISTRICT,55.0,11.0,4.0,4.0,3.0,66.0,11.0
2015,COLTON-PIERREPONT CENTRAL SCHOOL DISTRICT,33.0,6.0,0.0,0.0,0.0,39.0,0.0
2015,GOUVERNEUR CENTRAL SCHOOL DISTRICT,51.0,7.0,1.0,1.0,0.0,58.0,2.0
2015,HAMMOND CENTRAL SCHOOL DISTRICT,3.0,1.0,0.0,0.0,0.0,4.0,0.0
2015,HERMON-DEKALB CENTRAL SCHOOL DISTRICT,46.0,12.0,2.0,1.0,0.0,58.0,3.0
2015,LISBON CENTRAL SCHOOL DISTRICT,34.0,12.0,0.0,1.0,0.0,46.0,1.0
2015,MADRID-WADDINGTON CENTRAL SCHOOL DISTRICT,36.0,9.0,0.0,1.0,1.0,45.0,2.0
2015,MASSENA CENTRAL SCHOOL DISTRICT,48.0,8.0,2.0,2.0,1.0,56.0,5.0
2015,MORRISTOWN CENTRAL SCHOOL DISTRICT,49.0,9.0,1.0,0.0,0.0,58.0,1.0
2015,NORWOOD-NORFOLK CENTRAL SCHOOL DISTRICT,50.0,8.0,1.0,1.0,0.0,58.0,2.0
2015,OGDENSBURG CITY SCHOOL DISTRICT,47.0,12.0,1.0,0.0,1.0,59.0,2.0
2015,HEUVELTON CENTRAL SCHOOL DISTRICT,41.0,7.0,2.0,1.0,0.0,48.0,3.0
2015,PARISHVILLE-HOPKINTON CENTRAL SCHOOL DISTRICT,35.0,6.0,0.0,0.0,0.0,41.0,0.0
2015,POTSDAM CENTRAL SCHOOL DISTRICT,29.0,5.0,2.0,1.0,2.0,34.0,5.0
2015,EDWARDS-KNOX CENTRAL SCHOOL DISTRICT,56.0,11.0,1.0,1.0,0.0,67.0,2.0
2015,BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT,9.0,3.0,1.0,1.0,2.0,12.0,4.0
2015,SHENENDEHOWA CENTRAL SCHOOL DISTRICT,13.0,2.0,3.0,5.0,9.0,15.0,17.0
2015,CORINTH CENTRAL SCHOOL DISTRICT,37.0,6.0,1.0,1.0,1.0,43.0,3.0
2015,EDINBURG COMMON SCHOOL DISTRICT,40.0,0.0,1.0,0.0,1.0,40.0,2.0
2015,GALWAY CENTRAL SCHOOL DISTRICT,24.0,4.0,1.0,1.0,0.0,28.0,2.0
2015,MECHANICVILLE CITY SCHOOL DISTRICT,35.0,4.0,1.0,2.0,1.0,39.0,4.0
2015,BALLSTON SPA CENTRAL SCHOOL DISTRICT,26.0,4.0,2.0,2.0,1.0,30.0,5.0
2015,SOUTH GLENS FALLS CENTRAL SCHOOL DISTRICT,24.0,5.0,1.0,2.0,1.0,29.0,4.0
2015,SCHUYLERVILLE CENTRAL SCHOOL DISTRICT,22.0,8.0,1.0,3.0,1.0,30.0,5.0
2015,SARATOGA SPRINGS CITY SCHOOL DISTRICT,17.0,3.0,2.0,3.0,2.0,20.0,7.0
2015,STILLWATER CENTRAL SCHOOL DISTRICT,25.0,3.0,2.0,2.0,1.0,28.0,5.0
2015,WATERFORD-HALFMOON UNION FREE SCHOOL DISTRICT,29.0,6.0,1.0,1.0,2.0,35.0,4.0
2015,DUANESBURG CENTRAL SCHOOL DISTRICT,18.0,5.0,1.0,3.0,1.0,23.0,5.0
2015,SCOTIA-GLENVILLE CENTRAL SCHOOL DISTRICT,21.0,5.0,4.0,2.0,2.0,26.0,8.0
2015,NISKAYUNA CENTRAL SCHOOL DISTRICT,8.0,1.0,4.0,3.0,15.0,9.0,22.0
2015,SCHALMONT CENTRAL SCHOOL DISTRICT,22.0,3.0,2.0,4.0,2.0,25.0,8.0
2015,ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT,28.0,7.0,3.0,5.0,2.0,35.0,10.0
2015,SCHENECTADY CITY SCHOOL DISTRICT,74.0,6.0,33.0,19.0,16.0,80.0,68.0
2015,GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT,41.0,17.0,2.0,2.0,1.0,58.0,5.0
2015,JEFFERSON CENTRAL SCHOOL DISTRICT,34.0,14.0,0.0,1.0,0.0,48.0,1.0
2015,MIDDLEBURGH CENTRAL SCHOOL DISTRICT,33.0,14.0,1.0,2.0,1.0,47.0,4.0
2015,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,39.0,8.0,1.0,4.0,1.0,47.0,6.0
2015,SCHOHARIE CENTRAL SCHOOL DISTRICT,31.0,11.0,0.0,1.0,0.0,42.0,1.0
