YEAR,DISTRICT,PER_FREE_LUNCH,PER_REDUCED_LUNCH,PER_BLACK,PER_HISP,PER_ASIAN,PER_FRPL,PER_MINORITY
2018,CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT,49.0,5.0,1.0,3.0,0.0,54.0,4.0
2018,CHAUTAUQUA LAKE CENTRAL SCHOOL DISTRICT,38.0,9.0,0.0,2.0,0.0,47.0,2.0
2018,PINE VALLEY CENTRAL SCHOOL DISTRICT (SOUTH DAYTON),50.0,9.0,0.0,4.0,0.0,59.0,4.0
2018,CLYMER CENTRAL SCHOOL DISTRICT,44.0,4.0,1.0,3.0,1.0,48.0,5.0
2018,DUNKIRK CITY SCHOOL DISTRICT,60.0,0.0,5.0,55.0,0.0,60.0,60.0
2018,BEMUS POINT CENTRAL SCHOOL DISTRICT,27.0,2.0,1.0,1.0,1.0,29.0,3.0
2018,FALCONER CENTRAL SCHOOL DISTRICT,43.0,5.0,2.0,3.0,1.0,48.0,6.0
2018,SILVER CREEK CENTRAL SCHOOL DISTRICT,49.0,6.0,0.0,8.0,0.0,55.0,8.0
2018,FORESTVILLE CENTRAL SCHOOL DISTRICT,47.0,8.0,1.0,6.0,0.0,55.0,7.0
2018,PANAMA CENTRAL SCHOOL DISTRICT,39.0,8.0,0.0,3.0,0.0,47.0,3.0
2018,JAMESTOWN CITY SCHOOL DISTRICT,67.0,0.0,4.0,21.0,0.0,67.0,25.0
2018,FREDONIA CENTRAL SCHOOL DISTRICT,34.0,3.0,1.0,14.0,1.0,37.0,16.0
2018,BROCTON CENTRAL SCHOOL DISTRICT,60.0,10.0,0.0,11.0,0.0,70.0,11.0
2018,RIPLEY CENTRAL SCHOOL DISTRICT,58.0,15.0,0.0,2.0,0.0,73.0,2.0
2018,SHERMAN CENTRAL SCHOOL DISTRICT,50.0,7.0,1.0,2.0,1.0,57.0,4.0
2018,WESTFIELD CENTRAL SCHOOL DISTRICT,47.0,6.0,1.0,7.0,1.0,53.0,9.0
2018,ELMIRA CITY SCHOOL DISTRICT,63.0,1.0,14.0,3.0,0.0,64.0,17.0
2018,HORSEHEADS CENTRAL SCHOOL DISTRICT,28.0,5.0,2.0,3.0,4.0,33.0,9.0
2018,ELMIRA HEIGHTS CENTRAL SCHOOL DISTRICT,44.0,6.0,1.0,2.0,1.0,50.0,4.0
2018,AFTON CENTRAL SCHOOL DISTRICT,55.0,7.0,2.0,4.0,1.0,62.0,7.0
2018,BAINBRIDGE-GUILFORD CENTRAL SCHOOL DISTRICT,44.0,10.0,1.0,3.0,1.0,54.0,5.0
2018,GREENE CENTRAL SCHOOL DISTRICT,41.0,8.0,1.0,3.0,1.0,49.0,5.0
2018,UNADILLA VALLEY CENTRAL SCHOOL DISTRICT,57.0,7.0,2.0,2.0,1.0,64.0,5.0
2018,NORWICH CITY SCHOOL DISTRICT,57.0,6.0,3.0,4.0,1.0,63.0,8.0
2018,GEORGETOWN-SOUTH OTSELIC CENTRAL SCHOOL DISTRICT,49.0,0.0,0.0,3.0,0.0,49.0,3.0
2018,OXFORD ACADEMY AND CENTRAL SCHOOL DISTRICT,51.0,8.0,2.0,3.0,0.0,59.0,5.0
2018,SHERBURNE-EARLVILLE CENTRAL SCHOOL DISTRICT,46.0,9.0,1.0,1.0,1.0,55.0,3.0
2018,AUSABLE VALLEY CENTRAL SCHOOL DISTRICT,49.0,7.0,2.0,0.0,0.0,56.0,2.0
2018,BEEKMANTOWN CENTRAL SCHOOL DISTRICT,43.0,2.0,1.0,3.0,1.0,45.0,5.0
2018,NORTHEASTERN CLINTON CENTRAL SCHOOL DISTRICT,41.0,6.0,1.0,2.0,1.0,47.0,4.0
2018,CHAZY UNION FREE SCHOOL DISTRICT,24.0,3.0,1.0,1.0,1.0,27.0,3.0
2018,NORTHERN ADIRONDACK CENTRAL SCHOOL DISTRICT,41.0,0.0,0.0,0.0,0.0,41.0,0.0
2018,PERU CENTRAL SCHOOL DISTRICT,42.0,5.0,2.0,1.0,1.0,47.0,4.0
2018,PLATTSBURGH CITY SCHOOL DISTRICT,42.0,3.0,8.0,2.0,3.0,45.0,13.0
2018,SARANAC CENTRAL SCHOOL DISTRICT,35.0,5.0,1.0,1.0,0.0,40.0,2.0
2018,BERKSHIRE UNION FREE SCHOOL DISTRICT,69.0,0.0,34.0,16.0,0.0,69.0,50.0
2018,TACONIC HILLS CENTRAL SCHOOL DISTRICT,51.0,9.0,1.0,11.0,0.0,60.0,12.0
2018,GERMANTOWN CENTRAL SCHOOL DISTRICT,40.0,3.0,0.0,9.0,1.0,43.0,10.0
2018,CHATHAM CENTRAL SCHOOL DISTRICT,34.0,6.0,1.0,5.0,1.0,40.0,7.0
2018,HUDSON CITY SCHOOL DISTRICT,69.0,0.0,20.0,15.0,12.0,69.0,47.0
2018,KINDERHOOK CENTRAL SCHOOL DISTRICT,27.0,4.0,2.0,7.0,2.0,31.0,11.0
2018,NEW LEBANON CENTRAL SCHOOL DISTRICT,36.0,7.0,2.0,3.0,0.0,43.0,5.0
2018,CINCINNATUS CENTRAL SCHOOL DISTRICT,47.0,9.0,0.0,1.0,0.0,56.0,1.0
2018,CORTLAND CITY SCHOOL DISTRICT,52.0,4.0,3.0,4.0,1.0,56.0,8.0
2018,MCGRAW CENTRAL SCHOOL DISTRICT,48.0,7.0,0.0,2.0,1.0,55.0,3.0
2018,HOMER CENTRAL SCHOOL DISTRICT,35.0,5.0,1.0,2.0,1.0,40.0,4.0
2018,MARATHON CENTRAL SCHOOL DISTRICT,48.0,9.0,2.0,1.0,0.0,57.0,3.0
2018,ANDES CENTRAL SCHOOL DISTRICT,44.0,14.0,1.0,4.0,0.0,58.0,5.0
2018,DOWNSVILLE CENTRAL SCHOOL DISTRICT,42.0,8.0,3.0,3.0,0.0,50.0,6.0
2018,CHARLOTTE VALLEY CENTRAL SCHOOL DISTRICT,55.0,1.0,1.0,4.0,0.0,56.0,5.0
2018,DELAWARE ACADEMY CENTRAL SCHOOL DISTRICT AT DELHI,35.0,4.0,0.0,1.0,1.0,39.0,2.0
2018,FRANKLIN CENTRAL SCHOOL DISTRICT,40.0,9.0,2.0,2.0,3.0,49.0,7.0
2018,HANCOCK CENTRAL SCHOOL DISTRICT,50.0,8.0,3.0,4.0,1.0,58.0,8.0
2018,MARGARETVILLE CENTRAL SCHOOL DISTRICT,60.0,10.0,1.0,23.0,1.0,70.0,25.0
2018,ROXBURY CENTRAL SCHOOL DISTRICT,48.0,9.0,1.0,2.0,0.0,57.0,3.0
2018,SIDNEY CENTRAL SCHOOL DISTRICT,45.0,2.0,1.0,7.0,1.0,47.0,9.0
2018,STAMFORD CENTRAL SCHOOL DISTRICT,47.0,14.0,2.0,4.0,1.0,61.0,7.0
2018,SOUTH KORTRIGHT CENTRAL SCHOOL DISTRICT,41.0,6.0,3.0,4.0,1.0,47.0,8.0
2018,WALTON CENTRAL SCHOOL DISTRICT,48.0,5.0,1.0,3.0,1.0,53.0,5.0
2018,BEACON CITY SCHOOL DISTRICT,40.0,8.0,17.0,29.0,3.0,48.0,49.0
2018,DOVER UNION FREE SCHOOL DISTRICT,50.0,6.0,4.0,25.0,2.0,56.0,31.0
2018,HYDE PARK CENTRAL SCHOOL DISTRICT,40.0,8.0,12.0,17.0,2.0,48.0,31.0
2018,NORTHEAST CENTRAL SCHOOL DISTRICT,50.0,6.0,3.0,18.0,1.0,56.0,22.0
2018,PAWLING CENTRAL SCHOOL DISTRICT,24.0,3.0,2.0,18.0,2.0,27.0,22.0
2018,PINE PLAINS CENTRAL SCHOOL DISTRICT,35.0,6.0,1.0,12.0,1.0,41.0,14.0
2018,POUGHKEEPSIE CITY SCHOOL DISTRICT,63.0,2.0,51.0,34.0,1.0,65.0,86.0
2018,ARLINGTON CENTRAL SCHOOL DISTRICT,23.0,4.0,7.0,15.0,4.0,27.0,26.0
2018,SPACKENKILL UNION FREE SCHOOL DISTRICT,20.0,3.0,11.0,13.0,12.0,23.0,36.0
2018,RED HOOK CENTRAL SCHOOL DISTRICT,20.0,4.0,2.0,9.0,2.0,24.0,13.0
2018,RHINEBECK CENTRAL SCHOOL DISTRICT,17.0,1.0,2.0,8.0,3.0,18.0,13.0
2018,WAPPINGERS CENTRAL SCHOOL DISTRICT,17.0,4.0,7.0,16.0,4.0,21.0,27.0
2018,MILLBROOK CENTRAL SCHOOL DISTRICT,24.0,3.0,2.0,11.0,1.0,27.0,14.0
2018,ALDEN CENTRAL SCHOOL DISTRICT,18.0,5.0,1.0,1.0,1.0,23.0,3.0
2018,AMHERST CENTRAL SCHOOL DISTRICT,27.0,3.0,14.0,5.0,7.0,30.0,26.0
2018,WILLIAMSVILLE CENTRAL SCHOOL DISTRICT,12.0,2.0,4.0,4.0,13.0,14.0,21.0
2018,SWEET HOME CENTRAL SCHOOL DISTRICT,47.0,5.0,20.0,6.0,6.0,52.0,32.0
2018,EAST AURORA UNION FREE SCHOOL DISTRICT,13.0,2.0,1.0,3.0,1.0,15.0,5.0
2018,BUFFALO CITY SCHOOL DISTRICT,79.0,0.0,46.0,20.0,9.0,79.0,75.0
2018,CHEEKTOWAGA CENTRAL SCHOOL DISTRICT,59.0,4.0,36.0,8.0,6.0,63.0,50.0
2018,CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT,44.0,7.0,11.0,4.0,4.0,51.0,19.0
2018,CLEVELAND HILL UNION FREE SCHOOL DISTRICT,49.0,11.0,32.0,6.0,3.0,60.0,41.0
2018,DEPEW UNION FREE SCHOOL DISTRICT,39.0,9.0,3.0,5.0,2.0,48.0,10.0
2018,CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT,50.0,10.0,6.0,7.0,1.0,60.0,14.0
2018,CLARENCE CENTRAL SCHOOL DISTRICT,10.0,1.0,1.0,3.0,4.0,11.0,8.0
2018,SPRINGVILLE-GRIFFITH INSTITUTE CENTRAL SCHOOL DISTRICT,28.0,6.0,0.0,3.0,1.0,34.0,4.0
2018,EDEN CENTRAL SCHOOL DISTRICT,18.0,3.0,1.0,2.0,1.0,21.0,4.0
2018,IROQUOIS CENTRAL SCHOOL DISTRICT,16.0,3.0,1.0,1.0,1.0,19.0,3.0
2018,EVANS-BRANT CENTRAL SCHOOL DISTRICT (LAKE SHORE),43.0,5.0,1.0,3.0,1.0,48.0,5.0
2018,GRAND ISLAND CENTRAL SCHOOL DISTRICT,21.0,5.0,2.0,4.0,3.0,26.0,9.0
2018,HAMBURG CENTRAL SCHOOL DISTRICT,18.0,4.0,1.0,2.0,1.0,22.0,4.0
2018,FRONTIER CENTRAL SCHOOL DISTRICT,27.0,5.0,1.0,5.0,1.0,32.0,7.0
2018,HOLLAND CENTRAL SCHOOL DISTRICT,26.0,3.0,0.0,3.0,0.0,29.0,3.0
2018,LACKAWANNA CITY SCHOOL DISTRICT,82.0,6.0,16.0,15.0,2.0,88.0,33.0
2018,LANCASTER CENTRAL SCHOOL DISTRICT,20.0,5.0,1.0,3.0,2.0,25.0,6.0
2018,AKRON CENTRAL SCHOOL DISTRICT,35.0,4.0,1.0,1.0,1.0,39.0,3.0
2018,NORTH COLLINS CENTRAL SCHOOL DISTRICT,35.0,4.0,1.0,5.0,1.0,39.0,7.0
2018,ORCHARD PARK CENTRAL SCHOOL DISTRICT,11.0,1.0,1.0,2.0,2.0,12.0,5.0
2018,TONAWANDA CITY SCHOOL DISTRICT,45.0,6.0,2.0,6.0,1.0,51.0,9.0
2018,KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT,41.0,7.0,7.0,8.0,3.0,48.0,18.0
2018,WEST SENECA CENTRAL SCHOOL DISTRICT,33.0,5.0,4.0,4.0,1.0,38.0,9.0
2018,CROWN POINT CENTRAL SCHOOL DISTRICT,47.0,16.0,0.0,0.0,0.0,63.0,0.0
2018,ELIZABETHTOWN-LEWIS CENTRAL SCHOOL DISTRICT,52.0,11.0,0.0,0.0,1.0,63.0,1.0
2018,KEENE CENTRAL SCHOOL DISTRICT,27.0,8.0,3.0,2.0,2.0,35.0,7.0
2018,MINERVA CENTRAL SCHOOL DISTRICT,57.0,5.0,0.0,4.0,1.0,62.0,5.0
2018,MORIAH CENTRAL SCHOOL DISTRICT,39.0,0.0,0.0,1.0,0.0,39.0,1.0
2018,NEWCOMB CENTRAL SCHOOL DISTRICT,22.0,18.0,0.0,1.0,4.0,40.0,5.0
2018,LAKE PLACID CENTRAL SCHOOL DISTRICT,33.0,9.0,1.0,1.0,1.0,42.0,3.0
2018,SCHROON LAKE CENTRAL SCHOOL DISTRICT,51.0,6.0,1.0,1.0,0.0,57.0,2.0
2018,TICONDEROGA CENTRAL SCHOOL DISTRICT,39.0,2.0,1.0,0.0,1.0,41.0,2.0
2018,WESTPORT CENTRAL SCHOOL DISTRICT,39.0,4.0,0.0,0.0,0.0,43.0,0.0
2018,WILLSBORO CENTRAL SCHOOL DISTRICT,48.0,8.0,0.0,1.0,0.0,56.0,1.0
2018,TUPPER LAKE CENTRAL SCHOOL DISTRICT,44.0,6.0,0.0,2.0,1.0,50.0,3.0
2018,CHATEAUGAY CENTRAL SCHOOL DISTRICT,42.0,4.0,0.0,0.0,0.0,46.0,0.0
2018,SALMON RIVER CENTRAL SCHOOL DISTRICT,67.0,8.0,0.0,2.0,0.0,75.0,2.0
2018,SARANAC LAKE CENTRAL SCHOOL DISTRICT,36.0,7.0,1.0,1.0,0.0,43.0,2.0
2018,MALONE CENTRAL SCHOOL DISTRICT,50.0,5.0,1.0,1.0,1.0,55.0,3.0
2018,BRUSHTON-MOIRA CENTRAL SCHOOL DISTRICT,53.0,10.0,0.0,0.0,0.0,63.0,0.0
2018,SAINT REGIS FALLS CENTRAL SCHOOL DISTRICT,59.0,5.0,0.0,2.0,0.0,64.0,2.0
2018,WHEELERVILLE UNION FREE SCHOOL DISTRICT,49.0,9.0,0.0,1.0,2.0,58.0,3.0
2018,GLOVERSVILLE CITY SCHOOL DISTRICT,61.0,0.0,4.0,7.0,1.0,61.0,12.0
2018,JOHNSTOWN CITY SCHOOL DISTRICT,38.0,9.0,1.0,3.0,1.0,47.0,5.0
2018,MAYFIELD CENTRAL SCHOOL DISTRICT,40.0,7.0,1.0,2.0,1.0,47.0,4.0
2018,NORTHVILLE CENTRAL SCHOOL DISTRICT,46.0,3.0,1.0,3.0,1.0,49.0,5.0
2018,BROADALBIN-PERTH CENTRAL SCHOOL DISTRICT,35.0,7.0,1.0,2.0,1.0,42.0,4.0
2018,ALEXANDER CENTRAL SCHOOL DISTRICT,29.0,6.0,2.0,2.0,1.0,35.0,5.0
2018,BATAVIA CITY SCHOOL DISTRICT,50.0,5.0,6.0,8.0,1.0,55.0,15.0
2018,BYRON-BERGEN CENTRAL SCHOOL DISTRICT,33.0,8.0,1.0,4.0,1.0,41.0,6.0
2018,ELBA CENTRAL SCHOOL DISTRICT,33.0,8.0,1.0,19.0,0.0,41.0,20.0
2018,LE ROY CENTRAL SCHOOL DISTRICT,33.0,3.0,2.0,3.0,1.0,36.0,6.0
2018,OAKFIELD-ALABAMA CENTRAL SCHOOL DISTRICT,43.0,8.0,2.0,3.0,0.0,51.0,5.0
2018,PAVILION CENTRAL SCHOOL DISTRICT,37.0,8.0,0.0,3.0,0.0,45.0,3.0
2018,PEMBROKE CENTRAL SCHOOL DISTRICT,35.0,5.0,2.0,2.0,1.0,40.0,5.0
2018,CAIRO-DURHAM CENTRAL SCHOOL DISTRICT,43.0,1.0,1.0,8.0,1.0,44.0,10.0
2018,CATSKILL CENTRAL SCHOOL DISTRICT,50.0,3.0,9.0,11.0,1.0,53.0,21.0
2018,COXSACKIE-ATHENS CENTRAL SCHOOL DISTRICT,38.0,4.0,4.0,6.0,1.0,42.0,11.0
2018,GREENVILLE CENTRAL SCHOOL DISTRICT,27.0,7.0,1.0,2.0,1.0,34.0,4.0
2018,HUNTER-TANNERSVILLE CENTRAL SCHOOL DISTRICT,53.0,6.0,1.0,11.0,4.0,59.0,16.0
2018,WINDHAM-ASHLAND-JEWETT CENTRAL SCHOOL DISTRICT,33.0,7.0,1.0,6.0,3.0,40.0,10.0
2018,INDIAN LAKE CENTRAL SCHOOL DISTRICT,39.0,4.0,1.0,3.0,1.0,43.0,5.0
2018,INLET COMMON SCHOOL DISTRICT,17.0,0.0,0.0,11.0,6.0,17.0,17.0
2018,LAKE PLEASANT CENTRAL SCHOOL DISTRICT,35.0,9.0,1.0,1.0,0.0,44.0,2.0
2018,LONG LAKE CENTRAL SCHOOL DISTRICT,36.0,8.0,0.0,0.0,0.0,44.0,0.0
2018,WELLS CENTRAL SCHOOL DISTRICT,40.0,10.0,3.0,1.0,0.0,50.0,4.0
2018,WEST CANADA VALLEY CENTRAL SCHOOL DISTRICT,40.0,6.0,0.0,2.0,0.0,46.0,2.0
2018,FRANKFORT-SCHUYLER CENTRAL SCHOOL DISTRICT,36.0,8.0,1.0,2.0,0.0,44.0,3.0
2018,HERKIMER CENTRAL SCHOOL DISTRICT,54.0,5.0,3.0,2.0,1.0,59.0,6.0
2018,LITTLE FALLS CITY SCHOOL DISTRICT,49.0,8.0,1.0,0.0,0.0,57.0,1.0
2018,DOLGEVILLE CENTRAL SCHOOL DISTRICT,54.0,7.0,0.0,0.0,0.0,61.0,0.0
2018,POLAND CENTRAL SCHOOL DISTRICT,41.0,10.0,0.0,3.0,0.0,51.0,3.0
2018,VAN HORNESVILLE-OWEN D YOUNG CENTRAL SCHOOL DISTRICT,39.0,12.0,1.0,1.0,0.0,51.0,2.0
2018,TOWN OF WEBB UNION FREE SCHOOL DISTRICT,0.0,9.0,2.0,1.0,1.0,9.0,4.0
2018,MOUNT MARKHAM CENTRAL SCHOOL DISTRICT,45.0,6.0,0.0,1.0,0.0,51.0,1.0
2018,CENTRAL VALLEY CSD AT ILION-MOHAWK,57.0,7.0,3.0,2.0,1.0,64.0,6.0
2018,SOUTH JEFFERSON CENTRAL SCHOOL DISTRICT,42.0,8.0,1.0,2.0,1.0,50.0,4.0
2018,ALEXANDRIA CENTRAL SCHOOL DISTRICT,44.0,7.0,1.0,2.0,0.0,51.0,3.0
2018,INDIAN RIVER CENTRAL SCHOOL DISTRICT,30.0,18.0,10.0,15.0,2.0,48.0,27.0
2018,GENERAL BROWN CENTRAL SCHOOL DISTRICT,30.0,5.0,2.0,2.0,1.0,35.0,5.0
2018,THOUSAND ISLANDS CENTRAL SCHOOL DISTRICT,40.0,7.0,1.0,3.0,0.0,47.0,4.0
2018,BELLEVILLE-HENDERSON CENTRAL SCHOOL DISTRICT,46.0,11.0,1.0,3.0,1.0,57.0,5.0
2018,SACKETS HARBOR CENTRAL SCHOOL DISTRICT,32.0,6.0,1.0,6.0,0.0,38.0,7.0
2018,LYME CENTRAL SCHOOL DISTRICT,47.0,3.0,2.0,0.0,1.0,50.0,3.0
2018,LA FARGEVILLE CENTRAL SCHOOL DISTRICT,46.0,8.0,0.0,2.0,1.0,54.0,3.0
2018,WATERTOWN CITY SCHOOL DISTRICT,65.0,4.0,8.0,10.0,2.0,69.0,20.0
2018,CARTHAGE CENTRAL SCHOOL DISTRICT,38.0,12.0,5.0,9.0,1.0,50.0,15.0
2018,COPENHAGEN CENTRAL SCHOOL DISTRICT,40.0,10.0,2.0,4.0,1.0,50.0,7.0
2018,HARRISVILLE CENTRAL SCHOOL DISTRICT,47.0,5.0,0.0,2.0,1.0,52.0,3.0
2018,LOWVILLE ACADEMY & CENTRAL SCHOOL DISTRICT,37.0,9.0,2.0,2.0,1.0,46.0,5.0
2018,SOUTH LEWIS CENTRAL SCHOOL DISTRICT,54.0,9.0,1.0,2.0,0.0,63.0,3.0
2018,BEAVER RIVER CENTRAL SCHOOL DISTRICT,35.0,14.0,2.0,1.0,0.0,49.0,3.0
2018,AVON CENTRAL SCHOOL DISTRICT,26.0,4.0,1.0,5.0,1.0,30.0,7.0
2018,CALEDONIA-MUMFORD CENTRAL SCHOOL DISTRICT,32.0,5.0,3.0,3.0,1.0,37.0,7.0
2018,GENESEO CENTRAL SCHOOL DISTRICT,35.0,2.0,1.0,8.0,2.0,37.0,11.0
2018,LIVONIA CENTRAL SCHOOL DISTRICT,32.0,3.0,0.0,2.0,0.0,35.0,2.0
2018,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,59.0,1.0,4.0,30.0,1.0,60.0,35.0
2018,DANSVILLE CENTRAL SCHOOL DISTRICT,47.0,8.0,1.0,2.0,0.0,55.0,3.0
2018,DALTON-NUNDA CENTRAL SCHOOL DISTRICT (KESHEQUA),41.0,6.0,0.0,1.0,0.0,47.0,1.0
2018,YORK CENTRAL SCHOOL DISTRICT,39.0,4.0,1.0,2.0,0.0,43.0,3.0
2018,BROOKFIELD CENTRAL SCHOOL DISTRICT,47.0,8.0,1.0,1.0,0.0,55.0,2.0
2018,CAZENOVIA CENTRAL SCHOOL DISTRICT,20.0,2.0,1.0,2.0,1.0,22.0,4.0
2018,DERUYTER CENTRAL SCHOOL DISTRICT,52.0,8.0,3.0,3.0,0.0,60.0,6.0
2018,MORRISVILLE-EATON CENTRAL SCHOOL DISTRICT,44.0,10.0,1.0,1.0,1.0,54.0,3.0
2018,HAMILTON CENTRAL SCHOOL DISTRICT,30.0,3.0,2.0,2.0,2.0,33.0,6.0
2018,CANASTOTA CENTRAL SCHOOL DISTRICT,53.0,5.0,1.0,3.0,1.0,58.0,5.0
2018,MADISON CENTRAL SCHOOL DISTRICT,37.0,10.0,1.0,0.0,0.0,47.0,1.0
2018,ONEIDA CITY SCHOOL DISTRICT,46.0,5.0,1.0,2.0,1.0,51.0,4.0
2018,STOCKBRIDGE VALLEY CENTRAL SCHOOL DISTRICT,38.0,10.0,0.0,3.0,0.0,48.0,3.0
2018,CHITTENANGO CENTRAL SCHOOL DISTRICT,31.0,7.0,1.0,3.0,1.0,38.0,5.0
2018,BRIGHTON CENTRAL SCHOOL DISTRICT,15.0,2.0,7.0,6.0,11.0,17.0,24.0
2018,GATES-CHILI CENTRAL SCHOOL DISTRICT,41.0,8.0,17.0,13.0,5.0,49.0,35.0
2018,GREECE CENTRAL SCHOOL DISTRICT,47.0,9.0,15.0,15.0,3.0,56.0,33.0
2018,EAST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,53.0,8.0,21.0,23.0,2.0,61.0,46.0
2018,WEST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,26.0,5.0,10.0,11.0,3.0,31.0,24.0
2018,HONEOYE FALLS-LIMA CENTRAL SCHOOL DISTRICT,14.0,3.0,1.0,3.0,2.0,17.0,6.0
2018,SPENCERPORT CENTRAL SCHOOL DISTRICT,28.0,5.0,5.0,7.0,2.0,33.0,14.0
2018,HILTON CENTRAL SCHOOL DISTRICT,21.0,5.0,2.0,5.0,1.0,26.0,8.0
2018,PENFIELD CENTRAL SCHOOL DISTRICT,16.0,2.0,4.0,5.0,3.0,18.0,12.0
2018,FAIRPORT CENTRAL SCHOOL DISTRICT,18.0,2.0,4.0,4.0,3.0,20.0,11.0
2018,EAST ROCHESTER UNION FREE SCHOOL DISTRICT,41.0,4.0,10.0,11.0,1.0,45.0,22.0
2018,PITTSFORD CENTRAL SCHOOL DISTRICT,2.0,1.0,3.0,5.0,11.0,3.0,19.0
2018,CHURCHVILLE-CHILI CENTRAL SCHOOL DISTRICT,23.0,4.0,8.0,6.0,2.0,27.0,16.0
2018,ROCHESTER CITY SCHOOL DISTRICT,90.0,0.0,57.0,29.0,4.0,90.0,90.0
2018,RUSH-HENRIETTA CENTRAL SCHOOL DISTRICT,35.0,7.0,14.0,7.0,12.0,42.0,33.0
2018,BROCKPORT CENTRAL SCHOOL DISTRICT,37.0,6.0,4.0,8.0,1.0,43.0,13.0
2018,WEBSTER CENTRAL SCHOOL DISTRICT,19.0,3.0,4.0,6.0,3.0,22.0,13.0
2018,WHEATLAND-CHILI CENTRAL SCHOOL DISTRICT,36.0,7.0,13.0,8.0,1.0,43.0,22.0
2018,AMSTERDAM CITY SCHOOL DISTRICT,65.0,3.0,5.0,47.0,1.0,68.0,53.0
2018,CANAJOHARIE CENTRAL SCHOOL DISTRICT,55.0,4.0,1.0,2.0,0.0,59.0,3.0
2018,FONDA-FULTONVILLE CENTRAL SCHOOL DISTRICT,31.0,5.0,1.0,3.0,1.0,36.0,5.0
2018,FORT PLAIN CENTRAL SCHOOL DISTRICT,60.0,2.0,1.0,6.0,1.0,62.0,8.0
2018,OPPENHEIM-EPHRATAH-ST. JOHNSVILLE CSD,50.0,4.0,1.0,2.0,0.0,54.0,3.0
2018,GLEN COVE CITY SCHOOL DISTRICT,56.0,8.0,8.0,61.0,3.0,64.0,72.0
2018,HEMPSTEAD UNION FREE SCHOOL DISTRICT,77.0,2.0,25.0,72.0,0.0,79.0,97.0
2018,UNIONDALE UNION FREE SCHOOL DISTRICT,61.0,5.0,39.0,59.0,1.0,66.0,99.0
2018,EAST MEADOW UNION FREE SCHOOL DISTRICT,18.0,5.0,4.0,21.0,21.0,23.0,46.0
2018,NORTH BELLMORE UNION FREE SCHOOL DISTRICT,11.0,3.0,2.0,14.0,8.0,14.0,24.0
2018,LEVITTOWN UNION FREE SCHOOL DISTRICT,11.0,7.0,1.0,19.0,10.0,18.0,30.0
2018,SEAFORD UNION FREE SCHOOL DISTRICT,8.0,2.0,1.0,8.0,3.0,10.0,12.0
2018,BELLMORE UNION FREE SCHOOL DISTRICT,7.0,1.0,2.0,10.0,7.0,8.0,19.0
2018,ROOSEVELT UNION FREE SCHOOL DISTRICT,72.0,3.0,44.0,56.0,0.0,75.0,100.0
2018,FREEPORT UNION FREE SCHOOL DISTRICT,66.0,6.0,23.0,66.0,1.0,72.0,90.0
2018,BALDWIN UNION FREE SCHOOL DISTRICT,19.0,5.0,47.0,30.0,4.0,24.0,81.0
2018,OCEANSIDE UNION FREE SCHOOL DISTRICT,15.0,2.0,2.0,18.0,4.0,17.0,24.0
2018,MALVERNE UNION FREE SCHOOL DISTRICT,37.0,6.0,49.0,25.0,6.0,43.0,80.0
2018,VALLEY STREAM 13 UNION FREE SCHOOL DISTRICT,23.0,3.0,23.0,28.0,20.0,26.0,71.0
2018,HEWLETT-WOODMERE UNION FREE SCHOOL DISTRICT,19.0,4.0,9.0,15.0,10.0,23.0,34.0
2018,LAWRENCE UNION FREE SCHOOL DISTRICT,68.0,6.0,20.0,58.0,5.0,74.0,83.0
2018,ELMONT UNION FREE SCHOOL DISTRICT,51.0,10.0,43.0,30.0,18.0,61.0,91.0
2018,FRANKLIN SQUARE UNION FREE SCHOOL DISTRICT,16.0,2.0,2.0,23.0,11.0,18.0,36.0
2018,GARDEN CITY UNION FREE SCHOOL DISTRICT,2.0,0.0,1.0,5.0,5.0,2.0,11.0
2018,EAST ROCKAWAY UNION FREE SCHOOL DISTRICT,25.0,4.0,3.0,26.0,4.0,29.0,33.0
2018,LYNBROOK UNION FREE SCHOOL DISTRICT,12.0,1.0,4.0,18.0,6.0,13.0,28.0
2018,ROCKVILLE CENTRE UNION FREE SCHOOL DISTRICT,12.0,1.0,6.0,13.0,2.0,13.0,21.0
2018,FLORAL PARK-BELLEROSE UNION FREE SCHOOL DISTRICT,12.0,2.0,4.0,16.0,16.0,14.0,36.0
2018,WANTAGH UNION FREE SCHOOL DISTRICT,6.0,1.0,0.0,7.0,3.0,7.0,10.0
2018,VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT,29.0,6.0,22.0,38.0,16.0,35.0,76.0
2018,MERRICK UNION FREE SCHOOL DISTRICT,7.0,0.0,2.0,6.0,5.0,7.0,13.0
2018,ISLAND TREES UNION FREE SCHOOL DISTRICT,20.0,4.0,2.0,19.0,10.0,24.0,31.0
2018,WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT,40.0,7.0,20.0,43.0,7.0,47.0,70.0
