YEAR,DISTRICT,PER_TURN_ALL,PER_TURN_INEXP,PER_TURN_EXP,PER_FREE_LUNCH,PER_REDUCED_LUNCH,PER_BLACK,PER_HISP,PER_ASIAN,PER_FRPL,PER_MINORITY
2018,SARATOGA SPRINGS CITY SCHOOL DISTRICT,8.0,10.0,7.7969094922737305,17.0,2.0,2.0,3.0,2.0,19.0,7.0
2018,STILLWATER CENTRAL SCHOOL DISTRICT,18.0,15.0,18.444444444444443,26.0,3.0,2.0,2.0,1.0,29.0,5.0
2018,WATERFORD-HALFMOON UNION FREE SCHOOL DISTRICT,9.0,0.0,9.26086956521739,37.0,4.0,1.0,2.0,1.0,41.0,4.0
2018,DUANESBURG CENTRAL SCHOOL DISTRICT,13.0,50.0,3.9387755102040805,24.0,2.0,1.0,4.0,1.0,26.0,6.0
2018,SCOTIA-GLENVILLE CENTRAL SCHOOL DISTRICT,16.0,61.0,13.561576354679799,24.0,5.0,4.0,4.0,1.0,29.0,9.0
2018,NISKAYUNA CENTRAL SCHOOL DISTRICT,8.0,22.0,6.942446043165459,11.0,2.0,4.0,4.0,17.0,13.0,25.0
2018,SCHALMONT CENTRAL SCHOOL DISTRICT,9.0,23.0,7.340740740740739,24.0,4.0,2.0,5.0,2.0,28.0,9.0
2018,ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT,6.0,10.0,5.502590673575121,32.0,6.0,4.0,7.0,3.0,38.0,14.0
2018,SCHENECTADY CITY SCHOOL DISTRICT,11.0,21.0,8.10116731517509,79.0,3.0,31.0,21.0,18.0,82.0,70.0
2018,GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT,8.0,0.0,7.99999999999999,52.0,7.0,1.0,2.0,1.0,59.0,4.0
2018,JEFFERSON CENTRAL SCHOOL DISTRICT,17.0,33.0,15.72,48.0,9.0,0.0,2.0,0.0,57.0,2.0
2018,MIDDLEBURGH CENTRAL SCHOOL DISTRICT,13.0,31.0,8.5,45.0,8.0,1.0,1.0,1.0,53.0,3.0
2018,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,14.000000000000002,19.0,12.89312977099236,44.0,6.0,1.0,6.0,1.0,50.0,8.0
2018,SCHOHARIE CENTRAL SCHOOL DISTRICT,12.0,42.0,9.97297297297297,42.0,7.0,0.0,2.0,0.0,49.0,2.0
2018,SHARON SPRINGS CENTRAL SCHOOL DISTRICT,8.0,50.0,2.4,47.0,5.0,2.0,4.0,1.0,52.0,7.0
2018,ODESSA-MONTOUR CENTRAL SCHOOL DISTRICT,16.0,23.0,14.703703703703699,45.0,6.0,0.0,2.0,1.0,51.0,3.0
2018,WATKINS GLEN CENTRAL SCHOOL DISTRICT,9.0,0.0,9.9,45.0,4.0,1.0,3.0,1.0,49.0,5.0
2018,SOUTH SENECA CENTRAL SCHOOL DISTRICT,14.000000000000002,44.0,11.096774193548379,47.0,6.0,2.0,2.0,0.0,53.0,4.0
2018,ROMULUS CENTRAL SCHOOL DISTRICT,7.000000000000001,0.0,7.75675675675675,49.0,6.0,1.0,5.0,0.0,55.0,6.0
2018,SENECA FALLS CENTRAL SCHOOL DISTRICT,8.0,6.0,8.17647058823529,43.0,4.0,3.0,5.0,2.0,47.0,10.0
2018,WATERLOO CENTRAL SCHOOL DISTRICT,10.0,11.0,9.86153846153846,49.0,7.0,4.0,4.0,1.0,56.0,9.0
2018,ADDISON CENTRAL SCHOOL DISTRICT,5.0,0.0,6.02739726027397,49.0,7.0,1.0,1.0,1.0,56.0,3.0
2018,AVOCA CENTRAL SCHOOL DISTRICT,0.0,0.0,0.0,47.0,9.0,2.0,2.0,0.0,56.0,4.0
2018,BATH CENTRAL SCHOOL DISTRICT,9.0,0.0,9.82499999999999,53.0,5.0,2.0,2.0,0.0,58.0,4.0
2018,BRADFORD CENTRAL SCHOOL DISTRICT,22.0,20.0,23.64705882352941,50.0,14.0,0.0,1.0,0.0,64.0,1.0
2018,CAMPBELL-SAVONA CENTRAL SCHOOL DISTRICT,13.0,27.0,9.13793103448276,46.0,7.0,0.0,2.0,1.0,53.0,3.0
2018,CORNING CITY SCHOOL DISTRICT,5.0,9.0,4.79661016949152,36.0,5.0,2.0,2.0,4.0,41.0,8.0
2018,CANISTEO-GREENWOOD CSD,14.000000000000002,10.0,14.358974358974361,45.0,7.0,1.0,2.0,1.0,52.0,4.0
2018,HORNELL CITY SCHOOL DISTRICT,10.0,22.0,9.023255813953481,54.0,2.0,4.0,2.0,0.0,56.0,6.0
2018,ARKPORT CENTRAL SCHOOL DISTRICT,15.0,18.0,14.000000000000002,30.0,6.0,0.0,4.0,1.0,36.0,5.0
2018,PRATTSBURGH CENTRAL SCHOOL DISTRICT,6.0,0.0,6.20689655172413,45.0,10.0,2.0,1.0,0.0,55.0,3.0
2018,JASPER-TROUPSBURG CENTRAL SCHOOL DISTRICT,15.0,20.0,13.529411764705879,46.0,8.0,1.0,0.0,1.0,54.0,2.0
2018,HAMMONDSPORT CENTRAL SCHOOL DISTRICT,9.0,10.0,8.83720930232558,48.0,6.0,1.0,2.0,0.0,54.0,3.0
2018,WAYLAND-COHOCTON CENTRAL SCHOOL DISTRICT,8.0,10.0,7.669421487603301,44.0,10.0,1.0,0.0,0.0,54.0,1.0
2018,BABYLON UNION FREE SCHOOL DISTRICT,5.0,4.0,5.1416666666666595,10.0,2.0,3.0,13.0,4.0,12.0,20.0
2018,WEST BABYLON UNION FREE SCHOOL DISTRICT,5.0,17.0,4.23636363636363,32.0,6.0,8.0,24.0,4.0,38.0,36.0
2018,NORTH BABYLON UNION FREE SCHOOL DISTRICT,3.0,4.0,2.94736842105263,28.0,6.0,23.0,27.0,6.0,34.0,56.0
2018,LINDENHURST UNION FREE SCHOOL DISTRICT,5.0,17.0,4.707910750507089,28.0,6.0,3.0,24.0,3.0,34.0,30.0
2018,COPIAGUE UNION FREE SCHOOL DISTRICT,8.0,39.0,4.2714776632302405,61.0,7.0,22.0,60.0,2.0,68.0,84.0
2018,AMITYVILLE UNION FREE SCHOOL DISTRICT,8.0,15.0,7.021186440677959,69.0,8.0,40.0,52.0,1.0,77.0,93.0
2018,DEER PARK UNION FREE SCHOOL DISTRICT,7.000000000000001,31.0,4.57798165137614,35.0,9.0,19.0,25.0,12.0,44.0,56.0
2018,WYANDANCH UNION FREE SCHOOL DISTRICT,11.0,0.0,12.037735849056599,81.0,2.0,44.0,54.0,0.0,83.0,98.0
2018,THREE VILLAGE CENTRAL SCHOOL DISTRICT,5.0,25.0,3.72763419483101,7.0,0.0,1.0,6.0,10.0,7.0,17.0
2018,BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT,6.0,3.0,6.337349397590359,25.0,3.0,2.0,31.0,3.0,28.0,36.0
2018,SACHEM CENTRAL SCHOOL DISTRICT,7.000000000000001,26.0,5.4004550625711,21.0,3.0,3.0,15.0,6.0,24.0,24.0
2018,PORT JEFFERSON UNION FREE SCHOOL DISTRICT,10.0,13.0,9.8,9.0,1.0,0.0,9.0,7.0,10.0,16.0
2018,MOUNT SINAI UNION FREE SCHOOL DISTRICT,6.0,13.0,5.53892215568862,8.0,1.0,1.0,8.0,6.0,9.0,15.0
2018,MILLER PLACE UNION FREE SCHOOL DISTRICT,7.000000000000001,20.0,5.66666666666666,12.0,2.0,2.0,7.0,2.0,14.0,11.0
2018,ROCKY POINT UNION FREE SCHOOL DISTRICT,5.0,9.0,4.77489177489177,27.0,5.0,2.0,13.0,1.0,32.0,16.0
2018,MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT,5.0,8.0,4.76442307692307,28.0,3.0,4.0,22.0,7.0,31.0,33.0
2018,LONGWOOD CENTRAL SCHOOL DISTRICT,5.0,5.0,5.0,45.0,6.0,19.0,26.0,4.0,51.0,49.0
2018,PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT,7.000000000000001,7.000000000000001,7.000000000000001,44.0,8.0,5.0,43.0,2.0,52.0,50.0
2018,WILLIAM FLOYD UNION FREE SCHOOL DISTRICT,8.0,17.0,6.491803278688519,56.0,6.0,14.0,32.0,3.0,62.0,49.0
2018,CENTER MORICHES UNION FREE SCHOOL DISTRICT,5.0,18.0,3.3099999999999996,17.0,3.0,4.0,15.0,2.0,20.0,21.0
2018,EAST MORICHES UNION FREE SCHOOL DISTRICT,14.000000000000002,45.0,6.08510638297872,13.0,1.0,2.0,11.0,2.0,14.0,15.0
2018,SOUTH COUNTRY CENTRAL SCHOOL DISTRICT,6.0,11.0,5.18154761904761,53.0,5.0,18.0,37.0,2.0,58.0,57.0
2018,EAST HAMPTON UNION FREE SCHOOL DISTRICT,3.0,0.0,3.3417721518987302,39.0,5.0,3.0,53.0,3.0,44.0,59.0
2018,WAINSCOTT COMMON SCHOOL DISTRICT,44.0,100.0,34.66666666666667,14.0,0.0,0.0,55.0,0.0,14.0,55.0
2018,AMAGANSETT UNION FREE SCHOOL DISTRICT,14.000000000000002,100.0,7.85714285714285,0.0,0.0,1.0,20.0,0.0,0.0,21.0
2018,SPRINGS UNION FREE SCHOOL DISTRICT,9.0,0.0,11.52631578947368,7.0,1.0,0.0,58.0,1.0,8.0,59.0
2018,SAG HARBOR UNION FREE SCHOOL DISTRICT,11.0,25.0,10.24731182795698,12.0,0.0,3.0,21.0,2.0,12.0,26.0
2018,MONTAUK UNION FREE SCHOOL DISTRICT,18.0,0.0,18.972972972972972,0.0,0.0,5.0,27.0,2.0,0.0,34.0
2018,ELWOOD UNION FREE SCHOOL DISTRICT,6.0,0.0,6.52941176470588,20.0,3.0,6.0,18.0,10.0,23.0,34.0
2018,COLD SPRING HARBOR CENTRAL SCHOOL DISTRICT,10.0,50.0,7.71428571428571,2.0,0.0,1.0,5.0,5.0,2.0,11.0
2018,HUNTINGTON UNION FREE SCHOOL DISTRICT,10.0,23.0,7.78805970149253,49.0,4.0,8.0,50.0,2.0,53.0,60.0
2018,NORTHPORT-EAST NORTHPORT UNION FREE SCHOOL DISTRICT,4.0,19.0,1.92740046838407,11.0,1.0,1.0,10.0,3.0,12.0,14.0
2018,HALF HOLLOW HILLS CENTRAL SCHOOL DISTRICT,6.0,6.0,6.0,14.0,2.0,12.0,11.0,15.0,16.0,38.0
2018,HARBORFIELDS CENTRAL SCHOOL DISTRICT,7.000000000000001,26.0,3.76233183856502,11.0,1.0,4.0,12.0,5.0,12.0,21.0
2018,COMMACK UNION FREE SCHOOL DISTRICT,13.0,43.0,11.40551181102362,9.0,1.0,1.0,8.0,8.0,10.0,17.0
2018,SOUTH HUNTINGTON UNION FREE SCHOOL DISTRICT,8.0,19.0,6.6711409395973105,48.0,3.0,7.0,43.0,6.0,51.0,56.0
2018,BAY SHORE UNION FREE SCHOOL DISTRICT,7.000000000000001,15.0,5.85462555066079,42.0,5.0,19.0,45.0,5.0,47.0,69.0
2018,ISLIP UNION FREE SCHOOL DISTRICT,5.0,25.0,2.43362831858407,23.0,4.0,5.0,26.0,5.0,27.0,36.0
2018,EAST ISLIP UNION FREE SCHOOL DISTRICT,5.0,17.0,4.67123287671232,20.0,3.0,3.0,18.0,3.0,23.0,24.0
2018,SAYVILLE UNION FREE SCHOOL DISTRICT,4.0,0.0,4.28193832599119,8.0,1.0,1.0,7.0,2.0,9.0,10.0
2018,BAYPORT-BLUE POINT UNION FREE SCHOOL DISTRICT,6.0,28.000000000000004,4.56744186046511,11.0,1.0,1.0,7.0,3.0,12.0,11.0
2018,HAUPPAUGE UNION FREE SCHOOL DISTRICT,4.0,10.0,3.5268817204301,11.0,2.0,3.0,9.0,9.0,13.0,21.0
2018,CONNETQUOT CENTRAL SCHOOL DISTRICT,6.0,17.0,4.34279475982532,18.0,4.0,2.0,14.0,6.0,22.0,22.0
2018,WEST ISLIP UNION FREE SCHOOL DISTRICT,5.0,6.0,4.93023255813953,13.0,2.0,0.0,11.0,2.0,15.0,13.0
2018,BRENTWOOD UNION FREE SCHOOL DISTRICT,13.0,16.0,12.47024390243902,74.0,7.0,9.0,84.0,2.0,81.0,95.0
2018,CENTRAL ISLIP UNION FREE SCHOOL DISTRICT,4.0,8.0,3.66371681415929,73.0,7.0,17.0,76.0,2.0,80.0,95.0
2018,FIRE ISLAND UNION FREE SCHOOL DISTRICT,11.0,100.0,11.0,0.0,0.0,0.0,25.0,5.0,0.0,30.0
2018,SHOREHAM-WADING RIVER CENTRAL SCHOOL DISTRICT,12.0,14.000000000000002,11.60975609756097,4.0,0.0,1.0,7.0,3.0,4.0,11.0
2018,RIVERHEAD CENTRAL SCHOOL DISTRICT,5.0,9.0,4.36391437308868,57.0,3.0,11.0,48.0,1.0,60.0,60.0
2018,LITTLE FLOWER UNION FREE SCHOOL DISTRICT,5.0,0.0,5.5,14.0,0.0,32.0,11.0,1.0,14.0,44.0
2018,SHELTER ISLAND UNION FREE SCHOOL DISTRICT,11.0,30.0,6.566666666666659,28.0,3.0,2.0,19.0,0.0,31.0,21.0
2018,SMITHTOWN CENTRAL SCHOOL DISTRICT,4.0,23.0,3.09662576687116,9.0,1.0,1.0,9.0,5.0,10.0,15.0
2018,KINGS PARK CENTRAL SCHOOL DISTRICT,8.0,50.0,4.96385542168674,10.0,1.0,1.0,8.0,3.0,11.0,12.0
2018,REMSENBURG-SPEONK UNION FREE SCHOOL DISTRICT,12.0,0.0,12.0,15.0,3.0,2.0,14.0,1.0,18.0,17.0
2018,WESTHAMPTON BEACH UNION FREE SCHOOL DISTRICT,7.000000000000001,11.0,6.692307692307691,27.0,4.0,2.0,25.0,2.0,31.0,29.0
2018,QUOGUE UNION FREE SCHOOL DISTRICT,14.000000000000002,33.0,11.07692307692307,0.0,0.0,1.0,9.0,1.0,0.0,11.0
2018,HAMPTON BAYS UNION FREE SCHOOL DISTRICT,8.0,8.0,8.0,47.0,9.0,1.0,56.0,1.0,56.0,58.0
2018,SOUTHAMPTON UNION FREE SCHOOL DISTRICT,10.0,22.0,8.11940298507462,42.0,5.0,3.0,40.0,2.0,47.0,45.0
2018,BRIDGEHAMPTON UNION FREE SCHOOL DISTRICT,11.0,0.0,11.30555555555555,57.0,3.0,20.0,47.0,1.0,60.0,68.0
2018,SAGAPONACK COMMON SCHOOL DISTRICT,50.0,,,0.0,0.0,0.0,22.0,0.0,0.0,22.0
2018,EASTPORT-SOUTH MANOR CSD,7.000000000000001,5.0,7.149779735682819,17.0,1.0,2.0,7.0,1.0,18.0,10.0
2018,TUCKAHOE COMMON SCHOOL DISTRICT,10.0,75.0,7.678571428571431,61.0,4.0,4.0,64.0,2.0,65.0,70.0
2018,EAST QUOGUE UNION FREE SCHOOL DISTRICT,3.0,,,27.0,1.0,1.0,27.0,1.0,28.0,29.0
2018,OYSTERPONDS UNION FREE SCHOOL DISTRICT,13.0,33.0,9.92307692307692,0.0,0.0,0.0,14.0,0.0,0.0,14.0
2018,FISHERS ISLAND UNION FREE SCHOOL DISTRICT,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0
2018,SOUTHOLD UNION FREE SCHOOL DISTRICT,8.0,20.0,7.1891891891891895,26.0,2.0,2.0,28.0,2.0,28.0,32.0
2018,GREENPORT UNION FREE SCHOOL DISTRICT,6.0,7.000000000000001,5.7708333333333295,52.0,4.0,6.0,55.0,1.0,56.0,62.0
2018,MATTITUCK-CUTCHOGUE UNION FREE SCHOOL DISTRICT,5.0,0.0,5.43478260869565,23.0,3.0,2.0,17.0,1.0,26.0,20.0
2018,NEW SUFFOLK COMMON SCHOOL DISTRICT,40.0,,,0.0,0.0,0.0,21.0,0.0,0.0,21.0
2018,FALLSBURG CENTRAL SCHOOL DISTRICT,8.0,10.0,7.53398058252427,68.0,0.0,10.0,49.0,1.0,68.0,60.0
2018,ELDRED CENTRAL SCHOOL DISTRICT,8.0,0.0,9.36585365853658,39.0,5.0,1.0,8.0,1.0,44.0,10.0
2018,LIBERTY CENTRAL SCHOOL DISTRICT,8.0,4.0,8.41481481481481,60.0,3.0,7.0,41.0,1.0,63.0,49.0
2018,TRI-VALLEY CENTRAL SCHOOL DISTRICT,18.0,32.0,13.267605633802809,44.0,6.0,2.0,10.0,1.0,50.0,13.0
2018,ROSCOE CENTRAL SCHOOL DISTRICT,3.0,0.0,3.3913043478260803,46.0,8.0,0.0,12.0,0.0,54.0,12.0
2018,LIVINGSTON MANOR CENTRAL SCHOOL DISTRICT,4.0,0.0,4.0851063829787195,46.0,7.0,6.0,13.0,1.0,53.0,20.0
2018,MONTICELLO CENTRAL SCHOOL DISTRICT,10.0,15.0,9.25925925925926,64.0,5.0,19.0,29.0,2.0,69.0,50.0
2018,SULLIVAN WEST CENTRAL SCHOOL DISTRICT,8.0,17.0,7.37209302325581,34.0,4.0,1.0,9.0,1.0,38.0,11.0
2018,WAVERLY CENTRAL SCHOOL DISTRICT,8.0,0.0,8.68571428571428,46.0,7.0,1.0,1.0,1.0,53.0,3.0
2018,CANDOR CENTRAL SCHOOL DISTRICT,4.0,0.0,4.82758620689655,44.0,6.0,1.0,3.0,0.0,50.0,4.0
2018,NEWARK VALLEY CENTRAL SCHOOL DISTRICT,6.0,6.0,6.0,49.0,5.0,1.0,3.0,0.0,54.0,4.0
2018,OWEGO-APALACHIN CENTRAL SCHOOL DISTRICT,8.0,6.0,8.12587412587412,41.0,5.0,1.0,2.0,0.0,46.0,3.0
2018,SPENCER-VAN ETTEN CENTRAL SCHOOL DISTRICT,10.0,10.0,10.0,47.0,8.0,1.0,1.0,1.0,55.0,3.0
2018,TIOGA CENTRAL SCHOOL DISTRICT,12.0,28.999999999999996,9.16666666666666,57.0,6.0,1.0,1.0,0.0,63.0,2.0
2018,DRYDEN CENTRAL SCHOOL DISTRICT,17.0,23.0,15.82926829268293,39.0,4.0,1.0,4.0,1.0,43.0,6.0
2018,GEORGE JUNIOR REPUBLIC UNION FREE SCHOOL DISTRICT,25.0,13.0,28.42857142857142,74.0,0.0,28.0,2.0,0.0,74.0,30.0
2018,GROTON CENTRAL SCHOOL DISTRICT,18.0,28.000000000000004,13.65217391304347,43.0,6.0,2.0,2.0,1.0,49.0,5.0
2018,ITHACA CITY SCHOOL DISTRICT,12.0,19.0,10.765700483091779,33.0,4.0,8.0,6.0,11.0,37.0,25.0
2018,LANSING CENTRAL SCHOOL DISTRICT,8.0,28.999999999999996,6.2127659574468,22.0,3.0,2.0,3.0,3.0,25.0,8.0
2018,NEWFIELD CENTRAL SCHOOL DISTRICT,13.0,27.0,11.11940298507462,53.0,6.0,5.0,3.0,0.0,59.0,8.0
2018,TRUMANSBURG CENTRAL SCHOOL DISTRICT,8.0,19.0,6.82978723404255,33.0,4.0,2.0,4.0,1.0,37.0,7.0
2018,KINGSTON CITY SCHOOL DISTRICT,8.0,7.000000000000001,8.20814479638009,54.0,4.0,14.0,21.0,3.0,58.0,38.0
2018,HIGHLAND CENTRAL SCHOOL DISTRICT,6.0,8.0,5.8307692307692305,32.0,6.0,7.0,14.0,4.0,38.0,25.0
2018,RONDOUT VALLEY CENTRAL SCHOOL DISTRICT,7.000000000000001,8.0,6.87134502923976,41.0,6.0,4.0,7.0,2.0,47.0,13.0
2018,MARLBORO CENTRAL SCHOOL DISTRICT,6.0,17.0,4.2074074074074,31.0,5.0,7.0,21.0,2.0,36.0,30.0
2018,NEW PALTZ CENTRAL SCHOOL DISTRICT,5.0,0.0,5.27932960893854,23.0,2.0,4.0,12.0,3.0,25.0,19.0
2018,ONTEORA CENTRAL SCHOOL DISTRICT,5.0,21.0,4.125,41.0,3.0,2.0,11.0,2.0,44.0,15.0
2018,SAUGERTIES CENTRAL SCHOOL DISTRICT,14.000000000000002,21.0,13.42857142857143,37.0,8.0,2.0,13.0,2.0,45.0,17.0
2018,WALLKILL CENTRAL SCHOOL DISTRICT,7.000000000000001,0.0,7.93119266055046,31.0,4.0,6.0,23.0,1.0,35.0,30.0
2018,ELLENVILLE CENTRAL SCHOOL DISTRICT,7.000000000000001,13.0,6.4,63.0,4.0,12.0,34.0,3.0,67.0,49.0
2018,BOLTON CENTRAL SCHOOL DISTRICT,3.0,,,23.0,5.0,5.0,2.0,2.0,28.0,9.0
2018,NORTH WARREN CENTRAL SCHOOL DISTRICT,7.000000000000001,11.0,6.47826086956521,45.0,6.0,0.0,3.0,1.0,51.0,4.0
2018,GLENS FALLS CITY SCHOOL DISTRICT,6.0,10.0,5.36690647482014,42.0,3.0,2.0,4.0,1.0,45.0,7.0
2018,JOHNSBURG CENTRAL SCHOOL DISTRICT,13.0,0.0,13.78787878787878,50.0,6.0,3.0,1.0,1.0,56.0,5.0
2018,LAKE GEORGE CENTRAL SCHOOL DISTRICT,8.0,33.0,7.39759036144578,22.0,2.0,1.0,2.0,3.0,24.0,6.0
2018,HADLEY-LUZERNE CENTRAL SCHOOL DISTRICT,5.0,0.0,5.96491228070175,47.0,4.0,0.0,3.0,1.0,51.0,4.0
2018,QUEENSBURY UNION FREE SCHOOL DISTRICT,6.0,19.0,5.02904564315352,29.0,3.0,1.0,2.0,1.0,32.0,4.0
2018,GLENS FALLS COMMON SCHOOL DISTRICT,12.0,0.0,13.411764705882351,56.0,11.0,0.0,11.0,1.0,67.0,12.0
2018,WARRENSBURG CENTRAL SCHOOL DISTRICT,9.0,23.0,6.555555555555551,51.0,4.0,0.0,1.0,0.0,55.0,1.0
2018,ARGYLE CENTRAL SCHOOL DISTRICT,11.0,50.0,7.37209302325581,40.0,3.0,0.0,3.0,1.0,43.0,4.0
2018,FORT ANN CENTRAL SCHOOL DISTRICT,14.000000000000002,63.0,3.68421052631579,46.0,7.0,0.0,4.0,1.0,53.0,5.0
2018,FORT EDWARD UNION FREE SCHOOL DISTRICT,8.0,17.0,7.5813953488372094,50.0,2.0,1.0,4.0,0.0,52.0,5.0
2018,GRANVILLE CENTRAL SCHOOL DISTRICT,13.0,20.0,11.39080459770115,50.0,5.0,1.0,1.0,1.0,55.0,3.0
2018,GREENWICH CENTRAL SCHOOL DISTRICT,6.0,0.0,6.91666666666666,27.0,3.0,1.0,2.0,1.0,30.0,4.0
2018,HARTFORD CENTRAL SCHOOL DISTRICT,10.0,27.0,5.651162790697669,44.0,6.0,1.0,1.0,1.0,50.0,3.0
2018,HUDSON FALLS CENTRAL SCHOOL DISTRICT,12.0,32.0,9.575757575757569,47.0,5.0,1.0,4.0,1.0,52.0,6.0
2018,PUTNAM CENTRAL SCHOOL DISTRICT,11.0,0.0,14.14285714285714,56.0,0.0,0.0,0.0,0.0,56.0,0.0
2018,SALEM CENTRAL SCHOOL DISTRICT,4.0,11.0,2.1739130434782603,46.0,3.0,1.0,3.0,0.0,49.0,4.0
2018,CAMBRIDGE CENTRAL SCHOOL DISTRICT,6.0,0.0,6.71052631578947,31.0,5.0,3.0,2.0,2.0,36.0,7.0
2018,WHITEHALL CENTRAL SCHOOL DISTRICT,15.0,24.0,13.09090909090909,53.0,6.0,1.0,2.0,0.0,59.0,3.0
2018,NEWARK CENTRAL SCHOOL DISTRICT,13.0,18.0,11.77551020408163,54.0,4.0,8.0,16.0,1.0,58.0,25.0
2018,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,11.0,27.0,8.53846153846153,46.0,5.0,5.0,5.0,1.0,51.0,11.0
2018,LYONS CENTRAL SCHOOL DISTRICT,13.0,20.0,11.48333333333333,53.0,5.0,13.0,5.0,1.0,58.0,19.0
2018,MARION CENTRAL SCHOOL DISTRICT,8.0,9.0,7.91803278688524,38.0,6.0,0.0,9.0,0.0,44.0,9.0
2018,WAYNE CENTRAL SCHOOL DISTRICT,13.0,36.0,10.71345029239766,28.0,4.0,2.0,3.0,1.0,32.0,6.0
2018,PALMYRA-MACEDON CENTRAL SCHOOL DISTRICT,6.0,4.0,6.12820512820512,35.0,5.0,1.0,4.0,0.0,40.0,5.0
2018,GANANDA CENTRAL SCHOOL DISTRICT,6.0,13.0,4.94186046511627,21.0,8.0,2.0,7.0,2.0,29.0,11.0
2018,SODUS CENTRAL SCHOOL DISTRICT,15.0,14.000000000000002,15.19607843137254,64.0,5.0,10.0,21.0,0.0,69.0,31.0
2018,WILLIAMSON CENTRAL SCHOOL DISTRICT,7.000000000000001,13.0,6.43529411764706,38.0,9.0,4.0,10.0,1.0,47.0,15.0
2018,NORTH ROSE-WOLCOTT CENTRAL SCHOOL DISTRICT,15.0,18.0,13.32467532467532,54.0,8.0,1.0,9.0,0.0,62.0,10.0
2018,RED CREEK CENTRAL SCHOOL DISTRICT,17.0,10.0,18.67605633802817,44.0,7.0,1.0,1.0,1.0,51.0,3.0
2018,KATONAH-LEWISBORO UNION FREE SCHOOL DISTRICT,10.0,50.0,8.13559322033898,6.0,0.0,1.0,10.0,3.0,6.0,14.0
2018,BEDFORD CENTRAL SCHOOL DISTRICT,11.0,31.0,9.23899371069182,19.0,13.0,3.0,35.0,4.0,32.0,42.0
2018,CROTON-HARMON UNION FREE SCHOOL DISTRICT,4.0,12.0,2.80701754385964,8.0,0.0,3.0,16.0,6.0,8.0,25.0
2018,HENDRICK HUDSON CENTRAL SCHOOL DISTRICT,9.0,35.0,6.3469387755102,23.0,3.0,6.0,28.0,4.0,26.0,38.0
2018,EASTCHESTER UNION FREE SCHOOL DISTRICT,8.0,25.0,6.726872246696031,1.0,0.0,2.0,12.0,14.0,1.0,28.0
2018,TUCKAHOE UNION FREE SCHOOL DISTRICT,13.0,20.0,12.557894736842101,18.0,1.0,10.0,14.0,7.0,19.0,31.0
2018,BRONXVILLE UNION FREE SCHOOL DISTRICT,10.0,15.0,9.7787610619469,1.0,0.0,0.0,5.0,8.0,1.0,13.0
2018,UNION FREE SCHOOL DISTRICT OF THE TARRYTOWNS,8.0,17.0,7.246511627906969,51.0,5.0,3.0,60.0,3.0,56.0,66.0
2018,IRVINGTON UNION FREE SCHOOL DISTRICT,4.0,0.0,4.33333333333333,7.0,1.0,5.0,8.0,11.0,8.0,24.0
2018,DOBBS FERRY UNION FREE SCHOOL DISTRICT,5.0,13.0,4.295999999999999,13.0,3.0,4.0,18.0,8.0,16.0,30.0
2018,HASTINGS-ON-HUDSON UNION FREE SCHOOL DISTRICT,10.0,40.0,7.464788732394361,3.0,1.0,2.0,12.0,5.0,4.0,19.0
2018,ARDSLEY UNION FREE SCHOOL DISTRICT,6.0,13.0,5.35260115606936,6.0,1.0,4.0,12.0,20.0,7.0,36.0
2018,EDGEMONT UNION FREE SCHOOL DISTRICT,6.0,13.0,5.66438356164383,0.0,0.0,2.0,8.0,34.0,0.0,44.0
2018,GREENBURGH CENTRAL SCHOOL DISTRICT,14.000000000000002,21.0,13.5625,52.0,7.0,40.0,40.0,7.0,59.0,87.0
2018,ELMSFORD UNION FREE SCHOOL DISTRICT,7.000000000000001,40.0,5.40963855421686,42.0,3.0,23.0,55.0,10.0,45.0,88.0
2018,GREENBURGH-GRAHAM UNION FREE SCHOOL DISTRICT,12.0,25.0,10.55555555555555,85.0,0.0,64.0,31.0,1.0,85.0,96.0
2018,GREENBURGH ELEVEN UNION FREE SCHOOL DISTRICT,12.0,25.0,9.7391304347826,92.0,0.0,44.0,41.0,1.0,92.0,86.0
2018,GREENBURGH-NORTH CASTLE UNION FREE SCHOOL DISTRICT,25.0,28.999999999999996,24.278688524590162,22.0,1.0,38.0,36.0,3.0,23.0,77.0
2018,HARRISON CENTRAL SCHOOL DISTRICT,12.0,21.0,10.62975778546712,16.0,3.0,2.0,18.0,12.0,19.0,32.0
2018,MAMARONECK UNION FREE SCHOOL DISTRICT,10.0,25.0,8.54838709677419,15.0,2.0,3.0,21.0,4.0,17.0,28.0
2018,MOUNT PLEASANT CENTRAL SCHOOL DISTRICT,11.0,33.0,9.82142857142857,5.0,2.0,1.0,12.0,5.0,7.0,18.0
2018,POCANTICO HILLS CENTRAL SCHOOL DISTRICT,17.0,0.0,18.75862068965517,18.0,3.0,14.0,22.0,18.0,21.0,54.0
