YEAR,DISTRICT,PER_TURN_ALL,PER_TURN_INEXP,PER_TURN_EXP,PER_FREE_LUNCH,PER_REDUCED_LUNCH,PER_BLACK,PER_HISP,PER_ASIAN,PER_FRPL,PER_MINORITY
2014,GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT,5.0,0.0,5.12820512820512,42.0,23.0,2.0,3.0,1.0,65.0,6.0
2014,JEFFERSON CENTRAL SCHOOL DISTRICT,3.0,0.0,3.21428571428571,37.0,17.0,0.0,2.0,1.0,54.0,3.0
2014,MIDDLEBURGH CENTRAL SCHOOL DISTRICT,14.000000000000002,0.0,14.756756756756758,32.0,13.0,1.0,2.0,1.0,45.0,4.0
2014,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,11.0,25.0,10.15436241610738,30.0,6.0,1.0,3.0,1.0,36.0,5.0
2014,SCHOHARIE CENTRAL SCHOOL DISTRICT,4.0,0.0,4.0506329113924,31.0,9.0,0.0,0.0,0.0,40.0,0.0
2014,SHARON SPRINGS CENTRAL SCHOOL DISTRICT,9.0,0.0,9.0,36.0,11.0,1.0,1.0,1.0,47.0,3.0
2014,ODESSA-MONTOUR CENTRAL SCHOOL DISTRICT,18.0,,,42.0,9.0,1.0,2.0,1.0,51.0,4.0
2014,WATKINS GLEN CENTRAL SCHOOL DISTRICT,16.0,,,34.0,6.0,2.0,3.0,1.0,40.0,6.0
2014,SOUTH SENECA CENTRAL SCHOOL DISTRICT,21.0,50.0,19.72058823529411,41.0,15.0,1.0,3.0,0.0,56.0,4.0
2014,ROMULUS CENTRAL SCHOOL DISTRICT,24.0,33.0,23.790697674418603,30.0,10.0,2.0,6.0,0.0,40.0,8.0
2014,SENECA FALLS CENTRAL SCHOOL DISTRICT,10.0,17.0,9.67592592592592,27.0,7.0,3.0,4.0,2.0,34.0,9.0
2014,WATERLOO CENTRAL SCHOOL DISTRICT,7.000000000000001,0.0,7.049295774647881,31.0,8.0,4.0,3.0,1.0,39.0,8.0
2014,ADDISON CENTRAL SCHOOL DISTRICT,16.0,0.0,16.51612903225806,43.0,11.0,1.0,1.0,1.0,54.0,3.0
2014,AVOCA CENTRAL SCHOOL DISTRICT,4.0,0.0,4.08695652173913,36.0,15.0,1.0,3.0,0.0,51.0,4.0
2014,BATH CENTRAL SCHOOL DISTRICT,4.0,0.0,4.18320610687022,43.0,9.0,2.0,1.0,0.0,52.0,3.0
2014,BRADFORD CENTRAL SCHOOL DISTRICT,10.0,14.000000000000002,9.23076923076923,50.0,8.0,0.0,2.0,0.0,58.0,2.0
2014,CAMPBELL-SAVONA CENTRAL SCHOOL DISTRICT,8.0,21.0,7.4583333333333295,37.0,14.0,0.0,1.0,1.0,51.0,2.0
2014,CORNING CITY SCHOOL DISTRICT,11.0,11.0,11.0,31.0,7.0,3.0,2.0,3.0,38.0,8.0
2014,CANISTEO-GREENWOOD CSD,11.0,50.0,7.71084337349397,39.0,10.0,1.0,1.0,0.0,49.0,2.0
2014,HORNELL CITY SCHOOL DISTRICT,10.0,0.0,10.28776978417266,46.0,11.0,4.0,2.0,1.0,57.0,7.0
2014,ARKPORT CENTRAL SCHOOL DISTRICT,2.0,17.0,1.33333333333333,16.0,6.0,0.0,2.0,0.0,22.0,2.0
2014,PRATTSBURGH CENTRAL SCHOOL DISTRICT,10.0,0.0,10.81081081081081,42.0,10.0,3.0,2.0,0.0,52.0,5.0
2014,JASPER-TROUPSBURG CENTRAL SCHOOL DISTRICT,11.0,0.0,11.42307692307692,37.0,13.0,1.0,0.0,0.0,50.0,1.0
2014,HAMMONDSPORT CENTRAL SCHOOL DISTRICT,6.0,0.0,6.23076923076923,33.0,10.0,1.0,2.0,1.0,43.0,4.0
2014,WAYLAND-COHOCTON CENTRAL SCHOOL DISTRICT,10.0,33.0,8.23076923076923,39.0,15.0,1.0,1.0,0.0,54.0,2.0
2014,BABYLON UNION FREE SCHOOL DISTRICT,13.0,14.000000000000002,12.977272727272721,11.0,2.0,4.0,10.0,3.0,13.0,17.0
2014,WEST BABYLON UNION FREE SCHOOL DISTRICT,7.000000000000001,19.0,6.7613636363636305,25.0,5.0,6.0,17.0,5.0,30.0,28.0
2014,NORTH BABYLON UNION FREE SCHOOL DISTRICT,7.000000000000001,11.0,6.964071856287419,21.0,9.0,23.0,21.0,5.0,30.0,49.0
2014,LINDENHURST UNION FREE SCHOOL DISTRICT,9.0,39.0,8.45010183299389,19.0,9.0,3.0,18.0,3.0,28.0,24.0
2014,COPIAGUE UNION FREE SCHOOL DISTRICT,13.0,37.0,11.81578947368421,49.0,8.0,26.0,54.0,2.0,57.0,82.0
2014,AMITYVILLE UNION FREE SCHOOL DISTRICT,17.0,0.0,18.128318584070797,55.0,8.0,47.0,43.0,1.0,63.0,91.0
2014,DEER PARK UNION FREE SCHOOL DISTRICT,14.000000000000002,26.0,13.651162790697672,28.0,10.0,18.0,19.0,10.0,38.0,47.0
2014,WYANDANCH UNION FREE SCHOOL DISTRICT,10.0,0.0,10.45454545454545,73.0,4.0,56.0,42.0,0.0,77.0,98.0
2014,THREE VILLAGE CENTRAL SCHOOL DISTRICT,19.0,69.0,18.80353634577603,5.0,2.0,1.0,4.0,9.0,7.0,14.0
2014,BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT,10.0,28.999999999999996,9.56653992395437,17.0,5.0,2.0,23.0,4.0,22.0,29.0
2014,SACHEM CENTRAL SCHOOL DISTRICT,23.0,60.0,22.88266384778012,16.0,5.0,2.0,10.0,6.0,21.0,18.0
2014,PORT JEFFERSON UNION FREE SCHOOL DISTRICT,15.0,22.0,14.87610619469026,4.0,2.0,1.0,7.0,5.0,6.0,13.0
2014,MOUNT SINAI UNION FREE SCHOOL DISTRICT,9.0,13.0,8.80722891566265,4.0,1.0,2.0,6.0,5.0,5.0,13.0
2014,MILLER PLACE UNION FREE SCHOOL DISTRICT,9.0,14.000000000000002,8.71649484536082,6.0,3.0,2.0,6.0,3.0,9.0,11.0
2014,ROCKY POINT UNION FREE SCHOOL DISTRICT,9.0,14.000000000000002,8.74683544303797,16.0,6.0,1.0,8.0,2.0,22.0,11.0
2014,MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT,8.0,16.0,7.90643274853801,18.0,8.0,4.0,15.0,6.0,26.0,25.0
2014,LONGWOOD CENTRAL SCHOOL DISTRICT,12.0,14.000000000000002,11.88984509466437,34.0,9.0,18.0,21.0,4.0,43.0,43.0
2014,PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT,20.0,41.0,19.5078125,36.0,10.0,4.0,34.0,2.0,46.0,40.0
2014,WILLIAM FLOYD UNION FREE SCHOOL DISTRICT,7.000000000000001,13.0,6.78238341968912,47.0,9.0,14.0,24.0,3.0,56.0,41.0
2014,CENTER MORICHES UNION FREE SCHOOL DISTRICT,16.0,0.0,16.67226890756302,13.0,3.0,5.0,12.0,2.0,16.0,19.0
2014,EAST MORICHES UNION FREE SCHOOL DISTRICT,5.0,25.0,3.4615384615384603,9.0,1.0,1.0,9.0,2.0,10.0,12.0
2014,SOUTH COUNTRY CENTRAL SCHOOL DISTRICT,10.0,16.0,9.78688524590164,30.0,5.0,21.0,29.0,2.0,35.0,52.0
2014,EAST HAMPTON UNION FREE SCHOOL DISTRICT,10.0,38.0,9.37430167597765,14.0,6.0,4.0,46.0,2.0,20.0,52.0
2014,WAINSCOTT COMMON SCHOOL DISTRICT,14.000000000000002,33.0,10.2,0.0,0.0,0.0,47.0,7.0,0.0,54.0
2014,AMAGANSETT UNION FREE SCHOOL DISTRICT,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,17.0
2014,SPRINGS UNION FREE SCHOOL DISTRICT,7.000000000000001,0.0,7.13461538461538,8.0,0.0,2.0,53.0,1.0,8.0,56.0
2014,SAG HARBOR UNION FREE SCHOOL DISTRICT,1.0,0.0,1.0,6.0,1.0,2.0,16.0,2.0,7.0,20.0
2014,MONTAUK UNION FREE SCHOOL DISTRICT,7.000000000000001,0.0,7.358974358974351,0.0,0.0,2.0,31.0,6.0,0.0,39.0
2014,ELWOOD UNION FREE SCHOOL DISTRICT,16.0,31.0,15.46745562130177,14.0,4.0,8.0,13.0,8.0,18.0,29.0
2014,COLD SPRING HARBOR CENTRAL SCHOOL DISTRICT,14.000000000000002,10.0,14.02453987730061,1.0,0.0,1.0,3.0,3.0,1.0,7.0
2014,HUNTINGTON UNION FREE SCHOOL DISTRICT,12.0,17.0,11.8955223880597,31.0,4.0,9.0,41.0,2.0,35.0,52.0
2014,NORTHPORT-EAST NORTHPORT UNION FREE SCHOOL DISTRICT,16.0,33.0,15.83558994197292,4.0,1.0,1.0,6.0,3.0,5.0,10.0
2014,HALF HOLLOW HILLS CENTRAL SCHOOL DISTRICT,15.0,42.0,14.56831395348837,10.0,3.0,12.0,9.0,12.0,13.0,33.0
2014,HARBORFIELDS CENTRAL SCHOOL DISTRICT,8.0,25.0,7.716666666666661,5.0,1.0,4.0,8.0,4.0,6.0,16.0
2014,COMMACK UNION FREE SCHOOL DISTRICT,12.0,55.00000000000001,11.42115384615384,4.0,1.0,1.0,6.0,7.0,5.0,14.0
2014,SOUTH HUNTINGTON UNION FREE SCHOOL DISTRICT,11.0,25.0,10.75111111111111,29.0,4.0,9.0,33.0,6.0,33.0,48.0
2014,BAY SHORE UNION FREE SCHOOL DISTRICT,14.000000000000002,30.0,13.707762557077622,39.0,8.0,21.0,38.0,4.0,47.0,63.0
2014,ISLIP UNION FREE SCHOOL DISTRICT,11.0,23.0,10.90283400809716,18.0,6.0,6.0,21.0,3.0,24.0,30.0
2014,EAST ISLIP UNION FREE SCHOOL DISTRICT,9.0,11.0,8.96439169139465,9.0,3.0,2.0,13.0,2.0,12.0,17.0
2014,SAYVILLE UNION FREE SCHOOL DISTRICT,13.0,0.0,13.269709543568458,6.0,3.0,1.0,5.0,2.0,9.0,8.0
2014,BAYPORT-BLUE POINT UNION FREE SCHOOL DISTRICT,17.0,34.0,16.48260869565217,7.0,2.0,1.0,5.0,2.0,9.0,8.0
2014,HAUPPAUGE UNION FREE SCHOOL DISTRICT,8.0,25.0,7.47422680412371,6.0,3.0,3.0,7.0,7.0,9.0,17.0
2014,CONNETQUOT CENTRAL SCHOOL DISTRICT,,,,14.0,5.0,1.0,9.0,5.0,19.0,15.0
2014,WEST ISLIP UNION FREE SCHOOL DISTRICT,12.0,0.0,12.22399999999999,6.0,2.0,0.0,7.0,2.0,8.0,9.0
2014,BRENTWOOD UNION FREE SCHOOL DISTRICT,14.000000000000002,50.0,13.760910815939281,65.0,10.0,12.0,79.0,2.0,75.0,93.0
2014,CENTRAL ISLIP UNION FREE SCHOOL DISTRICT,22.0,33.0,21.97669491525423,63.0,9.0,23.0,69.0,2.0,72.0,94.0
2014,FIRE ISLAND UNION FREE SCHOOL DISTRICT,0.0,,,9.0,0.0,0.0,29.0,3.0,9.0,32.0
2014,SHOREHAM-WADING RIVER CENTRAL SCHOOL DISTRICT,9.0,0.0,9.13846153846153,3.0,0.0,2.0,5.0,2.0,3.0,9.0
2014,RIVERHEAD CENTRAL SCHOOL DISTRICT,12.0,28.999999999999996,11.59643916913946,40.0,6.0,16.0,33.0,2.0,46.0,51.0
2014,LITTLE FLOWER UNION FREE SCHOOL DISTRICT,4.0,0.0,4.36363636363636,23.0,1.0,43.0,17.0,2.0,24.0,62.0
2014,SHELTER ISLAND UNION FREE SCHOOL DISTRICT,0.0,0.0,0.0,10.0,2.0,2.0,12.0,0.0,12.0,14.0
2014,SMITHTOWN CENTRAL SCHOOL DISTRICT,15.0,33.0,14.81818181818182,4.0,1.0,1.0,5.0,4.0,5.0,10.0
2014,KINGS PARK CENTRAL SCHOOL DISTRICT,16.0,14.000000000000002,16.03018867924528,3.0,1.0,0.0,4.0,3.0,4.0,7.0
2014,REMSENBURG-SPEONK UNION FREE SCHOOL DISTRICT,15.0,,,6.0,1.0,4.0,8.0,1.0,7.0,13.0
2014,WESTHAMPTON BEACH UNION FREE SCHOOL DISTRICT,12.0,36.0,10.98795180722891,16.0,5.0,3.0,18.0,1.0,21.0,22.0
2014,QUOGUE UNION FREE SCHOOL DISTRICT,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,6.0
2014,HAMPTON BAYS UNION FREE SCHOOL DISTRICT,9.0,15.0,8.469387755102039,25.0,8.0,1.0,50.0,1.0,33.0,52.0
2014,SOUTHAMPTON UNION FREE SCHOOL DISTRICT,11.0,20.0,10.658227848101259,29.0,8.0,4.0,31.0,3.0,37.0,38.0
2014,BRIDGEHAMPTON UNION FREE SCHOOL DISTRICT,3.0,0.0,3.08823529411764,41.0,14.0,36.0,34.0,1.0,55.0,71.0
2014,SAGAPONACK COMMON SCHOOL DISTRICT,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,18.0
2014,EASTPORT-SOUTH MANOR CSD,14.000000000000002,36.0,13.1418439716312,9.0,3.0,2.0,4.0,1.0,12.0,7.0
2014,TUCKAHOE COMMON SCHOOL DISTRICT,5.0,0.0,4.99999999999999,35.0,3.0,4.0,58.0,2.0,38.0,64.0
2014,EAST QUOGUE UNION FREE SCHOOL DISTRICT,10.0,40.0,9.16666666666666,12.0,5.0,4.0,17.0,1.0,17.0,22.0
2014,OYSTERPONDS UNION FREE SCHOOL DISTRICT,33.0,,,0.0,0.0,0.0,11.0,0.0,0.0,11.0
2014,FISHERS ISLAND UNION FREE SCHOOL DISTRICT,7.000000000000001,0.0,7.5,0.0,0.0,0.0,3.0,1.0,0.0,4.0
2014,SOUTHOLD UNION FREE SCHOOL DISTRICT,15.0,38.0,13.25316455696202,15.0,5.0,1.0,17.0,2.0,20.0,20.0
2014,GREENPORT UNION FREE SCHOOL DISTRICT,9.0,0.0,9.169811320754711,47.0,6.0,10.0,39.0,1.0,53.0,50.0
2014,MATTITUCK-CUTCHOGUE UNION FREE SCHOOL DISTRICT,11.0,0.0,11.176,13.0,2.0,3.0,9.0,2.0,15.0,14.0
2014,NEW SUFFOLK COMMON SCHOOL DISTRICT,0.0,,,0.0,0.0,0.0,12.0,6.0,0.0,18.0
2014,FALLSBURG CENTRAL SCHOOL DISTRICT,4.0,0.0,4.2,52.0,5.0,11.0,41.0,2.0,57.0,54.0
2014,ELDRED CENTRAL SCHOOL DISTRICT,9.0,0.0,9.179999999999989,26.0,8.0,1.0,7.0,2.0,34.0,10.0
2014,LIBERTY CENTRAL SCHOOL DISTRICT,17.0,25.0,16.25,51.0,11.0,11.0,35.0,1.0,62.0,47.0
2014,TRI-VALLEY CENTRAL SCHOOL DISTRICT,12.0,28.999999999999996,10.9375,20.0,7.0,2.0,6.0,1.0,27.0,9.0
2014,ROSCOE CENTRAL SCHOOL DISTRICT,27.0,17.0,28.153846153846153,36.0,10.0,1.0,11.0,0.0,46.0,12.0
2014,LIVINGSTON MANOR CENTRAL SCHOOL DISTRICT,9.0,40.0,7.59090909090909,44.0,9.0,5.0,10.0,1.0,53.0,16.0
2014,MONTICELLO CENTRAL SCHOOL DISTRICT,16.0,28.999999999999996,15.55172413793103,52.0,6.0,21.0,25.0,2.0,58.0,48.0
2014,SULLIVAN WEST CENTRAL SCHOOL DISTRICT,5.0,0.0,5.15625,29.0,8.0,1.0,7.0,1.0,37.0,9.0
2014,WAVERLY CENTRAL SCHOOL DISTRICT,6.0,0.0,6.196721311475399,43.0,6.0,1.0,1.0,1.0,49.0,3.0
2014,CANDOR CENTRAL SCHOOL DISTRICT,8.0,28.999999999999996,6.88,37.0,9.0,2.0,2.0,1.0,46.0,5.0
2014,NEWARK VALLEY CENTRAL SCHOOL DISTRICT,6.0,7.000000000000001,5.969387755102041,39.0,8.0,0.0,2.0,0.0,47.0,2.0
2014,OWEGO-APALACHIN CENTRAL SCHOOL DISTRICT,10.0,7.000000000000001,10.14634146341463,35.0,9.0,2.0,2.0,1.0,44.0,5.0
2014,SPENCER-VAN ETTEN CENTRAL SCHOOL DISTRICT,12.0,25.0,11.13333333333333,37.0,15.0,1.0,1.0,1.0,52.0,3.0
2014,TIOGA CENTRAL SCHOOL DISTRICT,5.0,0.0,5.36231884057971,43.0,11.0,1.0,1.0,1.0,54.0,3.0
2014,DRYDEN CENTRAL SCHOOL DISTRICT,14.000000000000002,20.0,13.496774193548388,37.0,8.0,1.0,3.0,1.0,45.0,5.0
2014,GEORGE JUNIOR REPUBLIC UNION FREE SCHOOL DISTRICT,5.0,0.0,5.25,77.0,1.0,28.0,4.0,0.0,78.0,32.0
2014,GROTON CENTRAL SCHOOL DISTRICT,25.0,0.0,27.34375,37.0,10.0,2.0,1.0,0.0,47.0,3.0
2014,ITHACA CITY SCHOOL DISTRICT,17.0,25.0,16.00653594771242,26.0,4.0,10.0,6.0,13.0,30.0,29.0
2014,LANSING CENTRAL SCHOOL DISTRICT,8.0,13.0,7.77272727272727,18.0,4.0,2.0,2.0,3.0,22.0,7.0
2014,NEWFIELD CENTRAL SCHOOL DISTRICT,13.0,30.0,10.47297297297297,39.0,12.0,5.0,2.0,0.0,51.0,7.0
2014,TRUMANSBURG CENTRAL SCHOOL DISTRICT,16.0,12.0,16.16842105263158,21.0,7.0,3.0,3.0,1.0,28.0,7.0
2014,KINGSTON CITY SCHOOL DISTRICT,18.0,26.0,17.85483870967741,45.0,8.0,16.0,16.0,2.0,53.0,34.0
2014,HIGHLAND CENTRAL SCHOOL DISTRICT,10.0,21.0,9.407692307692301,25.0,10.0,7.0,11.0,4.0,35.0,22.0
2014,RONDOUT VALLEY CENTRAL SCHOOL DISTRICT,12.0,0.0,12.1875,31.0,8.0,3.0,6.0,2.0,39.0,11.0
2014,MARLBORO CENTRAL SCHOOL DISTRICT,21.0,56.99999999999999,20.50684931506849,24.0,6.0,7.0,13.0,1.0,30.0,21.0
2014,NEW PALTZ CENTRAL SCHOOL DISTRICT,11.0,9.0,11.12941176470588,17.0,4.0,5.0,11.0,3.0,21.0,19.0
2014,ONTEORA CENTRAL SCHOOL DISTRICT,12.0,20.0,11.884892086330929,32.0,8.0,3.0,8.0,3.0,40.0,14.0
2014,SAUGERTIES CENTRAL SCHOOL DISTRICT,17.0,15.0,17.05769230769231,29.0,11.0,2.0,9.0,2.0,40.0,13.0
2014,WALLKILL CENTRAL SCHOOL DISTRICT,9.0,13.0,8.79310344827586,19.0,6.0,6.0,20.0,1.0,25.0,27.0
2014,ELLENVILLE CENTRAL SCHOOL DISTRICT,9.0,20.0,8.91472868217054,46.0,5.0,11.0,33.0,2.0,51.0,46.0
2014,BOLTON CENTRAL SCHOOL DISTRICT,3.0,0.0,3.09999999999999,19.0,3.0,3.0,1.0,2.0,22.0,6.0
2014,NORTH WARREN CENTRAL SCHOOL DISTRICT,5.0,0.0,5.08333333333333,42.0,10.0,0.0,2.0,1.0,52.0,3.0
2014,GLENS FALLS CITY SCHOOL DISTRICT,12.0,33.0,11.75294117647058,36.0,7.0,4.0,3.0,2.0,43.0,9.0
2014,JOHNSBURG CENTRAL SCHOOL DISTRICT,6.0,25.0,5.44117647058823,33.0,16.0,2.0,1.0,1.0,49.0,4.0
2014,LAKE GEORGE CENTRAL SCHOOL DISTRICT,8.0,0.0,8.08602150537634,15.0,4.0,1.0,1.0,4.0,19.0,6.0
2014,HADLEY-LUZERNE CENTRAL SCHOOL DISTRICT,9.0,,,38.0,8.0,0.0,2.0,0.0,46.0,2.0
2014,QUEENSBURY UNION FREE SCHOOL DISTRICT,8.0,7.000000000000001,8.02766798418972,19.0,5.0,1.0,2.0,1.0,24.0,4.0
2014,GLENS FALLS COMMON SCHOOL DISTRICT,6.0,0.0,7.199999999999999,56.0,8.0,2.0,5.0,1.0,64.0,8.0
2014,WARRENSBURG CENTRAL SCHOOL DISTRICT,9.0,50.0,9.0,40.0,10.0,1.0,3.0,0.0,50.0,4.0
2014,ARGYLE CENTRAL SCHOOL DISTRICT,6.0,0.0,6.12,23.0,8.0,1.0,3.0,1.0,31.0,5.0
2014,FORT ANN CENTRAL SCHOOL DISTRICT,7.000000000000001,0.0,7.16666666666666,22.0,11.0,1.0,4.0,1.0,33.0,6.0
2014,FORT EDWARD UNION FREE SCHOOL DISTRICT,12.0,0.0,12.5,42.0,11.0,1.0,2.0,0.0,53.0,3.0
2014,GRANVILLE CENTRAL SCHOOL DISTRICT,5.0,0.0,5.04545454545454,35.0,8.0,0.0,1.0,1.0,43.0,2.0
2014,GREENWICH CENTRAL SCHOOL DISTRICT,5.0,25.0,4.5789473684210495,18.0,3.0,1.0,1.0,2.0,21.0,4.0
2014,HARTFORD CENTRAL SCHOOL DISTRICT,4.0,0.0,4.0851063829787195,27.0,6.0,2.0,1.0,0.0,33.0,3.0
2014,HUDSON FALLS CENTRAL SCHOOL DISTRICT,13.0,20.0,12.704819277108431,26.0,7.0,1.0,3.0,1.0,33.0,5.0
2014,PUTNAM CENTRAL SCHOOL DISTRICT,0.0,0.0,0.0,45.0,6.0,0.0,0.0,0.0,51.0,0.0
2014,SALEM CENTRAL SCHOOL DISTRICT,14.000000000000002,50.0,12.666666666666659,36.0,13.0,2.0,3.0,0.0,49.0,5.0
2014,CAMBRIDGE CENTRAL SCHOOL DISTRICT,7.000000000000001,,,26.0,10.0,3.0,1.0,1.0,36.0,5.0
2014,WHITEHALL CENTRAL SCHOOL DISTRICT,16.0,0.0,17.77777777777777,29.0,6.0,1.0,2.0,1.0,35.0,4.0
2014,NEWARK CENTRAL SCHOOL DISTRICT,13.0,0.0,14.17514124293785,41.0,12.0,7.0,12.0,1.0,53.0,20.0
2014,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,7.000000000000001,14.000000000000002,6.906666666666659,37.0,11.0,8.0,5.0,1.0,48.0,14.0
2014,LYONS CENTRAL SCHOOL DISTRICT,15.0,33.0,15.0,47.0,13.0,10.0,5.0,0.0,60.0,15.0
2014,MARION CENTRAL SCHOOL DISTRICT,11.0,20.0,10.45454545454545,25.0,11.0,1.0,7.0,1.0,36.0,9.0
2014,WAYNE CENTRAL SCHOOL DISTRICT,10.0,21.0,9.80701754385965,20.0,9.0,1.0,3.0,1.0,29.0,5.0
2014,PALMYRA-MACEDON CENTRAL SCHOOL DISTRICT,9.0,18.0,8.89830508474576,25.0,8.0,1.0,4.0,1.0,33.0,6.0
2014,GANANDA CENTRAL SCHOOL DISTRICT,19.0,50.0,14.72413793103448,16.0,7.0,2.0,5.0,2.0,23.0,9.0
2014,SODUS CENTRAL SCHOOL DISTRICT,12.0,28.999999999999996,11.0377358490566,40.0,8.0,13.0,18.0,0.0,48.0,31.0
2014,WILLIAMSON CENTRAL SCHOOL DISTRICT,16.0,50.0,14.612244897959181,27.0,12.0,4.0,8.0,1.0,39.0,13.0
2014,NORTH ROSE-WOLCOTT CENTRAL SCHOOL DISTRICT,15.0,38.0,12.467889908256879,48.0,13.0,1.0,7.0,0.0,61.0,8.0
2014,RED CREEK CENTRAL SCHOOL DISTRICT,15.0,20.0,14.69135802469136,40.0,11.0,1.0,1.0,1.0,51.0,3.0
2014,KATONAH-LEWISBORO UNION FREE SCHOOL DISTRICT,14.000000000000002,0.0,14.000000000000002,2.0,1.0,1.0,8.0,3.0,3.0,12.0
2014,BEDFORD CENTRAL SCHOOL DISTRICT,15.0,43.0,13.914127423822709,9.0,14.0,4.0,27.0,4.0,23.0,35.0
2014,CROTON-HARMON UNION FREE SCHOOL DISTRICT,9.0,7.000000000000001,9.06015037593985,0.0,0.0,3.0,14.0,5.0,0.0,22.0
2014,HENDRICK HUDSON CENTRAL SCHOOL DISTRICT,12.0,40.0,11.3170731707317,14.0,6.0,5.0,21.0,4.0,20.0,30.0
2014,EASTCHESTER UNION FREE SCHOOL DISTRICT,6.0,31.0,5.36170212765957,0.0,0.0,2.0,11.0,12.0,0.0,25.0
2014,TUCKAHOE UNION FREE SCHOOL DISTRICT,24.0,0.0,24.61538461538461,12.0,4.0,12.0,13.0,6.0,16.0,31.0
2014,BRONXVILLE UNION FREE SCHOOL DISTRICT,9.0,13.0,8.90977443609022,0.0,0.0,0.0,5.0,6.0,0.0,11.0
2014,UNION FREE SCHOOL DISTRICT OF THE TARRYTOWNS,10.0,17.0,9.65686274509804,44.0,11.0,5.0,57.0,3.0,55.0,65.0
2014,IRVINGTON UNION FREE SCHOOL DISTRICT,9.0,50.0,7.71069182389937,4.0,2.0,5.0,7.0,11.0,6.0,23.0
2014,DOBBS FERRY UNION FREE SCHOOL DISTRICT,6.0,0.0,6.21739130434782,11.0,4.0,5.0,16.0,9.0,15.0,30.0
2014,HASTINGS-ON-HUDSON UNION FREE SCHOOL DISTRICT,10.0,19.0,9.54014598540146,4.0,1.0,3.0,11.0,7.0,5.0,21.0
2014,ARDSLEY UNION FREE SCHOOL DISTRICT,10.0,14.000000000000002,9.93333333333333,3.0,1.0,4.0,11.0,17.0,4.0,32.0
2014,EDGEMONT UNION FREE SCHOOL DISTRICT,10.0,27.0,8.98675496688741,0.0,0.0,2.0,6.0,30.0,0.0,38.0
2014,GREENBURGH CENTRAL SCHOOL DISTRICT,9.0,25.0,8.7090909090909,44.0,9.0,44.0,34.0,9.0,53.0,87.0
2014,ELMSFORD UNION FREE SCHOOL DISTRICT,11.0,28.999999999999996,10.59550561797752,29.0,8.0,27.0,52.0,9.0,37.0,88.0
2014,GREENBURGH-GRAHAM UNION FREE SCHOOL DISTRICT,15.0,25.0,13.205128205128199,42.0,0.0,50.0,44.0,0.0,42.0,94.0
2014,GREENBURGH ELEVEN UNION FREE SCHOOL DISTRICT,28.999999999999996,0.0,29.80555555555555,76.0,0.0,62.0,27.0,1.0,76.0,90.0
2014,GREENBURGH-NORTH CASTLE UNION FREE SCHOOL DISTRICT,41.0,40.0,41.0,25.0,2.0,41.0,33.0,1.0,27.0,75.0
2014,HARRISON CENTRAL SCHOOL DISTRICT,11.0,16.0,10.82539682539682,8.0,3.0,2.0,17.0,11.0,11.0,30.0
2014,MAMARONECK UNION FREE SCHOOL DISTRICT,15.0,36.0,13.955497382198951,13.0,2.0,3.0,19.0,5.0,15.0,27.0
2014,MOUNT PLEASANT CENTRAL SCHOOL DISTRICT,10.0,40.0,8.94736842105263,6.0,2.0,1.0,9.0,4.0,8.0,14.0
2014,POCANTICO HILLS CENTRAL SCHOOL DISTRICT,9.0,,,13.0,2.0,14.0,18.0,17.0,15.0,49.0
2014,HAWTHORNE-CEDAR KNOLLS UNION FREE SCHOOL DISTRICT,15.0,0.0,16.3235294117647,72.0,0.0,55.0,37.0,1.0,72.0,93.0
2014,MOUNT PLEASANT-COTTAGE UNION FREE SCHOOL DISTRICT,13.0,0.0,13.0,84.0,0.0,60.0,32.0,0.0,84.0,92.0
2014,VALHALLA UNION FREE SCHOOL DISTRICT,10.0,0.0,10.0,9.0,2.0,8.0,20.0,9.0,11.0,37.0
2014,MOUNT PLEASANT-BLYTHEDALE UNION FREE SCHOOL DISTRICT,5.0,0.0,5.26315789473684,0.0,0.0,24.0,47.0,1.0,0.0,72.0
2014,PLEASANTVILLE UNION FREE SCHOOL DISTRICT,10.0,13.0,9.92207792207792,4.0,2.0,2.0,8.0,6.0,6.0,16.0
2014,MOUNT VERNON SCHOOL DISTRICT,16.0,18.0,15.964285714285708,64.0,8.0,76.0,17.0,2.0,72.0,95.0
2014,CHAPPAQUA CENTRAL SCHOOL DISTRICT,8.0,60.0,7.52870090634441,1.0,1.0,1.0,5.0,10.0,2.0,16.0
2014,NEW ROCHELLE CITY SCHOOL DISTRICT,9.0,22.0,8.61386138613861,36.0,8.0,23.0,43.0,4.0,44.0,70.0
2014,BYRAM HILLS CENTRAL SCHOOL DISTRICT,5.0,0.0,5.08695652173913,1.0,1.0,1.0,3.0,5.0,2.0,9.0
