YEAR,DISTRICT,PER_TURN_ALL,PER_TURN_INEXP,PER_TURN_EXP
2015,BERNE-KNOX-WESTERLO CENTRAL SCHOOL DISTRICT,0.17,0.17,0.17000000000000004
2015,BETHLEHEM CENTRAL SCHOOL DISTRICT,0.09,0.3,0.08613496932515337
2015,RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT,0.08,0.13,0.07792746113989639
2015,COHOES CITY SCHOOL DISTRICT,0.07,0.27,0.0637888198757764
2015,SOUTH COLONIE CENTRAL SCHOOL DISTRICT,0.03,0.0,0.03039267015706806
2015,MENANDS UNION FREE SCHOOL DISTRICT,0.14,0.5,0.12615384615384617
2015,NORTH COLONIE CSD,0.06,0.06,0.06
2015,GREEN ISLAND UNION FREE SCHOOL DISTRICT,0.13,0.33,0.10857142857142857
2015,GUILDERLAND CENTRAL SCHOOL DISTRICT,0.1,0.2,0.09769820971867009
2015,VOORHEESVILLE CENTRAL SCHOOL DISTRICT,0.05,0.25,0.03888888888888889
2015,WATERVLIET CITY SCHOOL DISTRICT,0.12,0.43,0.10480392156862745
2015,ALFRED-ALMOND CENTRAL SCHOOL DISTRICT,0.07,1.0,0.03950819672131148
2015,ANDOVER CENTRAL SCHOOL DISTRICT,0.19,0.25,0.188
2015,GENESEE VALLEY CENTRAL SCHOOL DISTRICT,0.1,0.0,0.11481481481481481
2015,BELFAST CENTRAL SCHOOL DISTRICT,0.1,0.0,0.10540540540540541
2015,CANASERAGA CENTRAL SCHOOL DISTRICT,0.03,0.0,0.030999999999999996
2015,FRIENDSHIP CENTRAL SCHOOL DISTRICT,0.08,0.17,0.07205882352941177
2015,FILLMORE CENTRAL SCHOOL DISTRICT,0.02,0.0,0.020338983050847456
2015,WHITESVILLE CENTRAL SCHOOL DISTRICT,0.11,0.25,0.09250000000000001
2015,CUBA-RUSHFORD CENTRAL SCHOOL DISTRICT,0.07,0.0,0.0718918918918919
2015,SCIO CENTRAL SCHOOL DISTRICT,0.02,0.0,0.02048780487804878
2015,WELLSVILLE CENTRAL SCHOOL DISTRICT,0.1,0.29,0.08628865979381445
2015,BOLIVAR-RICHBURG CENTRAL SCHOOL DISTRICT,0.08,0.0,0.08540540540540541
2015,CHENANGO FORKS CENTRAL SCHOOL DISTRICT,0.1,0.0,0.10594059405940595
2015,BINGHAMTON CITY SCHOOL DISTRICT,0.09,0.18,0.0849163179916318
2015,HARPURSVILLE CENTRAL SCHOOL DISTRICT,0.07,0.0,0.07350000000000001
2015,SUSQUEHANNA VALLEY CENTRAL SCHOOL DISTRICT,0.03,0.11,0.02731543624161074
2015,CHENANGO VALLEY CENTRAL SCHOOL DISTRICT,0.09,0.0,0.09585365853658535
2015,MAINE-ENDWELL CENTRAL SCHOOL DISTRICT,0.06,0.14,0.05909090909090909
2015,DEPOSIT CENTRAL SCHOOL DISTRICT,0.12,0.4,0.09886792452830188
2015,WHITNEY POINT CENTRAL SCHOOL DISTRICT,0.05,0.11,0.047637795275590554
2015,UNION-ENDICOTT CENTRAL SCHOOL DISTRICT,0.07,0.26,0.06127868852459017
2015,JOHNSON CITY CENTRAL SCHOOL DISTRICT,0.11,0.21,0.09808290155440415
2015,VESTAL CENTRAL SCHOOL DISTRICT,0.06,0.13,0.058171641791044774
2015,WINDSOR CENTRAL SCHOOL DISTRICT,0.09,0.0,0.0949655172413793
2015,WEST VALLEY CENTRAL SCHOOL DISTRICT,0.14,0.2,0.13823529411764707
2015,ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT,0.12,0.5,0.1
2015,ELLICOTTVILLE CENTRAL SCHOOL DISTRICT,0.08,0.0,0.08173913043478262
2015,FRANKLINVILLE CENTRAL SCHOOL DISTRICT,0.08,0.0,0.08484848484848485
2015,HINSDALE CENTRAL SCHOOL DISTRICT,0.05,0.0,0.05357142857142857
2015,CATTARAUGUS-LITTLE VALLEY CENTRAL SCHOOL DISTRICT,0.05,0.33,0.03987951807228915
2015,OLEAN CITY SCHOOL DISTRICT,0.06,0.25,0.054411764705882354
2015,GOWANDA CENTRAL SCHOOL DISTRICT,0.06,0.33,0.06
2015,PORTVILLE CENTRAL SCHOOL DISTRICT,0.07,0.2,0.0640909090909091
2015,RANDOLPH CENTRAL SCHOOL DISTRICT,0.08,0.13,0.07875000000000001
2015,RANDOLPH ACADEMY UNION FREE SCHOOL DISTRICT,0.29,0.36,0.27185185185185184
2015,SALAMANCA CITY SCHOOL DISTRICT,0.22,0.25,0.21850000000000003
2015,YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT,0.05,0.07,0.04892682926829269
2015,AUBURN CITY SCHOOL DISTRICT,0.07,0.1,0.06825688073394497
2015,WEEDSPORT CENTRAL SCHOOL DISTRICT,0.11,0.0,0.11464788732394367
2015,CATO-MERIDIAN CENTRAL SCHOOL DISTRICT,0.07,0.0,0.07253012048192771
2015,SOUTHERN CAYUGA CENTRAL SCHOOL DISTRICT,0.24,0.55,0.2032203389830508
2015,PORT BYRON CENTRAL SCHOOL DISTRICT,0.17,1.0,0.13442857142857143
2015,MORAVIA CENTRAL SCHOOL DISTRICT,0.06,0.18,0.04833333333333334
2015,UNION SPRINGS CENTRAL SCHOOL DISTRICT,0.07,0.0,0.07304347826086958
2015,SOUTHWESTERN CENTRAL SCHOOL DISTRICT AT JAMESTOWN,0.08,0.25,0.07699115044247788
2015,FREWSBURG CENTRAL SCHOOL DISTRICT,0.1,0.14,0.09733333333333333
2015,CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT,0.05,0.0,0.05061728395061729
2015,CHAUTAUQUA LAKE CENTRAL SCHOOL DISTRICT,0.11,0.17,0.10625
2015,PINE VALLEY CENTRAL SCHOOL DISTRICT (SOUTH DAYTON),0.1,0.0,0.10149253731343284
2015,CLYMER CENTRAL SCHOOL DISTRICT,0.11,0.17,0.1058139534883721
2015,DUNKIRK CITY SCHOOL DISTRICT,0.05,0.25,0.045959595959595964
2015,BEMUS POINT CENTRAL SCHOOL DISTRICT,0.05,0.0,0.050793650793650794
2015,FALCONER CENTRAL SCHOOL DISTRICT,0.08,0.14,0.07882352941176471
2015,SILVER CREEK CENTRAL SCHOOL DISTRICT,0.13,0.13,0.13
2015,FORESTVILLE CENTRAL SCHOOL DISTRICT,0.1,0.5,0.08297872340425533
2015,PANAMA CENTRAL SCHOOL DISTRICT,0.09,0.33,0.08020408163265305
2015,JAMESTOWN CITY SCHOOL DISTRICT,0.07,0.04,0.07186567164179106
2015,FREDONIA CENTRAL SCHOOL DISTRICT,0.06,0.0,0.06183206106870229
2015,BROCTON CENTRAL SCHOOL DISTRICT,0.11,0.17,0.10529411764705883
2015,RIPLEY CENTRAL SCHOOL DISTRICT,0.18,0.0,0.2475
2015,SHERMAN CENTRAL SCHOOL DISTRICT,0.07,0.17,0.06302325581395349
2015,WESTFIELD CENTRAL SCHOOL DISTRICT,0.07,0.0,0.07765625000000001
2015,NORTHEAST CENTRAL SCHOOL DISTRICT,0.13,0.0,0.13206349206349208
2015,PAWLING CENTRAL SCHOOL DISTRICT,0.11,0.0,0.11754901960784314
2015,PINE PLAINS CENTRAL SCHOOL DISTRICT,0.09,0.33,0.08191011235955055
2015,POUGHKEEPSIE CITY SCHOOL DISTRICT,0.07,0.05,0.07141479099678456
2015,ELMIRA CITY SCHOOL DISTRICT,0.08,0.25,0.07760000000000002
2015,HORSEHEADS CENTRAL SCHOOL DISTRICT,0.06,0.07,0.059671532846715336
2015,ELMIRA HEIGHTS CENTRAL SCHOOL DISTRICT,0.1,0.3,0.09
2015,AFTON CENTRAL SCHOOL DISTRICT,0.05,0.11,0.049047619047619055
2015,BAINBRIDGE-GUILFORD CENTRAL SCHOOL DISTRICT,0.09,0.2,0.08362318840579709
2015,GREENE CENTRAL SCHOOL DISTRICT,0.08,0.5,0.06568181818181819
2015,UNADILLA VALLEY CENTRAL SCHOOL DISTRICT,0.12,0.6,0.0698507462686567
2015,NORWICH CITY SCHOOL DISTRICT,0.13,0.22,0.12294117647058822
2015,GEORGETOWN-SOUTH OTSELIC CENTRAL SCHOOL DISTRICT,0.09,0.0,0.09545454545454546
2015,OXFORD ACADEMY AND CENTRAL SCHOOL DISTRICT,0.11,0.5,0.07837837837837838
2015,SHERBURNE-EARLVILLE CENTRAL SCHOOL DISTRICT,0.07,0.0,0.07414814814814816
2015,AUSABLE VALLEY CENTRAL SCHOOL DISTRICT,0.05,0.0,0.05132743362831859
2015,BEEKMANTOWN CENTRAL SCHOOL DISTRICT,0.04,0.17,0.037592592592592594
2015,NORTHEASTERN CLINTON CENTRAL SCHOOL DISTRICT,0.07,0.0,0.07127272727272728
2015,CHAZY UNION FREE SCHOOL DISTRICT,0.13,0.0,0.1330232558139535
2015,NORTHERN ADIRONDACK CENTRAL SCHOOL DISTRICT,0.05,0.0,0.05185185185185186
2015,PERU CENTRAL SCHOOL DISTRICT,0.07,0.11,0.06769230769230769
2015,PLATTSBURGH CITY SCHOOL DISTRICT,0.07,0.11,0.06752808988764045
2015,SARANAC CENTRAL SCHOOL DISTRICT,0.09,0.1,0.08914728682170543
2015,BERKSHIRE UNION FREE SCHOOL DISTRICT,0.13,1.0,-0.09894736842105263
2015,TACONIC HILLS CENTRAL SCHOOL DISTRICT,0.1,0.27,0.08735537190082644
2015,GERMANTOWN CENTRAL SCHOOL DISTRICT,0.09,0.0,0.09865384615384615
2015,CHATHAM CENTRAL SCHOOL DISTRICT,0.17,0.2,0.16724489795918368
2015,HUDSON CITY SCHOOL DISTRICT,0.06,0.0,0.0623841059602649
2015,KINDERHOOK CENTRAL SCHOOL DISTRICT,0.07,0.0,0.07276315789473685
2015,NEW LEBANON CENTRAL SCHOOL DISTRICT,0.06,0.0,0.062448979591836734
2015,CINCINNATUS CENTRAL SCHOOL DISTRICT,0.11,0.11,0.11
2015,CORTLAND CITY SCHOOL DISTRICT,0.1,0.15,0.0952153110047847
2015,MCGRAW CENTRAL SCHOOL DISTRICT,0.03,0.0,0.03333333333333333
2015,HOMER CENTRAL SCHOOL DISTRICT,0.08,0.17,0.07421052631578948
2015,MARATHON CENTRAL SCHOOL DISTRICT,0.03,0.2,0.02
2015,ANDES CENTRAL SCHOOL DISTRICT,0.17,,
2015,DOWNSVILLE CENTRAL SCHOOL DISTRICT,0.15,0.43,0.11499999999999999
2015,CHARLOTTE VALLEY CENTRAL SCHOOL DISTRICT,0.23,0.44,0.195
2015,DELAWARE ACADEMY CENTRAL SCHOOL DISTRICT AT DELHI,0.08,0.11,0.07833333333333332
2015,FRANKLIN CENTRAL SCHOOL DISTRICT,0.07,0.0,0.07482758620689657
2015,HANCOCK CENTRAL SCHOOL DISTRICT,0.18,0.33,0.13588235294117645
2015,MARGARETVILLE CENTRAL SCHOOL DISTRICT,0.15,0.5,0.12236842105263157
2015,ROXBURY CENTRAL SCHOOL DISTRICT,0.17,0.25,0.16351351351351354
2015,SIDNEY CENTRAL SCHOOL DISTRICT,0.13,0.25,0.1216279069767442
2015,STAMFORD CENTRAL SCHOOL DISTRICT,0.23,0.5,0.20206896551724138
2015,SOUTH KORTRIGHT CENTRAL SCHOOL DISTRICT,0.08,0.0,0.08484848484848485
2015,WALTON CENTRAL SCHOOL DISTRICT,0.16,0.17,0.15925
2015,BEACON CITY SCHOOL DISTRICT,0.06,0.22,0.05594936708860759
2015,DOVER UNION FREE SCHOOL DISTRICT,0.07,0.0,0.07392523364485983
2015,HYDE PARK CENTRAL SCHOOL DISTRICT,0.09,0.25,0.08321554770318021
2015,ARLINGTON CENTRAL SCHOOL DISTRICT,0.09,0.29,0.08369085173501578
2015,SPACKENKILL UNION FREE SCHOOL DISTRICT,0.07,0.43,0.06020408163265306
2015,RED HOOK CENTRAL SCHOOL DISTRICT,0.06,0.21,0.05451219512195122
2015,RHINEBECK CENTRAL SCHOOL DISTRICT,0.15,0.09,0.15442105263157893
2015,WAPPINGERS CENTRAL SCHOOL DISTRICT,0.03,0.0,0.03084507042253521
2015,MILLBROOK CENTRAL SCHOOL DISTRICT,0.1,0.4,0.0967741935483871
2015,ALDEN CENTRAL SCHOOL DISTRICT,0.1,0.63,0.08767441860465117
2015,AMHERST CENTRAL SCHOOL DISTRICT,0.14,0.29,0.1357831325301205
2015,WILLIAMSVILLE CENTRAL SCHOOL DISTRICT,0.08,0.18,0.07784075573549258
2015,SWEET HOME CENTRAL SCHOOL DISTRICT,0.09,0.25,0.08402985074626866
2015,EVANS-BRANT CENTRAL SCHOOL DISTRICT (LAKE SHORE),0.05,0.2,0.0493119266055046
2015,GRAND ISLAND CENTRAL SCHOOL DISTRICT,0.08,0.19,0.07904761904761906
2015,HAMBURG CENTRAL SCHOOL DISTRICT,0.1,0.33,0.09678321678321679
2015,HOPEVALE UNION FREE SCHOOL DISTRICT AT HAMBURG,,,
2015,FRONTIER CENTRAL SCHOOL DISTRICT,0.04,0.0,0.04021978021978022
2015,EAST AURORA UNION FREE SCHOOL DISTRICT,0.12,0.55,0.09291338582677164
2015,BUFFALO CITY SCHOOL DISTRICT,0.19,0.21,0.18935431799838578
2015,CHEEKTOWAGA CENTRAL SCHOOL DISTRICT,0.1,0.14,0.09620111731843577
2015,CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT,0.1,0.42,0.09146666666666667
2015,CLEVELAND HILL UNION FREE SCHOOL DISTRICT,0.07,0.4,0.061885245901639345
2015,DEPEW UNION FREE SCHOOL DISTRICT,0.06,0.0,0.061146496815286625
2015,CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT,0.07,0.25,0.06689655172413794
2015,CLARENCE CENTRAL SCHOOL DISTRICT,0.07,0.5,0.0686261980830671
2015,SPRINGVILLE-GRIFFITH INSTITUTE CENTRAL SCHOOL DISTRICT,0.11,1.0,0.09772413793103449
2015,EDEN CENTRAL SCHOOL DISTRICT,0.06,0.33,0.06
2015,IROQUOIS CENTRAL SCHOOL DISTRICT,0.08,0.0,0.08082901554404145
2015,HOLLAND CENTRAL SCHOOL DISTRICT,0.1,0.33,0.0908
2015,LACKAWANNA CITY SCHOOL DISTRICT,0.09,0.0,0.09192857142857143
2015,LANCASTER CENTRAL SCHOOL DISTRICT,0.06,0.1,0.059238095238095236
2015,AKRON CENTRAL SCHOOL DISTRICT,0.12,0.0,0.12480000000000001
2015,NORTH COLLINS CENTRAL SCHOOL DISTRICT,0.08,0.33,0.06684210526315788
2015,ORCHARD PARK CENTRAL SCHOOL DISTRICT,0.06,0.17,0.057755102040816325
2015,TONAWANDA CITY SCHOOL DISTRICT,0.05,0.0,0.050335570469798654
2015,KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT,0.05,0.29,0.04544303797468355
2015,WEST SENECA CENTRAL SCHOOL DISTRICT,0.04,0.31,0.03728370221327968
2015,CROWN POINT CENTRAL SCHOOL DISTRICT,0.0,0.0,0.0
2015,ELIZABETHTOWN-LEWIS CENTRAL SCHOOL DISTRICT,0.13,1.0,0.09892857142857144
2015,KEENE CENTRAL SCHOOL DISTRICT,0.04,0.0,0.04
2015,MINERVA CENTRAL SCHOOL DISTRICT,0.19,0.5,0.18999999999999997
2015,MORIAH CENTRAL SCHOOL DISTRICT,0.07,0.0,0.07212121212121213
2015,NEWCOMB CENTRAL SCHOOL DISTRICT,0.11,0.0,0.11647058823529412
2015,LAKE PLACID CENTRAL SCHOOL DISTRICT,0.12,0.4,0.108
2015,SCHROON LAKE CENTRAL SCHOOL DISTRICT,0.04,0.0,0.04148148148148149
2015,TICONDEROGA CENTRAL SCHOOL DISTRICT,0.07,0.2,0.06657894736842106
2015,WESTPORT CENTRAL SCHOOL DISTRICT,0.11,,
2015,WILLSBORO CENTRAL SCHOOL DISTRICT,0.0,0.0,0.0
2015,TUPPER LAKE CENTRAL SCHOOL DISTRICT,0.14,0.18,0.13483870967741937
2015,CHATEAUGAY CENTRAL SCHOOL DISTRICT,0.1,0.0,0.10652173913043479
2015,SALMON RIVER CENTRAL SCHOOL DISTRICT,0.01,0.0,0.010428571428571428
2015,SARANAC LAKE CENTRAL SCHOOL DISTRICT,0.11,0.6,0.11
2015,MALONE CENTRAL SCHOOL DISTRICT,0.05,0.08,0.04952631578947368
2015,BRUSHTON-MOIRA CENTRAL SCHOOL DISTRICT,0.07,0.1,0.06761904761904763
2015,SAINT REGIS FALLS CENTRAL SCHOOL DISTRICT,0.07,0.0,0.0753846153846154
2015,WHEELERVILLE UNION FREE SCHOOL DISTRICT,0.07,0.0,0.07
2015,GLOVERSVILLE CITY SCHOOL DISTRICT,0.09,0.05,0.09294930875576037
2015,JOHNSTOWN CITY SCHOOL DISTRICT,0.14,0.23,0.12829268292682927
2015,MAYFIELD CENTRAL SCHOOL DISTRICT,0.11,0.33,0.10014925373134329
2015,NORTHVILLE CENTRAL SCHOOL DISTRICT,0.11,0.0,0.11244444444444443
2015,BROADALBIN-PERTH CENTRAL SCHOOL DISTRICT,0.09,0.0,0.09338345864661654
2015,ALEXANDER CENTRAL SCHOOL DISTRICT,0.06,0.08,0.05861111111111111
2015,BATAVIA CITY SCHOOL DISTRICT,0.07,0.22,0.06090909090909091
2015,BYRON-BERGEN CENTRAL SCHOOL DISTRICT,0.12,0.0,0.1351898734177215
2015,ELBA CENTRAL SCHOOL DISTRICT,0.12,0.0,0.13363636363636364
2015,LE ROY CENTRAL SCHOOL DISTRICT,0.06,0.29,0.05089108910891089
2015,OAKFIELD-ALABAMA CENTRAL SCHOOL DISTRICT,0.08,0.2,0.07707317073170732
2015,PAVILION CENTRAL SCHOOL DISTRICT,0.04,0.33,0.036463414634146346
2015,PEMBROKE CENTRAL SCHOOL DISTRICT,0.05,0.2,0.04482758620689655
2015,CAIRO-DURHAM CENTRAL SCHOOL DISTRICT,0.12,0.5,0.09666666666666666
2015,CATSKILL CENTRAL SCHOOL DISTRICT,0.09,0.11,0.08908396946564885
2015,COXSACKIE-ATHENS CENTRAL SCHOOL DISTRICT,0.06,0.4,0.05403508771929825
2015,GREENVILLE CENTRAL SCHOOL DISTRICT,0.12,0.0,0.128
2015,HUNTER-TANNERSVILLE CENTRAL SCHOOL DISTRICT,0.09,0.0,0.09857142857142856
2015,WINDHAM-ASHLAND-JEWETT CENTRAL SCHOOL DISTRICT,0.14,0.2,0.13526315789473686
2015,PISECO COMMON SCHOOL DISTRICT,,,
2015,INDIAN LAKE CENTRAL SCHOOL DISTRICT,0.08,0.0,0.08
2015,INLET COMMON SCHOOL DISTRICT,0.0,,
2015,LAKE PLEASANT CENTRAL SCHOOL DISTRICT,0.05,0.0,0.05
2015,LONG LAKE CENTRAL SCHOOL DISTRICT,0.17,0.67,0.10333333333333333
2015,RAQUETTE LAKE UNION FREE SCHOOL DISTRICT,,,
2015,WELLS CENTRAL SCHOOL DISTRICT,0.19,,
2015,WEST CANADA VALLEY CENTRAL SCHOOL DISTRICT,0.08,0.0,0.08421052631578947
2015,FRANKFORT-SCHUYLER CENTRAL SCHOOL DISTRICT,0.04,0.0,0.04294117647058823
2015,HERKIMER CENTRAL SCHOOL DISTRICT,0.14,0.08,0.14658536585365856
2015,LITTLE FALLS CITY SCHOOL DISTRICT,0.07,0.11,0.06604395604395605
2015,DOLGEVILLE CENTRAL SCHOOL DISTRICT,0.11,0.11,0.10999999999999999
2015,POLAND CENTRAL SCHOOL DISTRICT,0.06,0.2,0.05192307692307692
2015,VAN HORNESVILLE-OWEN D YOUNG CENTRAL SCHOOL DISTRICT,0.05,0.0,0.05238095238095238
2015,TOWN OF WEBB UNION FREE SCHOOL DISTRICT,0.03,0.0,0.034444444444444444
2015,MOUNT MARKHAM CENTRAL SCHOOL DISTRICT,0.06,0.5,0.04610526315789473
2015,CENTRAL VALLEY CSD AT ILION-MOHAWK,0.05,0.17,0.04406593406593407
2015,SOUTH JEFFERSON CENTRAL SCHOOL DISTRICT,0.09,0.0,0.09999999999999999
2015,ALEXANDRIA CENTRAL SCHOOL DISTRICT,0.1,0.25,0.09081632653061225
2015,INDIAN RIVER CENTRAL SCHOOL DISTRICT,0.07,0.0,0.07450847457627119
2015,GENERAL BROWN CENTRAL SCHOOL DISTRICT,0.08,0.13,0.07705882352941176
2015,THOUSAND ISLANDS CENTRAL SCHOOL DISTRICT,0.06,0.0,0.062195121951219505
2015,BELLEVILLE-HENDERSON CENTRAL SCHOOL DISTRICT,0.1,0.0,0.10000000000000002
2015,SACKETS HARBOR CENTRAL SCHOOL DISTRICT,0.08,0.0,0.08216216216216217
2015,LYME CENTRAL SCHOOL DISTRICT,0.06,0.25,0.0540625
2015,LA FARGEVILLE CENTRAL SCHOOL DISTRICT,0.09,0.2,0.08214285714285714
2015,WATERTOWN CITY SCHOOL DISTRICT,0.08,0.12,0.07783393501805054
2015,CARTHAGE CENTRAL SCHOOL DISTRICT,0.08,0.06,0.08199170124481327
2015,COPENHAGEN CENTRAL SCHOOL DISTRICT,0.09,0.0,0.09923076923076922
2015,HARRISVILLE CENTRAL SCHOOL DISTRICT,0.17,0.22,0.1611764705882353
2015,LOWVILLE ACADEMY & CENTRAL SCHOOL DISTRICT,0.03,0.07,0.028319327731092435
2015,SOUTH LEWIS CENTRAL SCHOOL DISTRICT,0.05,0.13,0.042087912087912085
2015,BEAVER RIVER CENTRAL SCHOOL DISTRICT,0.02,0.0,0.02280701754385965
2015,AVON CENTRAL SCHOOL DISTRICT,0.09,0.14,0.08725274725274726
2015,CALEDONIA-MUMFORD CENTRAL SCHOOL DISTRICT,0.11,0.5,0.0843421052631579
2015,GENESEO CENTRAL SCHOOL DISTRICT,0.09,0.11,0.0893478260869565
2015,LIVONIA CENTRAL SCHOOL DISTRICT,0.06,0.17,0.057708333333333334
2015,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,0.15,0.1,0.15652173913043477
2015,DANSVILLE CENTRAL SCHOOL DISTRICT,0.07,0.09,0.06942028985507248
2015,DALTON-NUNDA CENTRAL SCHOOL DISTRICT (KESHEQUA),0.08,0.4,0.07044776119402986
2015,YORK CENTRAL SCHOOL DISTRICT,0.08,0.33,0.06591549295774647
2015,BROOKFIELD CENTRAL SCHOOL DISTRICT,0.29,0.5,0.24333333333333332
2015,CAZENOVIA CENTRAL SCHOOL DISTRICT,0.09,0.27,0.08526315789473683
2015,DERUYTER CENTRAL SCHOOL DISTRICT,0.1,0.0,0.10434782608695654
2015,MORRISVILLE-EATON CENTRAL SCHOOL DISTRICT,0.07,0.33,0.06559322033898306
2015,HAMILTON CENTRAL SCHOOL DISTRICT,0.11,0.0,0.1188
2015,CANASTOTA CENTRAL SCHOOL DISTRICT,0.08,0.27,0.05828571428571428
2015,MADISON CENTRAL SCHOOL DISTRICT,0.09,0.09,0.09
2015,ONEIDA CITY SCHOOL DISTRICT,0.07,0.36,0.06309523809523811
2015,STOCKBRIDGE VALLEY CENTRAL SCHOOL DISTRICT,0.11,0.17,0.09833333333333333
2015,CHITTENANGO CENTRAL SCHOOL DISTRICT,0.08,0.2,0.07777777777777779
2015,BRIGHTON CENTRAL SCHOOL DISTRICT,0.05,0.05,0.049999999999999996
2015,GATES-CHILI CENTRAL SCHOOL DISTRICT,0.04,0.2,0.034482758620689655
2015,GREECE CENTRAL SCHOOL DISTRICT,0.05,0.22,0.04379828326180258
2015,EAST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,0.08,0.23,0.0749814126394052
2015,WEST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,0.11,0.26,0.09941908713692947
2015,HONEOYE FALLS-LIMA CENTRAL SCHOOL DISTRICT,0.09,0.0,0.09144385026737967
2015,SPENCERPORT CENTRAL SCHOOL DISTRICT,0.1,0.26,0.09230769230769233
2015,HILTON CENTRAL SCHOOL DISTRICT,0.09,0.41,0.07584070796460177
2015,PENFIELD CENTRAL SCHOOL DISTRICT,0.05,0.16,0.04538057742782153
2015,FAIRPORT CENTRAL SCHOOL DISTRICT,0.07,0.21,0.06107569721115538
2015,EAST ROCHESTER UNION FREE SCHOOL DISTRICT,0.07,0.0,0.07350000000000001
2015,PITTSFORD CENTRAL SCHOOL DISTRICT,0.06,0.11,0.05798301486199575
2015,CHURCHVILLE-CHILI CENTRAL SCHOOL DISTRICT,0.07,0.29,0.06507987220447285
2015,ROCHESTER CITY SCHOOL DISTRICT,0.15,0.18,0.1487681459975114
2015,RUSH-HENRIETTA CENTRAL SCHOOL DISTRICT,0.1,0.22,0.09265822784810127
2015,BROCKPORT CENTRAL SCHOOL DISTRICT,0.11,0.22,0.10264084507042252
2015,WEBSTER CENTRAL SCHOOL DISTRICT,0.07,0.3,0.058341013824884796
2015,WHEATLAND-CHILI CENTRAL SCHOOL DISTRICT,0.15,0.5,0.13432835820895522
2015,AMSTERDAM CITY SCHOOL DISTRICT,0.13,0.36,0.11428057553956834
2015,CANAJOHARIE CENTRAL SCHOOL DISTRICT,0.01,0.0,0.010253164556962025
2015,FONDA-FULTONVILLE CENTRAL SCHOOL DISTRICT,0.08,1.0,0.061414141414141414
2015,FORT PLAIN CENTRAL SCHOOL DISTRICT,0.07,0.0,0.07205882352941177
2015,OPPENHEIM-EPHRATAH-ST. JOHNSVILLE CSD,0.04,0.0,0.04051282051282051
2015,GLEN COVE CITY SCHOOL DISTRICT,0.08,0.13,0.07777327935222672
2015,HEMPSTEAD UNION FREE SCHOOL DISTRICT,0.13,0.29,0.12092198581560283
2015,UNIONDALE UNION FREE SCHOOL DISTRICT,0.06,0.16,0.05558011049723756
2015,EAST MEADOW UNION FREE SCHOOL DISTRICT,0.09,0.1,0.08927404718693284
2015,NORTH BELLMORE UNION FREE SCHOOL DISTRICT,0.08,0.4,0.07827027027027027
2015,LEVITTOWN UNION FREE SCHOOL DISTRICT,0.06,0.56,0.05517684887459807
2015,SEAFORD UNION FREE SCHOOL DISTRICT,0.06,0.33,0.05866336633663366
2015,BELLMORE UNION FREE SCHOOL DISTRICT,0.07,0.5,0.07
2015,ROOSEVELT UNION FREE SCHOOL DISTRICT,0.09,0.2,0.0885
2015,FREEPORT UNION FREE SCHOOL DISTRICT,0.08,0.5,0.06698347107438017
2015,BALDWIN UNION FREE SCHOOL DISTRICT,0.03,0.08,0.02961340206185567
2015,OCEANSIDE UNION FREE SCHOOL DISTRICT,0.1,0.19,0.09745283018867924
2015,MALVERNE UNION FREE SCHOOL DISTRICT,0.06,0.0,0.06155844155844156
2015,VALLEY STREAM 13 UNION FREE SCHOOL DISTRICT,0.09,0.13,0.0892814371257485
2015,HEWLETT-WOODMERE UNION FREE SCHOOL DISTRICT,0.07,0.09,0.06909433962264151
2015,LAWRENCE UNION FREE SCHOOL DISTRICT,0.06,0.13,0.05843866171003718
2015,ELMONT UNION FREE SCHOOL DISTRICT,0.12,0.41,0.10248322147651008
2015,FRANKLIN SQUARE UNION FREE SCHOOL DISTRICT,0.06,0.08,0.059130434782608696
2015,GARDEN CITY UNION FREE SCHOOL DISTRICT,0.06,0.36,0.05616613418530351
2015,EAST ROCKAWAY UNION FREE SCHOOL DISTRICT,0.16,0.56,0.1377777777777778
2015,LYNBROOK UNION FREE SCHOOL DISTRICT,0.11,0.3,0.10324110671936759
2015,ROCKVILLE CENTRE UNION FREE SCHOOL DISTRICT,0.03,0.05,0.029378881987577637
2015,FLORAL PARK-BELLEROSE UNION FREE SCHOOL DISTRICT,0.1,0.22,0.09766990291262137
2015,WANTAGH UNION FREE SCHOOL DISTRICT,0.08,0.33,0.06934108527131783
2015,VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT,0.06,0.13,0.058037383177570095
2015,MERRICK UNION FREE SCHOOL DISTRICT,0.05,0.25,0.0472972972972973
2015,ISLAND TREES UNION FREE SCHOOL DISTRICT,0.12,0.44,0.10631016042780748
2015,WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT,0.11,0.18,0.10533333333333332
