YEAR,DISTRICT,PER_TURN_ALL,PER_TURN_INEXP,PER_TURN_EXP
2018,NEWFIELD CENTRAL SCHOOL DISTRICT,0.13,0.27,0.11119402985074628
2018,TRUMANSBURG CENTRAL SCHOOL DISTRICT,0.08,0.19,0.06829787234042553
2018,KINGSTON CITY SCHOOL DISTRICT,0.08,0.07,0.0820814479638009
2018,HIGHLAND CENTRAL SCHOOL DISTRICT,0.06,0.08,0.0583076923076923
2018,RONDOUT VALLEY CENTRAL SCHOOL DISTRICT,0.07,0.08,0.06871345029239767
2018,MARLBORO CENTRAL SCHOOL DISTRICT,0.06,0.17,0.04207407407407407
2018,NEW PALTZ CENTRAL SCHOOL DISTRICT,0.05,0.0,0.05279329608938548
2018,ONTEORA CENTRAL SCHOOL DISTRICT,0.05,0.21,0.04125
2018,SAUGERTIES CENTRAL SCHOOL DISTRICT,0.14,0.21,0.1342857142857143
2018,WALLKILL CENTRAL SCHOOL DISTRICT,0.07,0.0,0.0793119266055046
2018,ELLENVILLE CENTRAL SCHOOL DISTRICT,0.07,0.13,0.06400000000000002
2018,BOLTON CENTRAL SCHOOL DISTRICT,0.03,,
2018,NORTH WARREN CENTRAL SCHOOL DISTRICT,0.07,0.11,0.06478260869565218
2018,GLENS FALLS CITY SCHOOL DISTRICT,0.06,0.1,0.05366906474820144
2018,JOHNSBURG CENTRAL SCHOOL DISTRICT,0.13,0.0,0.13787878787878788
2018,LAKE GEORGE CENTRAL SCHOOL DISTRICT,0.08,0.33,0.07397590361445783
2018,HADLEY-LUZERNE CENTRAL SCHOOL DISTRICT,0.05,0.0,0.05964912280701755
2018,QUEENSBURY UNION FREE SCHOOL DISTRICT,0.06,0.19,0.05029045643153526
2018,GLENS FALLS COMMON SCHOOL DISTRICT,0.12,0.0,0.1341176470588235
2018,WARRENSBURG CENTRAL SCHOOL DISTRICT,0.09,0.23,0.06555555555555555
2018,ARGYLE CENTRAL SCHOOL DISTRICT,0.11,0.5,0.07372093023255814
2018,FORT ANN CENTRAL SCHOOL DISTRICT,0.14,0.63,0.036842105263157905
2018,FORT EDWARD UNION FREE SCHOOL DISTRICT,0.08,0.17,0.0758139534883721
2018,GRANVILLE CENTRAL SCHOOL DISTRICT,0.13,0.2,0.1139080459770115
2018,GREENWICH CENTRAL SCHOOL DISTRICT,0.06,0.0,0.06916666666666665
2018,HARTFORD CENTRAL SCHOOL DISTRICT,0.1,0.27,0.056511627906976745
2018,HUDSON FALLS CENTRAL SCHOOL DISTRICT,0.12,0.32,0.09575757575757575
2018,PUTNAM CENTRAL SCHOOL DISTRICT,0.11,0.0,0.14142857142857143
2018,SALEM CENTRAL SCHOOL DISTRICT,0.04,0.11,0.021739130434782605
2018,CAMBRIDGE CENTRAL SCHOOL DISTRICT,0.06,0.0,0.06710526315789474
2018,WHITEHALL CENTRAL SCHOOL DISTRICT,0.15,0.24,0.13090909090909092
2018,NEWARK CENTRAL SCHOOL DISTRICT,0.13,0.18,0.11775510204081632
2018,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,0.11,0.27,0.08538461538461538
2018,LYONS CENTRAL SCHOOL DISTRICT,0.13,0.2,0.11483333333333334
2018,MARION CENTRAL SCHOOL DISTRICT,0.08,0.09,0.07918032786885246
2018,WAYNE CENTRAL SCHOOL DISTRICT,0.13,0.36,0.10713450292397661
2018,PALMYRA-MACEDON CENTRAL SCHOOL DISTRICT,0.06,0.04,0.061282051282051275
2018,GANANDA CENTRAL SCHOOL DISTRICT,0.06,0.13,0.04941860465116279
2018,SODUS CENTRAL SCHOOL DISTRICT,0.15,0.14,0.15196078431372548
2018,WILLIAMSON CENTRAL SCHOOL DISTRICT,0.07,0.13,0.0643529411764706
2018,NORTH ROSE-WOLCOTT CENTRAL SCHOOL DISTRICT,0.15,0.18,0.13324675324675328
2018,RED CREEK CENTRAL SCHOOL DISTRICT,0.17,0.1,0.1867605633802817
2018,KATONAH-LEWISBORO UNION FREE SCHOOL DISTRICT,0.1,0.5,0.08135593220338984
2018,BEDFORD CENTRAL SCHOOL DISTRICT,0.11,0.31,0.09238993710691824
2018,CROTON-HARMON UNION FREE SCHOOL DISTRICT,0.04,0.12,0.028070175438596492
2018,HENDRICK HUDSON CENTRAL SCHOOL DISTRICT,0.09,0.35,0.06346938775510202
2018,EASTCHESTER UNION FREE SCHOOL DISTRICT,0.08,0.25,0.06726872246696035
2018,TUCKAHOE UNION FREE SCHOOL DISTRICT,0.13,0.2,0.12557894736842104
2018,BRONXVILLE UNION FREE SCHOOL DISTRICT,0.1,0.15,0.09778761061946903
2018,UNION FREE SCHOOL DISTRICT OF THE TARRYTOWNS,0.08,0.17,0.07246511627906976
2018,IRVINGTON UNION FREE SCHOOL DISTRICT,0.04,0.0,0.043333333333333335
2018,DOBBS FERRY UNION FREE SCHOOL DISTRICT,0.05,0.13,0.042960000000000005
2018,HASTINGS-ON-HUDSON UNION FREE SCHOOL DISTRICT,0.1,0.4,0.07464788732394366
2018,ARDSLEY UNION FREE SCHOOL DISTRICT,0.06,0.13,0.05352601156069364
2018,EDGEMONT UNION FREE SCHOOL DISTRICT,0.06,0.13,0.056643835616438355
2018,GREENBURGH CENTRAL SCHOOL DISTRICT,0.14,0.21,0.13562500000000002
2018,ELMSFORD UNION FREE SCHOOL DISTRICT,0.07,0.4,0.054096385542168675
2018,GREENBURGH-GRAHAM UNION FREE SCHOOL DISTRICT,0.12,0.25,0.10555555555555554
2018,GREENBURGH ELEVEN UNION FREE SCHOOL DISTRICT,0.12,0.25,0.09739130434782607
2018,GREENBURGH-NORTH CASTLE UNION FREE SCHOOL DISTRICT,0.25,0.29,0.24278688524590164
2018,HARRISON CENTRAL SCHOOL DISTRICT,0.12,0.21,0.10629757785467128
2018,MAMARONECK UNION FREE SCHOOL DISTRICT,0.1,0.25,0.08548387096774195
2018,MOUNT PLEASANT CENTRAL SCHOOL DISTRICT,0.11,0.33,0.09821428571428571
2018,POCANTICO HILLS CENTRAL SCHOOL DISTRICT,0.17,0.0,0.18758620689655173
2018,HAWTHORNE-CEDAR KNOLLS UNION FREE SCHOOL DISTRICT,0.15,0.17,0.14657142857142855
2018,MOUNT PLEASANT-COTTAGE UNION FREE SCHOOL DISTRICT,0.37,0.38,0.36758620689655175
2018,VALHALLA UNION FREE SCHOOL DISTRICT,0.07,0.14,0.06416666666666668
2018,MOUNT PLEASANT-BLYTHEDALE UNION FREE SCHOOL DISTRICT,0.05,0.0,0.058823529411764705
2018,PLEASANTVILLE UNION FREE SCHOOL DISTRICT,0.1,0.13,0.09611510791366908
2018,MOUNT VERNON SCHOOL DISTRICT,0.19,0.26,0.16798969072164951
2018,CHAPPAQUA CENTRAL SCHOOL DISTRICT,0.08,0.14,0.07404255319148936
2018,NEW ROCHELLE CITY SCHOOL DISTRICT,0.08,0.19,0.07030911901081917
2018,BYRAM HILLS CENTRAL SCHOOL DISTRICT,0.1,0.46,0.06869565217391303
2018,NORTH SALEM CENTRAL SCHOOL DISTRICT,0.13,0.33,0.11878504672897197
2018,OSSINING UNION FREE SCHOOL DISTRICT,0.09,0.21,0.06938144329896906
2018,BRIARCLIFF MANOR UNION FREE SCHOOL DISTRICT,0.06,0.0,0.06644628099173552
2018,PEEKSKILL CITY SCHOOL DISTRICT,0.1,0.18,0.0728813559322034
2018,PELHAM UNION FREE SCHOOL DISTRICT,0.05,0.27,0.04309417040358744
2018,RYE CITY SCHOOL DISTRICT,0.08,0.29,0.05807228915662651
2018,RYE NECK UNION FREE SCHOOL DISTRICT,0.09,0.09,0.08999999999999998
2018,PORT CHESTER-RYE UNION FREE SCHOOL DISTRICT,0.07,0.11,0.06025210084033615
2018,BLIND BROOK-RYE UNION FREE SCHOOL DISTRICT,0.1,0.22,0.0904424778761062
2018,SCARSDALE UNION FREE SCHOOL DISTRICT,0.08,0.11,0.07666666666666667
2018,SOMERS CENTRAL SCHOOL DISTRICT,0.06,0.05,0.060603448275862074
2018,WHITE PLAINS CITY SCHOOL DISTRICT,0.24,0.44,0.21509727626459144
2018,YONKERS CITY SCHOOL DISTRICT,0.06,0.12,0.053185595567867026
2018,LAKELAND CENTRAL SCHOOL DISTRICT,0.06,0.13,0.05515513126491647
2018,YORKTOWN CENTRAL SCHOOL DISTRICT,0.05,0.11,0.045312500000000006
2018,ATTICA CENTRAL SCHOOL DISTRICT,0.13,0.36,0.09682692307692307
2018,LETCHWORTH CENTRAL SCHOOL DISTRICT,0.07,0.14,0.06849462365591398
2018,WYOMING CENTRAL SCHOOL DISTRICT,0.06,0.0,0.0675
2018,PERRY CENTRAL SCHOOL DISTRICT,0.08,0.21,0.05173913043478261
2018,WARSAW CENTRAL SCHOOL DISTRICT,0.14,0.13,0.14182926829268297
2018,PENN YAN CENTRAL SCHOOL DISTRICT,0.14,0.21,0.12697674418604654
2018,DUNDEE CENTRAL SCHOOL DISTRICT,0.18,0.38,0.15704918032786885
2019,ALBANY CITY SCHOOL DISTRICT,0.1,0.17,0.0917774343122102
2019,BERNE-KNOX-WESTERLO CENTRAL SCHOOL DISTRICT,0.05,0.11,0.03852941176470588
2019,BETHLEHEM CENTRAL SCHOOL DISTRICT,0.1,0.25,0.08026315789473684
2019,RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT,0.13,0.14,0.12898089171974522
2019,COHOES CITY SCHOOL DISTRICT,0.1,0.14,0.09055118110236221
2019,SOUTH COLONIE CENTRAL SCHOOL DISTRICT,0.06,0.05,0.06084639498432601
2019,MENANDS UNION FREE SCHOOL DISTRICT,0.04,0.0,0.04133333333333333
2019,NORTH COLONIE CSD,0.09,0.28,0.07545045045045043
2019,GREEN ISLAND UNION FREE SCHOOL DISTRICT,0.26,0.25,0.2613793103448276
2019,GUILDERLAND CENTRAL SCHOOL DISTRICT,0.09,0.24,0.06654986522911051
2019,VOORHEESVILLE CENTRAL SCHOOL DISTRICT,0.11,0.29,0.08310344827586208
2019,WATERVLIET CITY SCHOOL DISTRICT,0.12,0.13,0.1191
2019,ALFRED-ALMOND CENTRAL SCHOOL DISTRICT,0.12,0.19,0.10046511627906975
2019,ANDOVER CENTRAL SCHOOL DISTRICT,0.19,0.1,0.22000000000000003
2019,GENESEE VALLEY CENTRAL SCHOOL DISTRICT,0.13,0.17,0.12319148936170213
2019,BELFAST CENTRAL SCHOOL DISTRICT,0.19,0.4,0.14100000000000001
2019,CANASERAGA CENTRAL SCHOOL DISTRICT,0.22,0.0,0.26
2019,FRIENDSHIP CENTRAL SCHOOL DISTRICT,0.15,0.4,0.06304347826086953
2019,FILLMORE CENTRAL SCHOOL DISTRICT,0.03,0.1,0.02351851851851852
2019,WHITESVILLE CENTRAL SCHOOL DISTRICT,0.2,0.18,0.21538461538461545
2019,CUBA-RUSHFORD CENTRAL SCHOOL DISTRICT,0.12,0.06,0.14538461538461536
2019,SCIO CENTRAL SCHOOL DISTRICT,0.19,0.4,0.16199999999999998
2019,WELLSVILLE CENTRAL SCHOOL DISTRICT,0.08,0.2,0.06595744680851064
2019,BOLIVAR-RICHBURG CENTRAL SCHOOL DISTRICT,0.11,0.18,0.10234375
2019,CHENANGO FORKS CENTRAL SCHOOL DISTRICT,0.1,0.21,0.08910891089108913
2019,BINGHAMTON CITY SCHOOL DISTRICT,0.12,0.21,0.10278801843317972
2019,HARPURSVILLE CENTRAL SCHOOL DISTRICT,0.15,0.0,0.17410714285714285
2019,SUSQUEHANNA VALLEY CENTRAL SCHOOL DISTRICT,0.09,0.14,0.08666666666666667
2019,CHENANGO VALLEY CENTRAL SCHOOL DISTRICT,0.2,0.3,0.17900000000000002
2019,MAINE-ENDWELL CENTRAL SCHOOL DISTRICT,0.12,0.28,0.10211180124223601
2019,DEPOSIT CENTRAL SCHOOL DISTRICT,0.18,0.18,0.18000000000000002
2019,WHITNEY POINT CENTRAL SCHOOL DISTRICT,0.15,0.11,0.15666666666666665
2019,UNION-ENDICOTT CENTRAL SCHOOL DISTRICT,0.13,0.11,0.13269662921348316
2019,JOHNSON CITY CENTRAL SCHOOL DISTRICT,0.15,0.21,0.13135135135135134
2019,VESTAL CENTRAL SCHOOL DISTRICT,0.06,0.13,0.05231060606060606
2019,WINDSOR CENTRAL SCHOOL DISTRICT,0.08,0.16,0.07174603174603175
2019,WEST VALLEY CENTRAL SCHOOL DISTRICT,0.1,0.17,0.08703703703703704
2019,ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT,0.13,0.13,0.13
2019,ELLICOTTVILLE CENTRAL SCHOOL DISTRICT,0.06,0.0,0.06115384615384615
2019,FRANKLINVILLE CENTRAL SCHOOL DISTRICT,0.04,0.18,0.02444444444444445
2019,HINSDALE CENTRAL SCHOOL DISTRICT,0.12,0.18,0.09999999999999998
2019,CATTARAUGUS-LITTLE VALLEY CENTRAL SCHOOL DISTRICT,0.1,0.08,0.10472222222222222
2019,OLEAN CITY SCHOOL DISTRICT,0.09,0.25,0.08135135135135134
2019,GOWANDA CENTRAL SCHOOL DISTRICT,0.07,0.2,0.05050000000000001
2019,PORTVILLE CENTRAL SCHOOL DISTRICT,0.05,0.43,0.0052941176470588285
2019,RANDOLPH CENTRAL SCHOOL DISTRICT,0.05,0.0,0.05320512820512821
2019,RANDOLPH ACADEMY UNION FREE SCHOOL DISTRICT,0.33,0.39,0.22999999999999998
2019,SALAMANCA CITY SCHOOL DISTRICT,0.17,0.21,0.16094339622641513
2019,YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT,0.08,0.09,0.07951456310679612
2019,AUBURN CITY SCHOOL DISTRICT,0.13,0.05,0.14011152416356876
2019,WEEDSPORT CENTRAL SCHOOL DISTRICT,0.11,0.27,0.08935483870967742
2019,CATO-MERIDIAN CENTRAL SCHOOL DISTRICT,0.13,0.3,0.10472972972972974
2019,SOUTHERN CAYUGA CENTRAL SCHOOL DISTRICT,0.16,0.14,0.165
2019,PORT BYRON CENTRAL SCHOOL DISTRICT,0.14,0.18,0.13724137931034486
2019,MORAVIA CENTRAL SCHOOL DISTRICT,0.06,0.0,0.06666666666666667
2019,UNION SPRINGS CENTRAL SCHOOL DISTRICT,0.14,0.57,0.1256666666666667
2019,SOUTHWESTERN CENTRAL SCHOOL DISTRICT AT JAMESTOWN,0.09,0.1,0.08888888888888889
2019,FREWSBURG CENTRAL SCHOOL DISTRICT,0.05,0.0,0.055932203389830515
2019,CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT,0.06,0.11,0.054531249999999996
2019,CHAUTAUQUA LAKE CENTRAL SCHOOL DISTRICT,0.09,0.11,0.086
2019,PINE VALLEY CENTRAL SCHOOL DISTRICT (SOUTH DAYTON),0.36,0.29,0.3997297297297297
2019,CLYMER CENTRAL SCHOOL DISTRICT,0.2,0.5,0.1823529411764706
2019,DUNKIRK CITY SCHOOL DISTRICT,0.14,0.27,0.1115068493150685
2019,BEMUS POINT CENTRAL SCHOOL DISTRICT,0.08,0.33,0.06333333333333332
2019,FALCONER CENTRAL SCHOOL DISTRICT,0.06,0.3,0.03818181818181818
2019,SILVER CREEK CENTRAL SCHOOL DISTRICT,0.09,0.24,0.07557692307692307
2019,FORESTVILLE CENTRAL SCHOOL DISTRICT,0.08,0.0,0.08869565217391305
2019,PANAMA CENTRAL SCHOOL DISTRICT,0.11,0.33,0.09976744186046511
2019,JAMESTOWN CITY SCHOOL DISTRICT,0.1,0.21,0.08196721311475409
2019,FREDONIA CENTRAL SCHOOL DISTRICT,0.08,0.2,0.06536585365853659
2019,BROCTON CENTRAL SCHOOL DISTRICT,0.1,0.22,0.08530612244897959
2019,RIPLEY CENTRAL SCHOOL DISTRICT,0.29,0.4,0.27166666666666667
2019,SHERMAN CENTRAL SCHOOL DISTRICT,0.17,0.4,0.13973684210526316
2019,WESTFIELD CENTRAL SCHOOL DISTRICT,0.02,0.0,0.0225
2019,ELMIRA CITY SCHOOL DISTRICT,0.12,0.19,0.10727272727272727
2019,HORSEHEADS CENTRAL SCHOOL DISTRICT,0.04,0.09,0.03646840148698884
2019,ELMIRA HEIGHTS CENTRAL SCHOOL DISTRICT,0.09,0.2,0.08443037974683544
2019,AFTON CENTRAL SCHOOL DISTRICT,0.17,0.3,0.14450980392156865
2019,BAINBRIDGE-GUILFORD CENTRAL SCHOOL DISTRICT,0.1,0.33,0.08083333333333333
2019,GREENE CENTRAL SCHOOL DISTRICT,0.12,0.44,0.09658536585365851
2019,UNADILLA VALLEY CENTRAL SCHOOL DISTRICT,0.13,0.18,0.12491525423728815
2019,NORWICH CITY SCHOOL DISTRICT,0.15,0.22,0.14186046511627906
2019,GEORGETOWN-SOUTH OTSELIC CENTRAL SCHOOL DISTRICT,0.2,0.29,0.155
2019,OXFORD ACADEMY AND CENTRAL SCHOOL DISTRICT,0.09,0.09,0.09
2019,SHERBURNE-EARLVILLE CENTRAL SCHOOL DISTRICT,0.08,0.21,0.07720430107526882
2019,AUSABLE VALLEY CENTRAL SCHOOL DISTRICT,0.16,0.21,0.15457831325301205
2019,BEEKMANTOWN CENTRAL SCHOOL DISTRICT,0.08,0.11,0.07793103448275862
2019,NORTHEASTERN CLINTON CENTRAL SCHOOL DISTRICT,0.08,0.17,0.06838709677419355
2019,CHAZY UNION FREE SCHOOL DISTRICT,0.1,0.22,0.08702702702702704
2019,NORTHERN ADIRONDACK CENTRAL SCHOOL DISTRICT,0.06,0.14,0.056962025316455694
2019,PERU CENTRAL SCHOOL DISTRICT,0.06,0.0,0.06437086092715232
2019,PLATTSBURGH CITY SCHOOL DISTRICT,0.08,0.17,0.07273291925465838
2019,SARANAC CENTRAL SCHOOL DISTRICT,0.08,0.06,0.08260869565217391
2019,BERKSHIRE UNION FREE SCHOOL DISTRICT,0.46,1.0,0.36181818181818187
2019,TACONIC HILLS CENTRAL SCHOOL DISTRICT,0.09,0.25,0.0710909090909091
2019,GERMANTOWN CENTRAL SCHOOL DISTRICT,0.11,0.17,0.09772727272727272
2019,CHATHAM CENTRAL SCHOOL DISTRICT,0.15,0.19,0.1397560975609756
2019,HUDSON CITY SCHOOL DISTRICT,0.08,0.28,0.06235294117647059
2019,KINDERHOOK CENTRAL SCHOOL DISTRICT,0.12,0.24,0.10692307692307693
2019,NEW LEBANON CENTRAL SCHOOL DISTRICT,0.16,0.25,0.1474418604651163
2019,CINCINNATUS CENTRAL SCHOOL DISTRICT,0.14,0.29,0.10538461538461541
2019,CORTLAND CITY SCHOOL DISTRICT,0.2,0.37,0.17261744966442955
2019,MCGRAW CENTRAL SCHOOL DISTRICT,0.04,0.0,0.042666666666666665
2019,HOMER CENTRAL SCHOOL DISTRICT,0.06,0.08,0.057241379310344835
2019,MARATHON CENTRAL SCHOOL DISTRICT,0.15,0.4,0.11212121212121212
2019,ANDES CENTRAL SCHOOL DISTRICT,0.11,0.5,0.085625
2019,DOWNSVILLE CENTRAL SCHOOL DISTRICT,0.19,0.13,0.2011111111111111
2019,CHARLOTTE VALLEY CENTRAL SCHOOL DISTRICT,0.03,0.05,0.018
2019,DELAWARE ACADEMY CENTRAL SCHOOL DISTRICT AT DELHI,0.29,0.5,0.24499999999999997
2019,FRANKLIN CENTRAL SCHOOL DISTRICT,0.17,0.33,0.15080000000000002
2019,HANCOCK CENTRAL SCHOOL DISTRICT,0.13,0.25,0.11054054054054054
2019,MARGARETVILLE CENTRAL SCHOOL DISTRICT,0.3,0.36,0.2845161290322581
2019,ROXBURY CENTRAL SCHOOL DISTRICT,0.18,0.33,0.13178571428571428
2019,SIDNEY CENTRAL SCHOOL DISTRICT,0.14,0.18,0.12730158730158733
2019,STAMFORD CENTRAL SCHOOL DISTRICT,0.03,0.14,-0.0050000000000000044
2019,SOUTH KORTRIGHT CENTRAL SCHOOL DISTRICT,0.17,0.33,0.15344827586206897
2019,WALTON CENTRAL SCHOOL DISTRICT,0.08,0.0,0.09846153846153846
2019,BEACON CITY SCHOOL DISTRICT,0.08,0.21,0.06671111111111111
2019,DOVER UNION FREE SCHOOL DISTRICT,0.09,0.13,0.08130434782608696
2019,HYDE PARK CENTRAL SCHOOL DISTRICT,0.08,0.18,0.064
2019,NORTHEAST CENTRAL SCHOOL DISTRICT,0.25,0.25,0.25
2019,PAWLING CENTRAL SCHOOL DISTRICT,0.15,0.19,0.1435
2019,PINE PLAINS CENTRAL SCHOOL DISTRICT,0.15,0.13,0.15473684210526314
2019,POUGHKEEPSIE CITY SCHOOL DISTRICT,0.11,0.18,0.08199999999999999
2019,ARLINGTON CENTRAL SCHOOL DISTRICT,0.05,0.23,0.04142857142857143
2019,SPACKENKILL UNION FREE SCHOOL DISTRICT,0.07,0.25,0.052666666666666674
2019,RED HOOK CENTRAL SCHOOL DISTRICT,0.1,0.25,0.088
2019,RHINEBECK CENTRAL SCHOOL DISTRICT,0.13,0.39,0.11304347826086956
2019,WAPPINGERS CENTRAL SCHOOL DISTRICT,0.05,0.13,0.04423529411764706
2019,MILLBROOK CENTRAL SCHOOL DISTRICT,0.07,0.08,0.068375
2019,ALDEN CENTRAL SCHOOL DISTRICT,0.07,0.25,0.0572566371681416
2019,AMHERST CENTRAL SCHOOL DISTRICT,0.06,0.17,0.05736
2019,WILLIAMSVILLE CENTRAL SCHOOL DISTRICT,0.04,0.17,0.03216251638269987
2019,SWEET HOME CENTRAL SCHOOL DISTRICT,0.07,0.21,0.06020576131687244
2019,EAST AURORA UNION FREE SCHOOL DISTRICT,0.05,0.1,0.044628099173553724
2019,BUFFALO CITY SCHOOL DISTRICT,0.09,0.16,0.08322419928825622
2019,CHEEKTOWAGA CENTRAL SCHOOL DISTRICT,0.08,0.29,0.06555555555555556
2019,CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT,0.06,0.2,0.050789473684210516
2019,CLEVELAND HILL UNION FREE SCHOOL DISTRICT,0.14,0.5,0.11322314049586779
2019,DEPEW UNION FREE SCHOOL DISTRICT,0.03,0.38,0.02072847682119205
2019,CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT,0.06,0.22,0.04666666666666666
2019,CLARENCE CENTRAL SCHOOL DISTRICT,0.12,0.14,0.11713235294117647
2019,SPRINGVILLE-GRIFFITH INSTITUTE CENTRAL SCHOOL DISTRICT,0.05,0.2,0.04770992366412214
2019,EDEN CENTRAL SCHOOL DISTRICT,0.03,0.0,0.03349514563106796
2019,IROQUOIS CENTRAL SCHOOL DISTRICT,0.07,0.18,0.06505617977528091
2019,EVANS-BRANT CENTRAL SCHOOL DISTRICT (LAKE SHORE),0.07,0.0,0.07544444444444445
2019,GRAND ISLAND CENTRAL SCHOOL DISTRICT,0.14,0.47,0.10416289592760182
2019,HAMBURG CENTRAL SCHOOL DISTRICT,0.06,0.19,0.054781021897810214
2019,FRONTIER CENTRAL SCHOOL DISTRICT,0.09,0.29,0.07530351437699681
2019,HOLLAND CENTRAL SCHOOL DISTRICT,0.22,0.33,0.2033333333333333
2019,LACKAWANNA CITY SCHOOL DISTRICT,0.04,0.25,0.033999999999999996
2019,LANCASTER CENTRAL SCHOOL DISTRICT,0.03,0.18,0.02357142857142857
2019,AKRON CENTRAL SCHOOL DISTRICT,0.09,0.0,0.09826530612244896
2019,NORTH COLLINS CENTRAL SCHOOL DISTRICT,0.08,0.6,0.04075471698113209
2019,ORCHARD PARK CENTRAL SCHOOL DISTRICT,0.07,0.23,0.05808510638297872
2019,TONAWANDA CITY SCHOOL DISTRICT,0.07,0.15,0.052222222222222225
2019,KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT,0.06,0.41,0.04341503267973856
2019,WEST SENECA CENTRAL SCHOOL DISTRICT,0.05,0.31,0.03872289156626506
2019,CROWN POINT CENTRAL SCHOOL DISTRICT,0.11,0.25,0.08565217391304349
2019,ELIZABETHTOWN-LEWIS CENTRAL SCHOOL DISTRICT,0.15,0.0,0.1891304347826087
2019,KEENE CENTRAL SCHOOL DISTRICT,0.05,,
2019,MINERVA CENTRAL SCHOOL DISTRICT,0.05,0.0,0.05526315789473685
2019,MORIAH CENTRAL SCHOOL DISTRICT,0.08,0.2,0.06451612903225806
2019,NEWCOMB CENTRAL SCHOOL DISTRICT,0.11,0.0,0.130625
2019,LAKE PLACID CENTRAL SCHOOL DISTRICT,0.1,0.0,0.11093750000000001
2019,SCHROON LAKE CENTRAL SCHOOL DISTRICT,0.07,0.0,0.07
2019,TICONDEROGA CENTRAL SCHOOL DISTRICT,0.15,0.18,0.14691176470588235
2019,WESTPORT CENTRAL SCHOOL DISTRICT,0.23,0.33,0.20500000000000002
2019,WILLSBORO CENTRAL SCHOOL DISTRICT,0.13,0.0,0.13
2019,TUPPER LAKE CENTRAL SCHOOL DISTRICT,0.08,0.29,0.05
2019,CHATEAUGAY CENTRAL SCHOOL DISTRICT,0.13,0.17,0.11974358974358974
2019,SALMON RIVER CENTRAL SCHOOL DISTRICT,0.18,0.29,0.11010416666666667
2019,SARANAC LAKE CENTRAL SCHOOL DISTRICT,0.11,0.07,0.11764044943820226
2019,MALONE CENTRAL SCHOOL DISTRICT,0.05,0.07,0.0476969696969697
2019,BRUSHTON-MOIRA CENTRAL SCHOOL DISTRICT,0.13,0.24,0.10949152542372881
2019,SAINT REGIS FALLS CENTRAL SCHOOL DISTRICT,0.11,0.14,0.10516129032258063
2019,WHEELERVILLE UNION FREE SCHOOL DISTRICT,0.0,,
2019,GLOVERSVILLE CITY SCHOOL DISTRICT,0.07,0.12,0.06108910891089109
2019,JOHNSTOWN CITY SCHOOL DISTRICT,0.15,0.26,0.13521008403361345
2019,MAYFIELD CENTRAL SCHOOL DISTRICT,0.1,0.0,0.10793650793650794
2019,NORTHVILLE CENTRAL SCHOOL DISTRICT,0.13,0.29,0.09888888888888889
2019,BROADALBIN-PERTH CENTRAL SCHOOL DISTRICT,0.09,0.25,0.0648031496062992
2019,ALEXANDER CENTRAL SCHOOL DISTRICT,0.03,0.0,0.03352941176470588
2019,BATAVIA CITY SCHOOL DISTRICT,0.1,0.12,0.0975
2019,BYRON-BERGEN CENTRAL SCHOOL DISTRICT,0.07,0.21,0.05425000000000001
2019,ELBA CENTRAL SCHOOL DISTRICT,0.21,0.5,0.15794871794871795
2019,LE ROY CENTRAL SCHOOL DISTRICT,0.11,0.46,0.06483870967741935
2019,OAKFIELD-ALABAMA CENTRAL SCHOOL DISTRICT,0.15,0.18,0.14328358208955225
2019,PAVILION CENTRAL SCHOOL DISTRICT,0.11,0.3,0.08097222222222224
2019,PEMBROKE CENTRAL SCHOOL DISTRICT,0.09,0.35,0.05680851063829787
2019,CAIRO-DURHAM CENTRAL SCHOOL DISTRICT,0.11,0.07,0.11285714285714285
2019,CATSKILL CENTRAL SCHOOL DISTRICT,0.12,0.15,0.11758928571428572
2019,COXSACKIE-ATHENS CENTRAL SCHOOL DISTRICT,0.1,0.43,0.07275229357798166
2019,GREENVILLE CENTRAL SCHOOL DISTRICT,0.08,0.13,0.07510869565217392
2019,HUNTER-TANNERSVILLE CENTRAL SCHOOL DISTRICT,0.16,0.23,0.146
2019,WINDHAM-ASHLAND-JEWETT CENTRAL SCHOOL DISTRICT,0.1,0.0,0.115625
2019,PISECO COMMON SCHOOL DISTRICT,,,
2019,INDIAN LAKE CENTRAL SCHOOL DISTRICT,0.04,0.0,0.045714285714285714
2019,INLET COMMON SCHOOL DISTRICT,0.0,,
2019,LAKE PLEASANT CENTRAL SCHOOL DISTRICT,0.06,0.0,0.076
2019,LONG LAKE CENTRAL SCHOOL DISTRICT,0.26,0.67,0.12333333333333334
2019,RAQUETTE LAKE UNION FREE SCHOOL DISTRICT,,,
2019,WELLS CENTRAL SCHOOL DISTRICT,0.0,0.0,0.0
2019,WEST CANADA VALLEY CENTRAL SCHOOL DISTRICT,0.07,0.08,0.06673469387755103
2019,FRANKFORT-SCHUYLER CENTRAL SCHOOL DISTRICT,0.08,0.11,0.07820895522388059
